field,value,n,mode,mode_col,count,pct,overall_pct,delta_vs_overall
period,pre-1550,32,practical/public,mode_practical_public,5,15.6,28.3,-12.7
period,pre-1550,32,corrected/updated,mode_corrected_updated,12,37.5,50.3,-12.8
elements_books_group,selected_later_books,21,pedagogical/method,mode_pedagogical_method,12,57.1,70.3,-13.1
has_diagrams_metadata,True,7,pedagogical/method,mode_pedagogical_method,4,57.1,70.3,-13.1
elements_books_group,books_1_6_plus_solids,39,vernacular/transfer,mode_vernacular_transfer,9,23.1,37.1,-14.0
city,Venice,13,vernacular/transfer,mode_vernacular_transfer,3,23.1,37.1,-14.0
elements_books_group,selected_later_books,21,practical/public,mode_practical_public,3,14.3,28.3,-14.0
city,Basel,8,institutional/authority,mode_institutional_authority,5,62.5,76.6,-14.1
format_group,missing/unknown,18,pedagogical/method,mode_pedagogical_method,10,55.6,70.3,-14.7
format_first,missing/unknown,18,pedagogical/method,mode_pedagogical_method,10,55.6,70.3,-14.7
format_group,missing/unknown,18,vernacular/transfer,mode_vernacular_transfer,4,22.2,37.1,-14.8
format_first,missing/unknown,18,vernacular/transfer,mode_vernacular_transfer,4,22.2,37.1,-14.8
city,Venice,13,humanist/ancient,mode_humanist_ancient,9,69.2,85.0,-15.7
elements_books_group,books_1_13,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
format_group,6,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
format_first,6,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
city,Leipzig,5,institutional/authority,mode_institutional_authority,3,60.0,76.6,-16.6
elements_books_group,selected_later_books,21,corrected/updated,mode_corrected_updated,7,33.3,50.3,-17.0
elements_books_group,unknown_books,56,humanist/ancient,mode_humanist_ancient,38,67.9,85.0,-17.1
format_group,duodecimo,30,vernacular/transfer,mode_vernacular_transfer,6,20.0,37.1,-17.1
format_first,12,30,vernacular/transfer,mode_vernacular_transfer,6,20.0,37.1,-17.1
elements_books_group,unknown_books,56,pedagogical/method,mode_pedagogical_method,29,51.8,70.3,-18.5
format_group,missing/unknown,18,composite/apparatus,mode_composite_apparatus,9,50.0,68.5,-18.5
format_first,missing/unknown,18,composite/apparatus,mode_composite_apparatus,9,50.0,68.5,-18.5
city,Lyon,10,composite/apparatus,mode_composite_apparatus,5,50.0,68.5,-18.5
elements_books_group,partial_from_book_1,8,composite/apparatus,mode_composite_apparatus,4,50.0,68.5,-18.5
elements_books_group,near_complete_or_expanded_enunciations,7,institutional/authority,mode_institutional_authority,4,57.1,76.6,-19.4
language_first,GERMAN,13,corrected/updated,mode_corrected_updated,4,30.8,50.3,-19.6
language_first,GREEK,16,pedagogical/method,mode_pedagogical_method,8,50.0,70.3,-20.3
elements_books_group,partial_from_book_1,8,pedagogical/method,mode_pedagogical_method,4,50.0,70.3,-20.3
format_group,missing/unknown,18,institutional/authority,mode_institutional_authority,10,55.6,76.6,-21.0
format_first,missing/unknown,18,institutional/authority,mode_institutional_authority,10,55.6,76.6,-21.0
city,Cologne,9,institutional/authority,mode_institutional_authority,5,55.6,76.6,-21.0
metadata_additional_music_harmonics,True,9,institutional/authority,mode_institutional_authority,5,55.6,76.6,-21.0
elements_books_group,partial_from_book_1,8,humanist/ancient,mode_humanist_ancient,5,62.5,85.0,-22.5
city,Strasbourg,13,institutional/authority,mode_institutional_authority,7,53.8,76.6,-22.7
period,pre-1550,32,pedagogical/method,mode_pedagogical_method,15,46.9,70.3,-23.4
period,pre-1550,32,institutional/authority,mode_institutional_authority,16,50.0,76.6,-26.6
language_first,GREEK,16,institutional/authority,mode_institutional_authority,8,50.0,76.6,-26.6
language_first,ITALIAN,12,pedagogical/method,mode_pedagogical_method,5,41.7,70.3,-28.6
metadata_additional_music_harmonics,True,9,humanist/ancient,mode_humanist_ancient,5,55.6,85.0,-29.4
city,Venice,13,institutional/authority,mode_institutional_authority,6,46.2,76.6,-30.4
city,Venice,13,pedagogical/method,mode_pedagogical_method,5,38.5,70.3,-31.8
language_first,ITALIAN,12,composite/apparatus,mode_composite_apparatus,4,33.3,68.5,-35.2
metadata_additional_music_harmonics,True,9,pedagogical/method,mode_pedagogical_method,3,33.3,70.3,-36.9
