classification_key,year,city,language_first,author_or_editor,elements_books_group,elements_books,natural_dominant_mode,natural_mode_count,primary_classes,mode_practical_public,utility_public_book,method_access_book,claim_method_demonstration_order,claim_accessibility_clarity_pedagogy,claim_utility_practice_application,claim_translation_vernacularization_transfer,claim_augmentation_enrichment_composition,religious_institutional_arena,military_fortification_arena,no_visible_social_arena,rich_claim_text_raw,rich_social_text_raw
Livorno_1709,1709,Livorno,LATIN,Angelo Marchetti,books_1_6,1-6,practical-pedagogical,6,Theoretical Mathematics,True,False,True,True,True,False,False,True,False,False,False,"REFORMATUS | exponuntur | demonstrantur | EUCLIDES REFORMATUS, SIVE PLANA, ET SOLIDA GEOMETRIÆ ELEM ENTA OPUS | In quo tum alia pleraque, cum præcipuè Rationis, & Proportionis Natura, & proprietates Nova Methodo Clarius, quam antea ab aliis, atque facilius exponuntur, firmiusque, ac evidentius demonstrantur | REFORMATUS | REGIÆ CELSITUDINIS FERDINANDI HETRURIÆ PRINCIPIS MATHEMATICO | Ac in Alma Pisana UNIVERSITATE Scientiarum Mechanicarum Professore | EUCLIDES REFORMATUS, SIVE PLANA, ET SOLIDA GEOMETRIÆ ELEM ENTA OPUS | EUCLIDES",Alma Pisana UNIVERSITATE | REGIÆ CELSITUDINIS FERDINANDI HETRURIÆ PRINCIPIS MATHEMATICO | Ac in Alma Pisana UNIVERSITATE Scientiarum Mechanicarum Professore
London_1620,1620,London,GREEK,Henry Briggs,books_1_6,1-6,humanist/vernacular transfer,4,,False,False,False,False,False,False,True,False,False,False,True,restituti | ELEMENTORVM EVCLIDIS LIBRI TREDECIM | SECVNDVM VETERA exemplaria restituti | ELEMENTORVM EVCLIDIS LIBRI TREDECIM | ΕΥΚΛΕΙΔΟΥ ΣΤΟΙΧΕΙΩΝ ΒΙΒΛΙΑ ἕγ | LATINA | ΕΥΚΛΕΙΔΟΥ | EVCLIDIS,
London_1651,1651,London,ENGLISH,Thomas Rudd,books_1_6,1–6,practical-pedagogical,5,Theoretical Mathematics,True,False,False,True,False,False,False,True,False,True,False,contracted | Demonstrated | added | EUCLIDES ELEMENTS OF GEOMETRY: The first VI Books | OF GEOMETRY | Captain | Chiefe Engineer to his late Majesty | MR. JOHN DEE | EUCLIDES ELEMENTS OF GEOMETRY | The Mathematicall Preface of MR. JOHN DEE | EUCLIDES,Captain | Chiefe Engineer to his late Majesty | MR. JOHN DEE
London_1654,1654,London,LATIN,Georges Fournier,books_1_6,1–6,pedagogical/method,4,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,contracti | demonstrati | EUCLIDIS SEX PRIMI ELEMENTORUM GEOMETRICO- RUM LIBRI | In commodiorem formam contracti & demonstrati | Editio prioribus auctior atq; castigatior | è societate JESU | EUCLIDIS SEX PRIMI ELEMENTORUM GEOMETRICO- RUM LIBRI | EUCLIDIS,societate JESU | è societate JESU
London_1747,1747,London,ENGLISH,Thomas Simpson,books_1_6,1-6,practical-pedagogical,4,Practical Geometry | Theoretical Mathematics,True,False,False,False,True,False,False,True,False,False,False,"are added | SCHOOLS | ELEMENTS OF   Plane Geometry | Fellow of the ROYAL SOCIETY, and Professor of GEOMETRY in the Royal Academy at Woolwich | ELEMENTS OF Plane Geometry | An ESSAY on the MAXIMA and   MINIMA of Geometrical Quantities | A brief Treatise of regular SOLIDS | The MENSURATION of both SUPERFICIES and SOLIDS, together with the CONSTRUCTION of a large Variety of Geometrical PROBLEMS | ESSAY on the MAXIMA and MINIMA of Geometrical Quantities | Treatise of regular SOLIDS | MENSURATION of both SUPERFICIES and SOLIDS","SCHOOLS | ROYAL SOCIETY | Royal Academy at Woolwich | Fellow of the ROYAL SOCIETY, and Professor of GEOMETRY in the Royal Academy at Woolwich"
Lyon_1557,1557,Lyon,LATIN,Jacques Peletier,books_1_6,1-6,institutional-composite,6,,False,False,False,True,False,False,False,True,True,False,False,"auctior | emendatior | additus | contulerit | IN EVCLIDIS ELEMENTA GEOMETRICA Demonstrationum Libri sex | Euclidis Elementa Ge-ometrica Demonstrationum Libri sex | Secunda editio, auctior & emendatior | CENOM | CENOMANI | IN EVCLIDIS ELEMENTA GEOMETRICA Demonstrationum Libri sex | Euclidis Elementa Ge-ometrica Demonstrationum Libri sex | cui & textus Euclidis Græcus additus est | Quid autem præcipuè ad Euclidem contulerit Peletarius | Euclidis Græcus | Græcus | Euclidis | Euclidem | Euclidis","CENOM | CENOMANI | Carolum Lothar-ingum, Principem, Cardinalémque amplissimum | Carolum Lotharingum, Principem, Cardinalemque"
Lyon_1603,1603,Lyon,LATIN,Christoffer Dybvad,books_1_6,1-6,pedagogical/method,4,,False,False,False,True,False,False,False,False,False,False,True,GEOMETRIAM EVCLIDIS prioribus sex Elementorum | libris comprehensam Demonstratio Numeralis | GEOMETRIAM EVCLIDIS prioribus sex Elementorum | GEOMETRIAM EVCLIDIS,Cancellarium Regium | CHRISTIANVM FRIIS
Milan_1671,1671,Milan,ITALIAN,Pietro Paolo Caravaggi,books_1_6,1–6,sparse/canonical,2,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,TRATTI | I PRIMI SEI LIBRI D’EVCLIDE | I PRIMI SEI LIBRI D’EVCLIDE | EVCLIDE,"CONTE VITALIANO BORROMEO Generale dell’Artiglieria, e del Consiglio Segreto di S. M. Cattolica, e Commessario Imperiale della Maestà dell’Imperatore in Italia"
Milan_1702,1702,Milan,ITALIAN,Pietro Paolo Caravaggi,books_1_6,1–6,sparse/canonical,3,,False,False,False,False,False,False,False,False,False,False,True,TRATTI | I PRIMI SEI LIBRI D’EVCLIDE | I PRIMI SEI LIBRI D’EVCLIDE | IN VOLGARE | EVCLIDE,
Naples_1679,1679,Naples,LATIN,Leonardo Fioravanti,books_1_6,1–6,sparse/canonical,3,,False,False,False,False,False,False,False,False,False,False,True,EUCLIDIS ELEMENTORUM LIBRI SEX | Ex traditione Fed- erici Commandini | EUCLIDIS ELEMENTORUM LIBRI SEX | EUCLIDIS,
Naples_1702,1702,Naples,LATIN,Porpora,books_1_6,1–6,sparse/canonical,2,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,EVCLIDIS ELEMENTA | EVCLIDIS ELEMENTA | EVCLIDIS,
Naples_1810,1810,Naples,ITALIAN,Vincenzo Flauti,books_1_6,1-6,pedagogical/method,4,,False,False,False,True,False,False,False,False,False,False,True,"Emendati | I PRIMI SEI LIBRI DEGLI ELEMENTI DI EUCLIDE | I primi sei libri degli elementi di Euclide | Emendati in que’ luoghi in cui una voce furono vi- ziati da Teone, o da altri; e ne’ quali sono resti- tuite alcune definizioni, e dimostrazioni dello stesso Euclide | QUARTA EDIZIONE | Teone | I PRIMI SEI LIBRI DEGLI ELEMENTI DI EUCLIDE | I primi sei libri degli elementi di Euclide | alcune definizioni, e dimostrazioni | EUCLIDE | stesso Euclide | Euclide",Teone
Oxford_1705,1705,Oxford,ENGLISH,Edmund Scarburgh,books_1_6,1-6,practical-pedagogical,7,Theoretical Mathematics,True,False,False,False,True,True,True,False,False,False,False,"Translated | translated | THE ENGLISH EUCLIDE | The English Euclide | OF GEOMETRY | the first six Elements of geometry | Translated out of the GREEK | Chaplain to his Grace the Duke of BUCKINGHAMSHIRE L.d Privy Seal | Prebendary of SARUM | Rector of UPWEY in the County of DORSETT | THE ENGLISH EUCLIDE, BEING The First SIX ELEMENTS OF GEOMETRY | first six Elements of geometry | Annotations and useful Supplements | annotations | useful supplements | GREEK | Greek | ENGLISH | English | EUCLIDE | Euclide",SARUM | UPWEY | Chaplain to his Grace the Duke of BUCKINGHAMSHIRE L.d Privy Seal | Prebendary of SARUM | Rector of UPWEY in the County of DORSETT
Paris_1536,1536,Paris,LATIN,Oronce Finé,books_1_6,1-6,institutional-composite,6,,False,False,False,True,False,False,True,False,False,False,False,insertus est | recognita | SEX PRIORES LIBROS geometricorum elementorum Euclidis Megarensis | Demonstrationes | REGII Mathematicarum professoris | Bartholamæi Zamberti Veneti | SEX PRIORES LIBROS geometricorum elementorum Euclidis Megarensis | ipsius Euclidis textus græcus | interpretatione latina Bartholamæi Zamberti Veneti | Euclidis Megarensis | græcus | latina | Euclidis Megarensis | ipsius Euclidis,REGII Mathematicarum professoris | Bartholamæi Zamberti Veneti
Paris_1544,1544,Paris,LATIN,Oronce Finé,books_1_6,1-6,institutional-composite,6,Theoretical Mathematics,False,False,False,True,False,False,True,False,False,False,False,"Recèns | emendatæ | recognita | recèns auctæ | emendatæ | recognita | Ge-ometricorum elementorum Euclidis Megarensis | In sex priores libros Geometricorum elementorum Euclidis Megarensis | In sex priores libros | demonstrationes | Geometricorum elementorum Euclidis | Recèns auctæ, & emendatæ | Aeditio tertia | Veneti | Ge-ometricorum elementorum Euclidis Megarensis | sex priores libros Geometricorum elementorum Euclidis Megarensis | demonstrationes | recèns auctæ | emendatæ | interpretatione Latina | interpretatione latina Bartholomæi Zamberti Veneti | Bartholomæi Zamberti Veneti | Euclidis Megarensis | græco | Græco | latina | Latina | Euclidis Megarensis | ipsius Euclidis | Euclidis Megarensis | Euclidis",REGII MATHEMATI- CARVM LVTETIAE | REGII MATHEMAticarum Lutetiæ | Veneti
Paris_1564,1564,Paris,FRENCH,Pierre Forcadel,books_1_6,1-6,practical-pedagogical,4,,True,False,False,False,False,False,False,True,False,False,False,TRADVICTS | COMMENTEZ | LES SIX PREMIERS LIVRES DES ELEMENTS D’EV- CLIDE | Lecteur ordi- naire du Roy és Mathema- tiques en l’vniuersité de Paris | LES SIX PREMIERS LIVRES DES ELEMENTS D’EV- CLIDE | EV- CLIDE,l’vniuersité de Paris | Lecteur ordi- naire du Roy és Mathema- tiques en l’vniuersité de Paris
Paris_1598a,1598,Paris,FRENCH,Jean Errard,books_1_6,1-6,practical-pedagogical,5,,True,False,False,False,False,False,False,True,False,False,False,TRADVICTS | commentez | Dediez | LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE | Ingenieur du Tres -chrestien ROY de France & de Nauarre | LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE | TRADVICTS | commentez | D’EVCLIDE,Ingenieur du Tres -chrestien ROY de France & de Nauarre | sa MAIESTÉ
Paris_1630,1630,Paris,FRENCH,Denis Henrion,books_1_6,1–6,humanist/vernacular transfer,4,,False,False,False,False,False,False,True,False,False,False,False,Extraicts | tirez | Traduits | LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE | Extraicts & tirez de ses Oeuures Mathematiques | Mathematicien | LES SIX PREMIERS LIVRES DES ELEMENS D’EVCLIDE | Latin | François | D’EVCLIDE,Mathematicien
Paris_1639,1639,Paris,FRENCH,Pierre Hérigone,books_1_6,1–6,institutional-composite,4,,False,False,False,True,False,False,False,True,False,False,True,"Demonstrez | LES SIX PREMIERS LIVRES DES ELEMENTS D’EVCLIDE | Demonstrez par Notes, d’vne methode tres-brieve & intelligible | Auec les principales parties des Mathematiques ex- pliquées succinctement sans Notes | Professeur és Mathematiques | LES SIX PREMIERS LIVRES DES ELEMENTS D’EVCLIDE | Notes | vn petit Dictionnaire, contenant les ety- mologies & significations des noms & termes plus obscurs des Mathematiques | Dictionnaire | D’EVCLIDE",Professeur és Mathematiques
Paris_1643b,1643,Paris,LATIN,Georges Fournier,books_1_6,1–6,pedagogical/method,4,,False,False,False,True,False,False,False,False,True,False,False,contracti | demonstrati | EVCLIDIS SEX PRIMI ELEMENTORVM GEOMETRI- CORVM LIBRI | In commodiorem formam contracti & demonstrati | è societate IESV | EVCLIDIS SEX PRIMI ELEMENTORVM GEOMETRI- CORVM LIBRI | EVCLIDIS,IESV | societate IESV | è societate IESV
Paris_1644,1644,Paris,FRENCH,Pierre Hérigone,books_1_6,1–6,institutional-composite,4,Theoretical Mathematics,False,False,False,True,False,False,False,True,False,False,True,"Demonstrez | LES SIX PREMIERS LIVRES DES ELEMENTS D’EVCLIDE | Demonstrez par Notes, d’vne Methode tres-brieve & intelligible | Professeur és Mathematiques | LES SIX PREMIERS LIVRES DES ELEMENTS D’EVCLIDE | Auec les principalles parties des Mathematiques, ex- pliquées succinctement sans Notes | Et de plus, vn petit Dictionnaire, contenant les ety- mologies & significations des noms & termes plus obscures des Mathematiques | Et de plus, vn petit Dictionnaire, contenant les ety- mologies & significations des noms & termes plus obscures des Mathematiques | vn petit Dictionnaire | D’EVCLIDE",Professeur és Mathematiques
Paris_1654,1654,Paris,LATIN,Georges Fournier,books_1_6,1–6,pedagogical/method,4,,False,False,False,True,False,False,False,False,True,False,False,correctior | EVCLIDIS ELEMENTORVM GEOMETRICORVM LIBRI Sex | priores breuiùs demonstrati | SECVNDA EDITIO correctior | EVCLIDIS ELEMENTORVM GEOMETRICORVM LIBRI Sex | EVCLIDIS,Societate IESV
Paris_1654a,1654,Paris,FRENCH,Georges Fournier,books_1_6,1-6,institutional-composite,4,,False,False,False,False,False,False,False,False,False,False,True,"EXPLIQVEZ | LES ELEMENTS D’EVCLIDE | IER, de la Compagnie de IESVS | ELEMENTS D’EVCLIDE | EXPLIQVEZ | D’EVCLIDE","Compagnie de IESVS | IER, de la Compagnie de IESVS | MONSIEVR LE CHEVALIER DE MESMES"
Paris_1682a,1682,Paris,FRENCH,"Jacques Rohault, Claude Clerselier",books_1_6,1-6,low-signal/other,0,,False,False,False,False,False,False,False,False,False,False,True,,
Rome_1629,1629,Rome,LATIN,"Christopher Clavius, Christoph Grienberger",books_1_6,1–6,institutional-composite,5,,False,False,False,False,False,False,False,True,True,False,False,contracti | EVCLIDIS Sex primi ELEMENTORVM GEOMETRICORVM | Ex maioribus CLAVII Commentariis in commodiorem formam contracti | RERVMQ. MATHEMATI-CARVM | CLAVII | EVCLIDIS Sex primi ELEMENTORVM GEOMETRICORVM | EVCLIDIS,Societate IESV | RERVMQ. MATHEMATI-CARVM | CLAVII
Rome_1655,1655,Rome,LATIN,"Christopher Clavius, Christoph Grienberger",books_1_6,1–6,institutional-composite,5,,False,False,False,False,False,False,False,True,True,False,False,contracti | Accessere | EVCLIDIS SEX PRIMI ELEMENTORVM GEOMETRI- CORVM Libri cum parte Vndecimi | Ex maioribus CLAVII Com-mentarijs in commodiorem formam contracti | Ex maioribus CLAVII Com-mentarijs in commodiorem formam contracti | RERVMQVE MATHEMATICARVM | è Societate IESV OPVSCVLVM PRIMVM | CLAVII | ISAACI MONACHI | EVCLIDIS SEX PRIMI ELEMENTORVM GEOMETRI- CORVM | ISAACI MONACHI In sex eosdem Libros Scholia | Scholia | EVCLIDIS,Societate IESV OPVSCVLVM PRIMVM | RERVMQVE MATHEMATICARVM | è Societate IESV OPVSCVLVM PRIMVM | CLAVII | ISAACI MONACHI
Rotterdam_1632,1632,Rotterdam,DUTCH,Jan Pietersz Dou,books_1_6,1–6,practical-pedagogical,6,Practical Geometry,True,False,True,True,True,True,False,True,False,False,False,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien ende verbetert | der stadt Leyden Lant-meter ende Wijnroeyer | De ses eerste Boecken EVCLIDIS | eenighe nut-tigheden | Specien in Geometrische figueren | byghevoeghde nut-tigheden | EVCLIDIS,van alle leergierighe lief hebbers der selver vryer Konste | der stadt Leyden Lant-meter ende Wijnroeyer
Rotterdam_1647,1647,Rotterdam,DUTCH,Jan Pietersz Dou,books_1_6,1–6,practical-pedagogical,7,,True,False,True,True,True,False,True,True,False,False,False,"bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert | der stadt Leyden Lant-meter ende Wijnroyer | De ses eerste Boecken EUCLIDIS | eenige nuttigheden, uyt de selve Boecken getrocken | de Specien in Geometrische figuren, als ’tmaken, veranderen, t’samenvoegen, aftrecken, ver-menigvuldigen ende deelen | de bygevoegde nuttigheden, met de specien in Geometrische figuren | eenige nuttigheden, uyt de selve Boecken getrocken | Specien in Geometrische figuren | bygevoegde nuttigheden, met de specien in Geometrische figuren | EUCLIDIS",alle leergierige liefhebbers der selver vrye Konste | der stadt Leyden Lant-meter ende Wijnroyer
Rotterdam_1661,1661,Rotterdam,DUTCH,Jan Pietersz Dou,books_1_6,1–6,practical-pedagogical,6,Theoretical Mathematics,True,False,False,True,False,False,False,True,False,False,False,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws oversien ende verbetert | Landt-meter ende Wijn-roeyer der Stadt LEYDEN | De ses eerste Boecken EUCLIDIS | eenige nuttigheden | Specien in Geometrische figuren | by-gevoeghde nuttigheden | EUCLIDIS,alle leer-gierige Liefhebbers der selver vrye Konste | Landt-meter ende Wijn-roeyer der Stadt LEYDEN
Rotterdam_1681,1681,Rotterdam,DUTCH,Jan Pietersz Dou,books_1_6,1–6,practical-pedagogical,6,,True,False,False,True,False,False,False,True,False,False,False,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieuws oversien ende verbetert | Landt-meter ende Wijn-roeyer der Stadt LEYDEN | De ses eerste Boecken EUCLIDIS | eenige nut-tigheden | Specien in Geometrische figuren | by-gevoegde nuttigheden | EUCLIDIS",alle leer-gierige Liefhebbers der selver vrye Konste | Landt-meter ende Wijn-roeyer der Stadt LEYDEN
Seville_1576,1576,Seville,SPANISH,Rodorigo de Zamorano,books_1_6,1-6,humanist/vernacular transfer,3,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,False,"Traduzidos | al jllustre señor Luciano de Negron, Canonigo dela sancta yglesia de Seuilla | LOS SEIS LIBROS PRIMEROS DELA GEOMETRIA DE EVCLIDES | Astrologo y Mathematico, y Cathedratico de Cosmographia por su Magestad en la casa de la Contratacion de Seuilla | LOS SEIS LIBROS PRIMEROS DELA GEOMETRIA DE EVCLIDES | Española | EVCLIDES","al jllustre señor Luciano de Negron, Canonigo dela sancta yglesia de Seuilla | casa de la Contratacion de Seuilla | sancta yglesia de Seuilla | Astrologo y Mathematico, y Cathedratico de Cosmographia por su Magestad en la casa de la Contratacion de Seuilla | jllustre señor Luciano de Negron, Canonigo dela sancta yglesia de Seuilla"
Strasbourg_1566,1566,Strasbourg,GREEK,"Conrad Dasypodius, Christian Herlin",books_1_6,1-6,institutional-composite,5,,False,False,False,False,False,False,False,True,False,False,True,"FACTAE | PRO SCHOLA ARGENTINENSI | sex librorum Euclidis | ANALYSEIS GEOmetricæ | PRIMI ET QVINTI FACTAE À CHRISTIANO HERLINO | sex librorum Euclidis | CVM COMmentariis, & Scholiis perbreuibus in eosdem sex libros Geometricos | CVM Indice Πορισ[lάτων καl λη[l[lάτων | Euclidis",PRO SCHOLA ARGENTINENSI | SCHOLA ARGENTINENSI
The_Hague_1690,1690,The Hague,FRENCH,Jacques Rohault,books_1_6,1–6,low-signal/other,1,,False,False,False,False,False,False,False,False,False,False,True,Suivant | Suivant la Copie de Paris,
Uppsala_1642,1642,Uppsala,LATIN,Martinus Erici Gestrinius,books_1_6,1-6,pedagogical/method,3,Theoretical Mathematics,False,False,False,True,False,False,False,True,False,False,True,"IN GEOMETRIAM EUCLIDIS Demonstrationum LIBRI SEX | In quibus GEOMETRIA planorum traditur, & brevibus NOTIS perspicuè explicatur | IN GEOMETRIAM EUCLIDIS Demonstrationum LIBRI SEX | EUCLIDIS",
Uppsala_1744,1744,Uppsala,SWEDISH,Mårten Strömer,books_1_6,1-6,humanist/vernacular transfer,5,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,False,Rikßens Ungdoms | EUCLIDIS ELEMENTA | GRUNDELIGA INLEDNING til GEOMETRIEN | Philosophiæ Adjunct wid Kongl. Academien i Upsåla och Ledamot af Kongl. Wetenskaps Academien i Stockholm | EUCLIDIS ELEMENTA | Swenßka Språ-  ket | EUCLIDIS,Rikßens Ungdoms | Kongl. Academien i Upsåla | Kongl. Wetenskaps Academien i Stockholm | Philosophiæ Adjunct wid Kongl. Academien i Upsåla och Ledamot af Kongl. Wetenskaps Academien i Stockholm
Venice_1641,1641,Venice,LATIN,Caterino Doino,books_1_6,1–6,sparse/canonical,2,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,EVCLIDIS ELEMENTORVM Libri VI | EVCLIDIS ELEMENTORVM Libri VI | EVCLIDIS,D. Ioannem Libiolam
Venice_1647,1647,Venice,LATIN,Caterino Doino,books_1_6,1–6,low-signal/other,0,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,,
Würzburg_1661,1661,Würzburg,LATIN,Gaspar Schott,books_1_6,1-6,institutional-composite,3,,False,False,False,True,False,False,False,True,True,False,False,"digesta | disposita | Accesserunt | quivis, vel mediocri præditus ingenio | REGISCURIANI E SOCIETATE JESU Olim in Panormitano Siciliæ, nunc in Herbipolitano Franconiæ ejusdem SOCIETATIS JESU Gymnasio Matheseos Professoris CUR-SUS MATHEMATICUS, Sive Absoluta omnium Mathematicarum Disciplinarum ENCYCLOPÆDIA | THEORESES MECHANICÆ NOVÆ | THEORESES MECHANICÆ NOVÆ | THEORESES MECHANICÆ NOVÆ","quivis, vel mediocri præditus ingenio | SOCIETATE JESU | SOCIETATIS JESU | Gymnasio Matheseos | REGISCURIANI E SOCIETATE JESU Olim in Panormitano Siciliæ, nunc in Herbipolitano Franconiæ ejusdem SOCIETATIS JESU Gymnasio Matheseos Professoris CUR-SUS MATHEMATICUS, Sive Absoluta omnium Mathematicarum Disciplinarum ENCYCLOPÆDIA"
s.l_1650,1650,,LATIN,,books_1_6,1-6,low-signal/other,0,Theoretical Mathematics,False,False,False,False,False,False,False,False,False,False,True,,
473J72,1726,London,ENGLISH,Henry Hill,books_1_6_plus_solids,"1-6, 11-12",practical-pedagogical,5,,True,False,True,True,True,False,False,False,False,False,True,"Demonstrated | THE Six First, Together with the Eleventh and Twelfth Books OF EUCLID's ELEMENTS | Demonstrated after a New, Plain, and Eafie METHOD | A. M | Six First, Together with the Eleventh and Twelfth Books OF EUCLID's ELEMENTS | EUCLID's",A. M
Amsterdam_1683,1683,Amsterdam,LATIN,André Tacquet,books_1_6_plus_solids,"1–6, 11–12",institutional-composite,5,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,accedunt | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | EDITIO NOVA | SOC. JESU Sacerdote & Matheseos Professore | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | selecta EX ARCHIMEDE THEOREMATA | selecta EX ARCHIMEDE THEOREMATA | EX ARCHIMEDE THEOREMATA,SOC. JESU | SOC. JESU Sacerdote & Matheseos Professore | ARCHIMEDE
Amsterdam_1697,1697,Amsterdam,FRENCH,Jacques Ozanam,books_1_6_plus_solids,"1–6, 11–12",institutional/authority,3,Arithmetic | Theoretical Mathematics | Trigonometry,True,False,False,False,False,False,False,False,False,True,False,REVUE | CORRIGÉE | un homme de Guerre | tous ceux qui se veulent perfectionner dans cette Science | NOUVELLE EDITION REVUE ET CORRIGÉE | Professeur des Mathematiques,un homme de Guerre | tous ceux qui se veulent perfectionner dans cette Science | Professeur des Mathematiques
Amsterdam_1700,1700,Amsterdam,FRENCH,Claude-François Milliet Dechales,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,6,Theoretical Mathematics,True,True,True,True,True,True,False,True,True,False,False,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE,Compagnie de JESUS | P
Amsterdam_1701b,1701,Amsterdam,LATIN,André Tacquet,books_1_6_plus_solids,"1–6, 11–12",institutional-composite,4,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,accedunt | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | SOC. JESU Sacerd. & Matheseos Professore | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | selecta EX ARCHIMEDE THEOREMATA,SOC. JESU | SOC. JESU Sacerd. & Matheseos Professore | ARCHIMEDE
Antwerp_1654,1654,Antwerp,LATIN,André Tacquet,books_1_6_plus_solids,"1-6, 11-12",institutional-composite,4,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,ACCEDVNT | Lectorem | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | SOCIETATIS IESV Sacerdote & Matheseos Professore | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | SELECTA EX ARCHIMEDE THEOREMATA,Lectorem | SOCIETATIS IESV | SOCIETATIS IESV Sacerdote & Matheseos Professore
Antwerp_1665,1665,Antwerp,LATIN,André Tacquet,books_1_6_plus_solids,"1-6, 11-12",institutional-composite,5,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,ad Lectorem | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | EDITIO SECUNDA CORRECTIOR | SOCIETATIS IESV | Sacerdote & Matheseos Professore | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | QVIƲS ACCEDVNT SELECTA EX ARCHIMEDE THEOREMATA | EX ARCHIMEDE THEOREMATA,ad Lectorem | SOCIETATIS IESV | SOCIETATIS IESV | Sacerdote & Matheseos Professore | ARCHIMEDE
Antwerp_1672,1672,Antwerp,LATIN,André Tacquet,books_1_6_plus_solids,"1–6, 11–12",institutional-composite,5,Theoretical Mathematics,False,False,False,True,False,False,False,False,True,False,False,ACCEDVNT | Lectorem | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | EDITIO TERTIA CORRECTIOR | SOCIETATIS IESV Sacerdote & Matheseos Professore | ARCHIMEDE | ELEMENTA GEOMETRIÆ PLANÆ AC SOLIDÆ | SELECTA EX ARCHIMEDE THEOREMATA | SELECTA EX ARCHIMEDE THEOREMATA,Lectorem | SOCIETATIS IESV | SOCIETATIS IESV Sacerdote & Matheseos Professore | ARCHIMEDE
Brussels_1688,1688,Brussels,SPANISH,Sebastián Fernández de Medrano,books_1_6_plus_solids,"1–6, 11–12",practical-pedagogical,5,Theoretical Mathematics,True,False,False,False,True,False,False,True,False,True,False,"Augmentados | Al Excelentissimo Señor MARQUES DE BEDMAR, Capitan General de la Artilleria del Exercito de los Payses Baxos | LOS SEIS PRIMEROS LIBROS, ONZE, Y DOZE DE LOS ELEMENTOS DE EUCLIDES MEGARENSE | el Capitan | Maestro de Mathematicas | LOS SEIS PRIMEROS LIBROS, ONZE, Y DOZE DE LOS ELEMENTOS DE EUCLIDES | Augmentados de muchas Proposiciones curiosas que facilitan su uso | EUCLIDES","Al Excelentissimo Señor MARQUES DE BEDMAR, Capitan General de la Artilleria del Exercito de los Payses Baxos | el Capitan | Maestro de Mathematicas | Al Excelentissimo Señor MARQUES DE BEDMAR, Capitan General de la Artilleria del Exercito de los Payses Baxos | el Capitan DON SEBASTIAN FERNANDEZ DE MEDRANO, Maestro de Mathematicas"
