bucket,classification_key,year,city,language,elements_books_group,dominant_mode,mode_count,primary_classes,metadata_title_page_keys,claim_text,social_text,additional_content
institutional_composite_elements,Paris_1609,1609,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1609,"Traduits | restitués | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | Traduits & restitués à leur ancienne breueté, selon l’ordre de Theon | Docteur ès Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | Theon | Ipsicles Alexandrie | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | les quatorze & quinziesme d’Ipsicles Alexandrien | les quatorze & quinziesme d’Ipsicles Alexandrien |…","Academies du Roy | Docteur ès Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | Theon | Ipsicles Alexandrie",
institutional_composite_elements,Rome_1609,1609,Rome,LATIN,unknown_books,practical-pedagogical,7,Astronomy | Theoretical Mathematics,Rome_1609,"deprompta | illustrata | conuersa | addita sunt | EVCLIDIS PHAENOMENA | Post Zamberti, & Maurolyci edi-tionem | His addita sunt Maurolyci breues aliquot annotationes | NEAPOLITANO | Zamberti | Maurolyci | EVCLIDIS PHAENOMENA | Scholijs antiquis, & figuris optimis illustrata | Maurolyci breues aliquot annotationes | de Græca lingua | in Latinam | EVCLIDIS",NEAPOLITANO | SERENISSIMVM FRANCISCVM MARIAM VRBINI DVCEM VI | Zamberti | Maurolyci,Phaenomena
institutional_composite_elements,Ansbach_1610,1610,Ansbach,"GERMAN, LATIN",books_1_6,practical-pedagogical,7,Practical Geometry | Theoretical Mathematics,Ansbach_1610,"übergesetzet | erkläret | jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Die Ersten Sechs Bücher Elementorum EVCLIDIS | In welchen die Anfäng vnd Gründe der Geometria ordenlich gelehret, vnd gründtlich erwiesen werden | Franc. Fürstlichen Brandenb | Die Ersten Sechs Bücher Elementorum EVCLIDIS | mit verständtlichen Exempeln in …","jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Franc. Fürstlichen Brandenb | Hanss Philip Fuchss von Bimbach, zu Möhrn, Alten Rechenberg vnd Schwaningen, Obristen",
institutional_composite_elements,Paris_1610,1610,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1610 | Paris_1613,"Traduits | restitués | adioustez | TRADVITS | RESTITVEZ | Reueuë | augmentée | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES | ancienne breueté, selon l’ordre de Theon | SECONDE EDITION | Docteur és Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | l’Autheur | Theon | Ipsicles Alexandrien | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | L…","Academies du Roy | Docteur és Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | l’Autheur | Theon | Ipsicles Alexandrien",
institutional_composite_elements,Amsterdam_1616,1616,Amsterdam,DUTCH,books_1_6,practical-pedagogical,7,Practical Geometry | Theoretical Mathematics,Amsterdam_1616,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verbetert | der stadt Leyden Landtmeter ende Wijnroeyer | De ses eerste Boucken EVCLIDIS | eenighe nut-ticheden, uyt de selve Boecken ghetrocken | Specien in Geomet…","van alle leergierighe, liefhebbers der selver vryer Conste | der stadt Leyden Landtmeter ende Wijnroeyer",
institutional_composite_elements,Paris_1632,1632,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1632,Traduicts | imprimez | reueus | corrigez | traduict | imprimé | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | reueus & corrigez du viuant de l’Autheur | Professeur és Mathematiques | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Commentaires beaucoup plus amples & faciles | figures en plus grand nombre | le Liure des DONNEZ du mesme Euclide | DONNEZ | François | D’EVCLIDE | Euclide,Professeur és Mathematiques,Data
institutional_composite_elements,Paris_1640,1640,Paris,FRENCH,unknown_books,practical-pedagogical,7,Theoretical Mathematics,Paris_1640,"illustré | reduit | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires, & reduit à 62. Propositions | STEVIN | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires | AVEC VN DISCOURS DE LA MANIERE d’expliquer les sciences en François | TRAITE' DES QVANTITEZ INCOMENSVRABLES: OV SONT DECIDEes P…",Meßieurs de L’ACADEMIE FRANCOISE | STEVIN,
institutional_composite_elements,Rotterdam_1647,1647,Rotterdam,DUTCH,books_1_6,practical-pedagogical,7,,Rotterdam_1647 | Utrecht_1647,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert | der stadt …,alle leergierige liefhebbers der selver vrye Konste | der stadt Leyden Lant-meter ende Wijnroyer,
institutional_composite_elements,Amsterdam_1662,1662,Amsterdam,DUTCH,near_complete_or_expanded_enunciations,practical-pedagogical,7,Theoretical Mathematics,Amsterdam_1662,Overgeset | Vertaelt | vergroot | verrijckt | De 15 Boecken der ELEMENTEN Van Euclidis | Met korte verk-laringen eeniger Propositien | En nu vergroot deor J. V. L | in sijn leven Professer Matheseos der Hooge Schoole tot Leyden | Christophoro Clavio | De 15 Boecken der ELEMENTEN Van Euclidis | Met korte verk-laringen eeniger Propositien | een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren | he…,Hooge Schoole tot Leyden | in sijn leven Professer Matheseos der Hooge Schoole tot Leyden | Christophoro Clavio,
institutional_composite_elements,Madrid_1665,1665,Madrid,SPANISH,mixed_or_other_books,practical-pedagogical,7,Architecture | Practical Geometry | Theoretical Mathematics,Madrid_1665,traduci-dos | aprobadas | Confirmadas | COMPVESTO | QVINTO Y SEPTIMO libros de Euclides | traduci-dos de latín en Romance | DE SAN Nicolas Augustino descalzo Architecto y Maestro de obras natural de la muy noble y coronada Villa de Madrid | Bouedas | Pichinas | QVINTO Y SEPTIMO libros de Euclides | LAS MEDIDAS DIFICILES DE Bouedas | las superficies y pies cubicos de Pichinas | LAS ORDENAN-ZAS DE La Imperial Ciudad d…,La Imperial Ciudad de Toledo | Villa de Madrid | San Nicolas | DE SAN Nicolas Augustino descalzo Architecto y Maestro de obras natural de la muy noble y coronada Villa de Madrid | MI REDEMPTOR IESV CHRISTO | Bouedas | Pichinas,
institutional_composite_elements,Rouen_1676,1676,Rouen,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Rouen_1676,Traduits | reveus & corrigez | traduit | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | Traduits en François par D. HENRION | reveus & corrigez | aussi traduit en François par ledit Henrion | Professeur és Mathematiques | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | avec des Commentaires beaucoup plus amples & faciles | des figures en plus grand nombre | le Livre des DONNEZ du même Euclide | DONNEZ | François | D’EUCLIDE …,Professeur és Mathematiques,Data
vernacular_pedagogical_elements,Venice_1505,1505,Venice,LATIN,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Venice_1505 | Venice_1510,sumpta | addita | subuersa | voluta | ordinata | digesta | castigata | addita | subuersa | prepostere | voluta | ordinata | digesta | castigata | adiuncta | quicumque ad mathematicam substantiam aspirant | quicumque ad mathemat- icam substantiam aspirant | elementorum libros. xiij | cum expositione Theonis insignis mathematici | voluta in Campani interpretatione: ordinata digesta et castigata | voluta in Campani int…,quicumque ad mathematicam substantiam aspirant | quicumque ad mathemat- icam substantiam aspirant | Interprete | Theonis | Hypsi | Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Theonis | Hypsi. Alex | Phaeno | Specu | Perspe | Pappi Mechanici | Marini dialectici | Socratico philosopho,"Phaenomena, Optica, Catoptrica, Data"
vernacular_pedagogical_elements,Paris_1565,1565,Paris,FRENCH,selected_later_books,practical-pedagogical,7,Theoretical Mathematics,Paris_1565 | Paris_1565a,"COMPRENANS | traduits | com- mentez | TRADVICT | COMMENté | intitulé | LES SEPTIEME, HVICTIEME ET NEVFIEME, LIVRES DES ELEMENS D’EVCLIDE | Liure d’Euclide | COMPRENANS TOVTE LA SCIEN- ce des nombres | du leger & du pesant | TRADVICT ET COMMENté | lecteur ordinaire du Roy és Mathema- tiques, en l’vni- uersité de Paris | lecteur ordinaire du Roy es Mathematiques en l’Vniuersité de Paris | LES SEPTIEME, HVICTIEME ET NE…","vni- uersité de Paris | l’Vniuersité de Paris | lecteur ordinaire du Roy és Mathema- tiques, en l’vni- uersité de Paris | lecteur ordinaire du Roy es Mathematiques en l’Vniuersité de Paris",De levi et ponderoso
vernacular_pedagogical_elements,Rome_1591,1591,Rome,LATIN,unknown_books,practical-pedagogical,7,Astronomy,Rome_1591,conuersa | illustrata | ad-ditæ sunt | EVCLIDIS PHAENOMENA | Scholijs antiquis: & figuris optimis illustrata: & de Græca lingua in Latinam conuersa | Post Zamberti: & Maurolyci edi-tionem | EVCLIDIS PHAENOMENA | Scholijs antiquis | figuris optimis | de Græca lingua in Latinam conuersa | Maurolyci breues aliquot annotationes | de Græca lingua | in Latinam | EVCLIDIS,VATICANA. BIBLIOTHECA | BIBLIOTHE-CARIVM | ANTONIVM. COLVMNAM. S.R.E. CARD. EPISCOPVM. PRAENESTINVM,Phaenomena
vernacular_pedagogical_elements,Paris_1609,1609,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1609,"Traduits | restitués | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | Traduits & restitués à leur ancienne breueté, selon l’ordre de Theon | Docteur ès Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | Theon | Ipsicles Alexandrie | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | les quatorze & quinziesme d’Ipsicles Alexandrien | les quatorze & quinziesme d’Ipsicles Alexandrien |…","Academies du Roy | Docteur ès Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | Theon | Ipsicles Alexandrie",
vernacular_pedagogical_elements,Rome_1609,1609,Rome,LATIN,unknown_books,practical-pedagogical,7,Astronomy | Theoretical Mathematics,Rome_1609,"deprompta | illustrata | conuersa | addita sunt | EVCLIDIS PHAENOMENA | Post Zamberti, & Maurolyci edi-tionem | His addita sunt Maurolyci breues aliquot annotationes | NEAPOLITANO | Zamberti | Maurolyci | EVCLIDIS PHAENOMENA | Scholijs antiquis, & figuris optimis illustrata | Maurolyci breues aliquot annotationes | de Græca lingua | in Latinam | EVCLIDIS",NEAPOLITANO | SERENISSIMVM FRANCISCVM MARIAM VRBINI DVCEM VI | Zamberti | Maurolyci,Phaenomena
vernacular_pedagogical_elements,Ansbach_1610,1610,Ansbach,"GERMAN, LATIN",books_1_6,practical-pedagogical,7,Practical Geometry | Theoretical Mathematics,Ansbach_1610,"übergesetzet | erkläret | jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Die Ersten Sechs Bücher Elementorum EVCLIDIS | In welchen die Anfäng vnd Gründe der Geometria ordenlich gelehret, vnd gründtlich erwiesen werden | Franc. Fürstlichen Brandenb | Die Ersten Sechs Bücher Elementorum EVCLIDIS | mit verständtlichen Exempeln in …","jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Franc. Fürstlichen Brandenb | Hanss Philip Fuchss von Bimbach, zu Möhrn, Alten Rechenberg vnd Schwaningen, Obristen",
vernacular_pedagogical_elements,Paris_1610,1610,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1610 | Paris_1613,"Traduits | restitués | adioustez | TRADVITS | RESTITVEZ | Reueuë | augmentée | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES | ancienne breueté, selon l’ordre de Theon | SECONDE EDITION | Docteur és Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | l’Autheur | Theon | Ipsicles Alexandrien | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | L…","Academies du Roy | Docteur és Droicts, & Professeur en la diuine Mathematique aux Academies du Roy | l’Autheur | Theon | Ipsicles Alexandrien",
vernacular_pedagogical_elements,Amsterdam_1616,1616,Amsterdam,DUTCH,books_1_6,practical-pedagogical,7,Practical Geometry | Theoretical Mathematics,Amsterdam_1616,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verbetert | der stadt Leyden Landtmeter ende Wijnroeyer | De ses eerste Boucken EVCLIDIS | eenighe nut-ticheden, uyt de selve Boecken ghetrocken | Specien in Geomet…","van alle leergierighe, liefhebbers der selver vryer Conste | der stadt Leyden Landtmeter ende Wijnroeyer",
vernacular_pedagogical_elements,Paris_1632,1632,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1632,Traduicts | imprimez | reueus | corrigez | traduict | imprimé | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | reueus & corrigez du viuant de l’Autheur | Professeur és Mathematiques | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Commentaires beaucoup plus amples & faciles | figures en plus grand nombre | le Liure des DONNEZ du mesme Euclide | DONNEZ | François | D’EVCLIDE | Euclide,Professeur és Mathematiques,Data
vernacular_pedagogical_elements,Paris_1640,1640,Paris,FRENCH,unknown_books,practical-pedagogical,7,Theoretical Mathematics,Paris_1640,"illustré | reduit | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires, & reduit à 62. Propositions | STEVIN | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires | AVEC VN DISCOURS DE LA MANIERE d’expliquer les sciences en François | TRAITE' DES QVANTITEZ INCOMENSVRABLES: OV SONT DECIDEes P…",Meßieurs de L’ACADEMIE FRANCOISE | STEVIN,
vernacular_pedagogical_elements,Rotterdam_1647,1647,Rotterdam,DUTCH,books_1_6,practical-pedagogical,7,,Rotterdam_1647 | Utrecht_1647,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Waer bygevoeght zijn eenige nuttigheden | Van nieus oversien ende verbetert | der stadt …,alle leergierige liefhebbers der selver vrye Konste | der stadt Leyden Lant-meter ende Wijnroyer,
vernacular_pedagogical_elements,Amsterdam_1662,1662,Amsterdam,DUTCH,near_complete_or_expanded_enunciations,practical-pedagogical,7,Theoretical Mathematics,Amsterdam_1662,Overgeset | Vertaelt | vergroot | verrijckt | De 15 Boecken der ELEMENTEN Van Euclidis | Met korte verk-laringen eeniger Propositien | En nu vergroot deor J. V. L | in sijn leven Professer Matheseos der Hooge Schoole tot Leyden | Christophoro Clavio | De 15 Boecken der ELEMENTEN Van Euclidis | Met korte verk-laringen eeniger Propositien | een Aenhanghsel der Fondamenten vande Mathematische Namen ende Coracteren | he…,Hooge Schoole tot Leyden | in sijn leven Professer Matheseos der Hooge Schoole tot Leyden | Christophoro Clavio,
vernacular_pedagogical_elements,Madrid_1665,1665,Madrid,SPANISH,mixed_or_other_books,practical-pedagogical,7,Architecture | Practical Geometry | Theoretical Mathematics,Madrid_1665,traduci-dos | aprobadas | Confirmadas | COMPVESTO | QVINTO Y SEPTIMO libros de Euclides | traduci-dos de latín en Romance | DE SAN Nicolas Augustino descalzo Architecto y Maestro de obras natural de la muy noble y coronada Villa de Madrid | Bouedas | Pichinas | QVINTO Y SEPTIMO libros de Euclides | LAS MEDIDAS DIFICILES DE Bouedas | las superficies y pies cubicos de Pichinas | LAS ORDENAN-ZAS DE La Imperial Ciudad d…,La Imperial Ciudad de Toledo | Villa de Madrid | San Nicolas | DE SAN Nicolas Augustino descalzo Architecto y Maestro de obras natural de la muy noble y coronada Villa de Madrid | MI REDEMPTOR IESV CHRISTO | Bouedas | Pichinas,
vernacular_pedagogical_elements,Rouen_1676,1676,Rouen,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Rouen_1676,Traduits | reveus & corrigez | traduit | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | Traduits en François par D. HENRION | reveus & corrigez | aussi traduit en François par ledit Henrion | Professeur és Mathematiques | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | avec des Commentaires beaucoup plus amples & faciles | des figures en plus grand nombre | le Livre des DONNEZ du même Euclide | DONNEZ | François | D’EUCLIDE …,Professeur és Mathematiques,Data
apparatus_without_strong_social,Ansbach_1610,1610,Ansbach,"GERMAN, LATIN",books_1_6,practical-pedagogical,7,Practical Geometry | Theoretical Mathematics,Ansbach_1610,"übergesetzet | erkläret | jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Die Ersten Sechs Bücher Elementorum EVCLIDIS | In welchen die Anfäng vnd Gründe der Geometria ordenlich gelehret, vnd gründtlich erwiesen werden | Franc. Fürstlichen Brandenb | Die Ersten Sechs Bücher Elementorum EVCLIDIS | mit verständtlichen Exempeln in …","jenigen, so sich der Geometria, im Rechnen, Kriegsswesen, Feldtmässen, Bauen, vnd andern Künsten vnnd Handtwerckern zugebrauchen haben | Franc. Fürstlichen Brandenb | Hanss Philip Fuchss von Bimbach, zu Möhrn, Alten Rechenberg vnd Schwaningen, Obristen",
apparatus_without_strong_social,Paris_1632,1632,Paris,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Paris_1632,Traduicts | imprimez | reueus | corrigez | traduict | imprimé | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | reueus & corrigez du viuant de l’Autheur | Professeur és Mathematiques | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Commentaires beaucoup plus amples & faciles | figures en plus grand nombre | le Liure des DONNEZ du mesme Euclide | DONNEZ | François | D’EVCLIDE | Euclide,Professeur és Mathematiques,Data
apparatus_without_strong_social,Rouen_1676,1676,Rouen,FRENCH,near_complete_or_expanded,practical-pedagogical,7,Theoretical Mathematics,Rouen_1676,Traduits | reveus & corrigez | traduit | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | Traduits en François par D. HENRION | reveus & corrigez | aussi traduit en François par ledit Henrion | Professeur és Mathematiques | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | avec des Commentaires beaucoup plus amples & faciles | des figures en plus grand nombre | le Livre des DONNEZ du même Euclide | DONNEZ | François | D’EUCLIDE …,Professeur és Mathematiques,Data
apparatus_without_strong_social,Augsburg_1555,1555,Augsburg,GERMAN,selected_later_books,practical-pedagogical,6,Arithmetic | Theoretical Mathematics,Augsburg_1555,"auß dem latein ins teütsch gebracht | mit gemainen exemplen also illustrirt | allen den, so die kunst der Rechnung liebhaben | das sibend, acht und neünt büch, des hochberümbten Mathematici Euclidis Megarensis | in welchen der operationen vnnd regulen aller gemainer rechnung, vrsach grund vnd fundament, angezaigt wirt | Mag-istrum | der löblichen vniuersitet zü Tübingen des Eu-clidis vnd Arithmetic Ordinarien | das …","allen den, so die kunst der Rechnung liebhaben | vniuersitet zü Tübingen | Mag-istrum | der löblichen vniuersitet zü Tübingen des Eu-clidis vnd Arithmetic Ordinarien",
apparatus_without_strong_social,London_1570,1570,London,ENGLISH,near_complete_or_expanded,institutional-composite,6,,London_1570,translated | annexed | made | THE ELEMENTS OF GEOMETRIE | now first | Citizen of London | M. I. Dee | THE ELEMENTS OF GEOMETRIE | certaine Scholies | Annotations | Inuentions | a very fruitfull Præface | certaine Scholies | Annotations | Inuentions | Scholies | Annotations | Inuentions | the most auncient Philosopher | Englishe | EVCLIDE,Citizen of London | M. I. Dee,
apparatus_without_strong_social,Pesaro_1572,1572,Pesaro,LATIN,near_complete_or_expanded,institutional-composite,6,Theoretical Mathematics,Pesaro_1572,conuersi | illustrati | EVCLIDIS ELEMENTORVM LIBRI XV | Vnà cum Scholijs antiquis | À FEDERICO COMMANDINO VRBINATE NVPER IN LATINVM conuersi | VRBINATE NVPER | EVCLIDIS ELEMENTORVM LIBRI XV | commentarijsque quibusdam illustrati | LATINVM | EVCLIDIS,VRBINATE NVPER,
apparatus_without_strong_social,Paris_1578,1578,Paris,LATIN,near_complete_or_expanded,institutional-composite,6,Theoretical Mathematics,Paris_1578,"restituta | Adimpletis | Accessit | collati sunt | polliciti | inuentis | EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA, LIBRIS XV | AD GERMANAM GEOmetriæ intel- ligentiam è diuersis lapsibus temporis iniuria contractis restituta, Adimpletis præter maiorum spem, quæ hactenus deerant, solidorum regularium conferentiis ac inscriptionibus | Accessit decimussextus liber, de solidorum regularium sibi inuicem inscri…",D | CAROLVM IX. CHRISTIANISSIMVM GALLIARVM REGEM,
apparatus_without_strong_social,Cologne_1602,1602,Cologne,LATIN,near_complete_or_expanded,institutional-composite,6,Theoretical Mathematics,Cologne_1602 | Paris_1602,"restituta | collati sunt | polliciti | accessit | RESTITVTA | ADIMPLETIS | Accessit | collati | polliciti | GERMANAM | AD GERMANAM GEOMETRIAE INTELLIGENTIAM | EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI ELEMENTA, LIBRIS XV | AD GERMANAM GEOMETRIAE INTELLIGENTIAM, E DIVERSIS LAPSIBVS TEMPORIS INIVRIA CONTRACTIS RESTITUTA, ADIMPLETIS PRAETER MAIORVM SPEM, QUAE HACTEnus deerant, solidorum regu-larium conferentijs ac ins…",GERMANAM | AD GERMANAM GEOMETRIAE INTELLIGENTIAM | D | CAROLVM IX. CHRISTIANISSIMVM GALLIARVM REGEM,
apparatus_without_strong_social,Amsterdam_1618,1618,Amsterdam,GERMAN,books_1_6,institutional-composite,6,,Amsterdam_1618,"angefüget | verteutscht | Die sechs ersten Bücher EVCLIDIS | Von den anfängen vnd fundamenten der Geometriæ | Niderlandischen andern Edition | H. Ioann Petersz Dou | Die sechs ersten Bücher EVCLIDIS | angefüget seind: sampt den Speciebus inn Geometrischen figurn, als machen, verändern, zusammenfügen, abziehen, vielfältigen vnnd theilen | Per Demonstra-tiones Lineales | Desz höchgelärten weit-berümbten, Griechischen …",Teütschen Schuln in Nurnberg | H. Ioann Petersz Dou,
apparatus_without_strong_social,Pesaro_1619,1619,Pesaro,LATIN,near_complete_or_expanded,institutional-composite,6,Theoretical Mathematics,Pesaro_1619,conuersi | vendicati | DICATI | EVCLIDIS ELEMENTORVM LIBRI XV | VNA CVM SCHO-LIIS ANTIQVIS A FEDERICO COMMANDINO Vrbinate in latinum conuersi | Ac nuper a multis mendis quibus antea scatebat vendicati | Vrbinate | EVCLIDIS ELEMENTORVM LIBRI XV | VNA CVM SCHO-LIIS ANTIQVIS A FEDERICO COMMANDINO Vrbinate in latinum conuersi | latinum | EVCLIDIS,Vrbinate | CAROLO MEDICEO S.R.E. CARD,
apparatus_without_strong_social,Amsterdam_1634,1634,Amsterdam,"GERMAN, LATIN",books_1_6,institutional-composite,6,Theoretical Mathematics,Amsterdam_1634,angefüget | verteutscht | Die sechs ersten Bücher EVCLIDIS | Von den Anfängen vnd fundamenten der Geometriæ | Auss H. Ioann Petersz Dou Niderländischen andern Edition verteutscht | Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg | H. Ioann Petersz | Die sechs ersten Bücher EVCLIDIS | Nutzbarkeiten angefüget | Speciebus in Geometrischen Figuren | Per Demonstra-tiones Lineales |…,der Teuschen Schuln in Nürnberg | Arithmeticum & G. Verordneten Inspectorn vnd Visitatorn der Teuschen Schuln in Nürnberg | H. Ioann Petersz,
apparatus_without_strong_social,Rome_1695,1695,Rome,LATIN,books_1_13,practical-pedagogical,6,Theoretical Mathematics,Rome_1695,"Addito | contexta | EVCLIDES RESTITUTUS SIVE PRISCA GEOMETRIÆ ELEMENTA | Breviùs, & faciliùs contexta | præcipuè proportionum Theoriæ proponuntur | Addito in hac quarta Impressione | NEAPOLITANO | EVCLIDES RESTITUTUS SIVE PRISCA GEOMETRIÆ ELEMENTA | Addito in hac quarta Impressione lib. VIII. Arithmeticorum | lib. VIII. Arithmeticorum | Arithmeticorum | EVCLIDES",NEAPOLITANO,
apparatus_without_strong_social,Berlin_1824,1824,Berlin,"GREEK, LATIN",books_1_6,institutional-composite,6,,Berlin_1824,"EDIDIT | COMPLECTENS | LIBRI SEX PRIORES | COMPLECTENS LIBR. I–III | GYMNASII STUTTGARDIANI RECTOR | PFLEIDERERI | EUCLIDIS ELEMENTORUM LIBRI SEX PRIORES | COMMENTARIO E SCRIPTIS VETERUM AC RECENTIORUM MATHEMATICORUM ET PFLEIDERERI, MAXIME ILLUSTRATI | CUM X. TABULIS | GRAECE | LATINE | GRAECE | LATINE | EUCLIDIS",GYMNASII STUTTGARDIANI | GYMNASII STUTTGARDIANI RECTOR | PFLEIDERERI,
apparatus_without_strong_social,Basel_1537,1537,Basel,LATIN,near_complete_or_expanded,humanist/vernacular transfer,5,Theoretical Mathematics,Basel_1537 | Basel_1546 | Basel_1558,"donata | adiecta | adiecta sunt | donata | EVCLIDIS MEGARENSIS MATHEMATICI CLARISSIMI EL- EMENtorum Geometricorum. Lib. XV | Elementorum geo- metricorum libri xv | Elementorum geometricorum libri xv | Cum expositione THEONIS in priores XIII à Batholomæo Veneto latinitate donata, CAMPANI in omnes, & HYPSICLIS Alexandrini in duos postremos | Cum expositione Theonis in priores XIII à Bartholomæo Veneto | THEONIS | CAMP…",Batholomæo Veneto | THEONIS | CAMPANI | HYPSICLIS Alexandrini | Marini | Leui | Theonis | Bartholomæo Veneto | Hypsiclis Alexandrini | Marini | Theonis,"Phaenomena, Catoptrica, Optica, Data, De levi et ponderoso"
low_signal_elements,Vicenza_1491,1491,Vicenza,LATIN,near_complete_or_expanded,low-signal/other,0,,Vicenza_1491,,,
low_signal_elements,70Q8M8,1495,Paris,LATIN,unknown_books,low-signal/other,0,,70Q8M8,,,
low_signal_elements,Frankfurt_1506,1506,Frankfurt,LATIN,partial_from_book_1,low-signal/other,0,,Frankfurt_1506,,,
low_signal_elements,4ZSED7,1589,Leipzig,LATIN,unknown_books,low-signal/other,0,,4ZSED7,,,
low_signal_elements,Beijing_1607,1607,Beijing,CHINESE,books_1_6,low-signal/other,0,,Beijing_1607 | Beijing_1611,幾何原本 | 幾何原本,,
