portfolio_kind,name,total_representative_cases,metadata_elements_cases,non_elements_cases,elements_share_pct,cities,languages_first,formats,periods,elements_bookgroups,primary_subject_families,elements_keys,non_elements_keys,elements_only_claims,non_elements_only_claims,shared_claims,elements_only_social,non_elements_only_social,shared_social,claim_method_demonstration_order_elements_pct,claim_method_demonstration_order_non_elements_pct,claim_accessibility_clarity_pedagogy_elements_pct,claim_accessibility_clarity_pedagogy_non_elements_pct,claim_utility_practice_application_elements_pct,claim_utility_practice_application_non_elements_pct,claim_correction_revision_accuracy_elements_pct,claim_correction_revision_accuracy_non_elements_pct,claim_augmentation_enrichment_composition_elements_pct,claim_augmentation_enrichment_composition_non_elements_pct,claim_translation_vernacularization_transfer_elements_pct,claim_translation_vernacularization_transfer_non_elements_pct,claim_ancient_authority_restoration_elements_pct,claim_ancient_authority_restoration_non_elements_pct,claim_visual_material_aids_elements_pct,claim_visual_material_aids_non_elements_pct,claim_selection_extraction_abridgment_elements_pct,claim_selection_extraction_abridgment_non_elements_pct,pedagogical_school_arena_elements_pct,pedagogical_school_arena_non_elements_pct,court_state_service_arena_elements_pct,court_state_service_arena_non_elements_pct,military_fortification_arena_elements_pct,military_fortification_arena_non_elements_pct,professional_practical_arena_elements_pct,professional_practical_arena_non_elements_pct,religious_institutional_arena_elements_pct,religious_institutional_arena_non_elements_pct,learned_scholarly_arena_elements_pct,learned_scholarly_arena_non_elements_pct,general_public_lovers_arena_elements_pct,general_public_lovers_arena_non_elements_pct,patronage_prestige_arena_elements_pct,patronage_prestige_arena_non_elements_pct,no_visible_social_arena_elements_pct,no_visible_social_arena_non_elements_pct,sparse_canonical_identity_elements_pct,sparse_canonical_identity_non_elements_pct,procedural_pedagogical_identity_elements_pct,procedural_pedagogical_identity_non_elements_pct,composite_workshop_book_elements_pct,composite_workshop_book_non_elements_pct,utility_public_book_elements_pct,utility_public_book_non_elements_pct,humanist_transfer_book_elements_pct,humanist_transfer_book_non_elements_pct,method_access_book_elements_pct,method_access_book_non_elements_pct
raw_author_or_editor,Jean Baptiste Morin,6,0,6,0.0,Paris | The Hague,FRENCH | LATIN,,1600-1649 | 1650-1699,,Cosmos/Earth | Geometry/Theory | No primary family,,MorisS-22-2 | MorisS-22-3 | MorisS-22-4 | MorisS-22-5 | MorisS-22-6 | MorisS-22-7,,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_utility_practice_application; claim_visual_material_aids,,,court_state_service_arena; learned_scholarly_arena; military_fortification_arena; patronage_prestige_arena; pedagogical_school_arena; professional_practical_arena; religious_institutional_arena,,,0.0,,16.7,,33.3,,16.7,,50.0,,0.0,,0.0,,16.7,,0.0,,83.3,,33.3,,16.7,,16.7,,66.7,,66.7,,0.0,,50.0,,0.0,,0.0,,0.0,,50.0,,33.3,,0.0,,0.0
raw_author_or_editor,Oronce Finé,6,2,4,33.3,Paris | Strasbourg | Venice,FRENCH | ITALIAN | LATIN,2,1550-1599 | pre-1550,1-6,Cosmos/Earth | Geometry/Theory | Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement | Cosmos/Earth | No primary family,Paris_1536 | Paris_1544,Paris_1532 | bib-169 | bib-45 | bib-9,claim_correction_revision_accuracy,claim_augmentation_enrichment_composition; claim_utility_practice_application,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_translation_vernacularization_transfer,,court_state_service_arena; general_public_lovers_arena,learned_scholarly_arena; pedagogical_school_arena,100.0,25.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0,25.0,100.0,50.0,100.0,25.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,25.0,0.0,25.0,0.0,25.0,100.0,0.0,0.0,0.0
raw_author_or_editor,Adriaan Metius,5,0,5,0.0,Amsterdam | Franeker | Leiden,DUTCH | LATIN,,1600-1649,,Geometry/Theory | Arithmetic/Commerce | Geometry/Theory | Arithmetic/Commerce | Applied Mechanics/Military | Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement | Applied Mechanics/Military | Geometry/Theory | Instruments/Measurement | Instruments/Measurement | Cosmos/Earth,,bib-119 | bib-182 | bib-183 | bib-184 | bib-275,,claim_correction_revision_accuracy; claim_method_demonstration_order; claim_utility_practice_application,,,general_public_lovers_arena; learned_scholarly_arena; no_visible_social_arena; pedagogical_school_arena; professional_practical_arena,,,20.0,,0.0,,40.0,,20.0,,0.0,,0.0,,0.0,,0.0,,0.0,,40.0,,0.0,,0.0,,20.0,,0.0,,40.0,,20.0,,0.0,,40.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0
raw_author_or_editor,Claude Comiers,5,0,5,0.0,"Lyon | Paris | Paris, Brussels | The Hague",FRENCH,,1650-1699 | 1700+,,No primary family,,bib-227 | bib-228 | bib-229 | bib-230 | bib-231,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,40.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0
raw_author_or_editor,Ludolph van Ceulen,5,0,5,0.0,Delft | Leiden,DUTCH | GERMAN | LATIN,,1550-1599 | 1600-1649,,Geometry/Theory | Geometry/Theory | Arithmetic/Commerce | Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,,Leiden_1615 | bib-187 | bib-188 | bib-189 | bib-40,,claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_translation_vernacularization_transfer; claim_visual_material_aids,,,no_visible_social_arena,,,20.0,,0.0,,0.0,,20.0,,60.0,,40.0,,0.0,,60.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,20.0,,20.0,,60.0,,0.0,,0.0,,0.0
raw_author_or_editor,Niccolò Tartaglia,5,2,3,40.0,Paris | Venice,FRENCH | ITALIAN | LATIN,8,1550-1599 | 1600-1649,1-15,Arithmetic/Commerce | Geometry/Theory | No primary family,Venice_1565 | Venice_1569,bib-23 | ustc-31 | ustc-32,claim_ancient_authority_restoration,claim_utility_practice_application,claim_translation_vernacularization_transfer,learned_scholarly_arena; pedagogical_school_arena,court_state_service_arena; no_visible_social_arena; patronage_prestige_arena,,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,100.0,66.7,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,33.3,0.0,66.7,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
raw_author_or_editor,Pierre Gassendi,5,0,5,0.0,Paris,LATIN,,1600-1649,,Applied Mechanics/Military | Cosmos/Earth,,MorisS-13-1 | MorisS-13-2 | MorisS-13-3 | MorisS-13-4 | MorisS-13-5,,claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,,,learned_scholarly_arena; no_visible_social_arena; pedagogical_school_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,0.0,,20.0,,20.0,,0.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0,,20.0,,20.0,,0.0,,0.0,,60.0,,0.0,,0.0,,20.0,,0.0,,0.0,,0.0
raw_author_or_editor,Pierre Hérigone,5,4,1,80.0,Paris,FRENCH | LATIN,8,1600-1649,1-15 | 1–6,Geometry/Theory | No primary family,Paris_1634 | Paris_1639 | Paris_1644 | Paris_1644b,MorisS-17-3,claim_ancient_authority_restoration; claim_selection_extraction_abridgment,claim_visual_material_aids,claim_augmentation_enrichment_composition; claim_method_demonstration_order,learned_scholarly_arena,,no_visible_social_arena,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,50.0,0.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,50.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_author_or_editor,Christoffer Dybvad,4,4,0,100.0,Arnhem | Lyon,LATIN,4,1600-1649,1-6 | 10 | 7-9,Arithmetic/Commerce | Geometry/Theory | No primary family,Arnhem_1603 | Arnhem_1605 | Arnhem_1605a | Lyon_1603,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,court_state_service_arena; no_visible_social_arena; patronage_prestige_arena,,,75.0,,0.0,,0.0,,0.0,,0.0,,0.0,,75.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,50.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
raw_author_or_editor,Ismaël Boulliau,4,0,4,0.0,Amsterdam | Paris,LATIN,,1600-1649 | 1650-1699,,Cosmos/Earth | Geometry/Theory | No primary family,,MorisS-5-1 | MorisS-5-2 | MorisS-5-3 | MorisS-5-4,,claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,learned_scholarly_arena; no_visible_social_arena,,,50.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,75.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0
raw_author_or_editor,Jacques Chauvet,4,0,4,0.0,Paris | Rouen,FRENCH,,1550-1599 | 1600-1649,,Arithmetic/Commerce | Geometry/Theory | Instruments/Measurement,,bib-5 | bib-90 | ustc-28 | ustc-36,,claim_correction_revision_accuracy; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_utility_practice_application; claim_visual_material_aids,,,court_state_service_arena; general_public_lovers_arena; learned_scholarly_arena; no_visible_social_arena; pedagogical_school_arena,,,25.0,,0.0,,50.0,,50.0,,0.0,,0.0,,0.0,,100.0,,25.0,,50.0,,25.0,,0.0,,0.0,,0.0,,50.0,,50.0,,0.0,,50.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0
raw_author_or_editor,Jacques Lefèvre d'Étaples,4,1,3,25.0,Paris,LATIN,2,pre-1550,1-15,Arithmetic/Commerce | Music | Geometry/Theory | No primary family,Paris_1516,1496 | bib-172 | bib-173,claim_ancient_authority_restoration,claim_correction_revision_accuracy,claim_augmentation_enrichment_composition,,,no_visible_social_arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,100.0,33.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0
raw_author_or_editor,Jacques Peletier,4,1,3,25.0,Lyon | Paris,FRENCH | LATIN,2,1550-1599,1-6,Arithmetic/Commerce | Geometry/Theory | No primary family,Lyon_1557,bib-15 | bib-16 | bib-17,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order,,claim_augmentation_enrichment_composition,religious_institutional_arena,learned_scholarly_arena; no_visible_social_arena,court_state_service_arena; patronage_prestige_arena,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,33.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,0.0,0.0,100.0,0.0,0.0,33.3,0.0,0.0,100.0,33.3,0.0,66.7,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_author_or_editor,Jean Boulenger,4,0,4,0.0,Paris,FRENCH,,1600-1649,,Geometry/Theory | Instruments/Measurement,,ustc-11 | ustc-15 | ustc-34 | ustc-35,,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_utility_practice_application; claim_visual_material_aids,,,court_state_service_arena; general_public_lovers_arena; learned_scholarly_arena; pedagogical_school_arena; professional_practical_arena,,,50.0,,25.0,,75.0,,0.0,,25.0,,0.0,,0.0,,25.0,,0.0,,50.0,,100.0,,0.0,,75.0,,0.0,,50.0,,50.0,,0.0,,0.0,,0.0,,50.0,,25.0,,75.0,,0.0,,25.0
raw_author_or_editor,Jean Du Breuil,4,0,4,0.0,Paris,FRENCH,4,1600-1649,,Visual/Spatial Arts,,3WRC2Y | 3WV6N7 | AWKSO4 | DMOHT7,,claim_utility_practice_application,,,no_visible_social_arena; professional_practical_arena,,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,75.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0
raw_author_or_editor,Jean François Niceron,4,0,4,0.0,Paris,FRENCH | LATIN,2,1600-1649,,Geometry/Theory | Visual/Spatial Arts | Instruments/Measurement | Visual/Spatial Arts,,99CARP | BCYM68 | MorisS-24-1 | MorisS-24-3,,claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_utility_practice_application,,,patronage_prestige_arena; professional_practical_arena; religious_institutional_arena,,,50.0,,0.0,,100.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,50.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,0.0,,50.0,,0.0,,0.0
raw_author_or_editor,Jean de la Pène,4,4,0,100.0,Leiden | Paris,GREEK | LATIN,4,1550-1599 | 1600-1649,,Geometry/Theory | Music | Visual/Spatial Arts,Leiden_1599 | Paris_1557a | Paris_1557b | Paris_1604,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_translation_vernacularization_transfer,,,court_state_service_arena; learned_scholarly_arena; patronage_prestige_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,0.0,,75.0,,50.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,25.0,,50.0,,0.0,,50.0,,0.0,
raw_author_or_editor,Pierre Le Mardelé,4,4,0,100.0,Lyon | Paris,FRENCH,8,1600-1649,1–15,Geometry/Theory | No primary family,Lyon_1645 | Lyon_1646 | Paris_1622 | Paris_1632a,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_translation_vernacularization_transfer; claim_visual_material_aids,,,patronage_prestige_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,100.0,,100.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,
raw_author_or_editor,Samuel Marolois,4,0,4,0.0,Amsterdam | The Hague,FRENCH | LATIN,2,1600-1649,,Visual/Spatial Arts | Visual/Spatial Arts | Applied Mechanics/Military,,77RUJE | bib-117 | bib-12 | bib-268,,claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_utility_practice_application,,,learned_scholarly_arena; no_visible_social_arena,,,0.0,,0.0,,25.0,,25.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,75.0,,0.0,,25.0,,25.0,,0.0,,0.0,,0.0
raw_author_or_editor,Sébastien Le Clerc,4,0,4,0.0,"Paris | Paris, Amsterdam",FRENCH,,1650-1699,,Geometry/Theory | No primary family,,bib-111 | bib-112 | bib-113 | bib-214,,claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,25.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,50.0,,0.0,,25.0,,0.0,,0.0,,0.0
raw_author_or_editor,Wynant van Westen,4,0,4,0.0,Amsterdam | Arnhem,DUTCH,,1600-1649 | 1650-1699,,No primary family,,bib-139 | bib-140 | bib-141 | bib-142,,claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_translation_vernacularization_transfer; claim_utility_practice_application,,,learned_scholarly_arena; no_visible_social_arena,,,0.0,,0.0,,75.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,,75.0,,0.0,,75.0,,100.0,,0.0,,0.0,,0.0
raw_author_or_editor,Abel Foullon,3,0,3,0.0,Paris | Venice,FRENCH | ITALIAN,,1550-1599,,Geometry/Theory | Instruments/Measurement | Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,bib-47 | bib-48 | bib-49,,,,,court_state_service_arena; no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
raw_author_or_editor,Antoine de Lalouvère,3,0,3,0.0,Toulouse,LATIN,,1650-1699,,Geometry/Theory,,MorisS-18-1 | MorisS-18-3 | MorisS-18-4,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena; religious_institutional_arena,,,33.3,,0.0,,0.0,,0.0,,33.3,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,,33.3,,33.3,,0.0,,33.3,,0.0,,0.0,,0.0
raw_author_or_editor,Antonio Possevino,3,3,0,100.0,Cologne | Rome | Venice,LATIN,2,1550-1599 | 1600-1649,,Geometry/Theory,Cologne_1607a | Rome_1593 | Venice_1603,,claim_augmentation_enrichment_composition; claim_correction_revision_accuracy,,,learned_scholarly_arena; religious_institutional_arena,,,0.0,,0.0,,0.0,,66.7,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,33.3,,0.0,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,
raw_author_or_editor,Bartholomaeus Keckermann,3,0,3,0.0,Hanau | Oxford,LATIN,,1600-1649 | 1650-1699,,Arithmetic/Commerce | Cosmos/Earth | Cosmos/Earth,,bib-106 | bib-107 | bib-108,,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_correction_revision_accuracy; claim_selection_extraction_abridgment,,,general_public_lovers_arena; learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,0.0,,33.3,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,33.3,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0
raw_author_or_editor,Bernard Lamy,3,1,2,33.3,Paris,FRENCH,12 | 8,1650-1699,1-5,Geometry/Theory | No primary family,Paris_1685,Paris_1695 | bib-110,,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,no_visible_social_arena,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raw_author_or_editor,Blaise Pascal,3,0,3,0.0,Paris,FRENCH | LATIN,,1650-1699,,Geometry/Theory | Geometry/Theory | Applied Mechanics/Military | Geometry/Theory | Arithmetic/Commerce,,MorisS-25-3 | MorisS-25-4 | MorisS-25-8,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0
raw_author_or_editor,Caterino Doino,3,3,0,100.0,Ferrara | Venice,LATIN,12 | 8,1600-1649,1–6,Geometry/Theory | No primary family,Ferrara_1628 | Venice_1641 | Venice_1647,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition,,,learned_scholarly_arena; no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,33.3,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.3,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
raw_author_or_editor,Claude Mydorge,3,0,3,0.0,Paris,FRENCH | LATIN,8,1600-1649,,Applied Mechanics/Military | Geometry/Theory | Geometry/Theory | Applied Mechanics/Military,,MorisS-23-1 | MorisS-23-2 | VQDBOK,,,,,court_state_service_arena; no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
raw_author_or_editor,Daniel Schwenter,3,0,3,0.0,Nuremberg,GERMAN,,1600-1649 | 1650-1699,,Geometry/Theory | Geometry/Theory | Instruments/Measurement,,bib-134 | bib-135 | bib-62,,claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_utility_practice_application; claim_visual_material_aids,,,learned_scholarly_arena; no_visible_social_arena; pedagogical_school_arena; professional_practical_arena,,,66.7,,0.0,,100.0,,0.0,,33.3,,0.0,,0.0,,33.3,,0.0,,33.3,,0.0,,0.0,,33.3,,0.0,,33.3,,0.0,,0.0,,33.3,,0.0,,66.7,,33.3,,100.0,,0.0,,0.0
raw_author_or_editor,Frans van Schooten,3,2,1,66.7,Amsterdam | Leiden,DUTCH | LATIN,12,1600-1649 | 1650-1699,1–15 (enunciations) | 1–16 (enunciations),Geometry/Theory | Geometry/Theory | Instruments/Measurement,Amsterdam_1662 | Leiden_1617,bib-61,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,claim_augmentation_enrichment_composition; claim_utility_practice_application,,learned_scholarly_arena; pedagogical_school_arena,no_visible_social_arena,,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0
raw_author_or_editor,François de Foix-Candale,3,3,0,100.0,Cologne | Paris,LATIN,2,1550-1599 | 1600-1649,1-16 | 1-18 | 1–18,Geometry/Theory,Cologne_1602 | Paris_1566 | Paris_1578,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment,,,no_visible_social_arena,,,33.3,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,
raw_author_or_editor,Gaspar Schott,3,3,0,100.0,Bamberg | Frankfurt | Würzburg,LATIN,2,1650-1699,1-6 | 1–6,Geometry/Theory | No primary family,Bamberg_1677 | Frankfurt_1674 | Würzburg_1661,,claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,court_state_service_arena; learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,66.7,,100.0,,0.0,,0.0,,100.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,
raw_author_or_editor,Giorgio Valla,3,3,0,100.0,Venice,LATIN,2,pre-1550,14,Geometry/Theory | Geometry/Theory | Arithmetic/Commerce,IC4Y79 | Venice_1498 | Venice_1498a,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_utility_practice_application,,,general_public_lovers_arena; learned_scholarly_arena; no_visible_social_arena,,,33.3,,0.0,,33.3,,0.0,,66.7,,0.0,,100.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,0.0,,33.3,,33.3,,0.0,,66.7,,33.3,,33.3,,66.7,,0.0,,0.0,,0.0,
raw_author_or_editor,Giovanni Alfonso Borelli,3,1,2,33.3,Bologna | Rome,ITALIAN | LATIN,12,1650-1699,1-13,Geometry/Theory,Rome_1695,Bologna_1663 | Rome_1679,,claim_method_demonstration_order,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_augmentation_enrichment_composition,,learned_scholarly_arena; pedagogical_school_arena,no_visible_social_arena,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,100.0,100.0,100.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0
raw_author_or_editor,Giovanni Pomodoro,3,0,3,0.0,Rome,ITALIAN,,1600-1649 | 1650-1699,,Geometry/Theory,,bib-124 | bib-125 | bib-126,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_visual_material_aids,,,patronage_prestige_arena; professional_practical_arena; religious_institutional_arena,,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,66.7,,0.0,,0.0,,66.7,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0
raw_author_or_editor,Giovanni Ricci,3,3,0,100.0,Bologna,ITALIAN,8,1650-1699,1-6 | 1–6,No primary family,Bologna_1651 | Bologna_1651a | Bologna_1686,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
raw_author_or_editor,Girolamo Cataneo,3,0,3,0.0,Brescia,ITALIAN,,1550-1599 | 1650-1699,,Arithmetic/Commerce | Applied Mechanics/Military | Geometry/Theory | Instruments/Measurement,,bib-151 | bib-87 | bib-88,,claim_utility_practice_application; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,33.3,,0.0,,0.0,,0.0,,0.0,,66.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
raw_author_or_editor,Gérard Desargues,3,0,3,0.0,Paris,FRENCH,8,1600-1649,,Geometry/Theory | Geometry/Theory | Visual/Spatial Arts | Visual/Spatial Arts,,MM0YD0 | MorisS-8-2 | MorisS-8-3,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
