neighbor_bucket,classification_key,year,city,language_first,author_or_editor,primary_classes,primary_subject_family,euclid_or_elements,mentions_euclid,mentions_elements_language,similarity_to_plus_solids_centroid,plus_profile_overlap_count,rich_claim_text_raw,rich_social_text_raw
euclid_language_practical_neighbor,bib-20,1599,Rome,ITALIAN,"Giovanni Pomodoro, Giovanni Scala",Practical Geometry,Geometry/Theory,True,True,True,0.6643342532687595,21,"TRATTA | descritta | Dichiarata | ad un buon Geometra | à Misuratori di terreni, di fabriche, et altri simili | à Geografi, Cosmografi, Architetti Civili, et Militari | à Bombardieri, Soldati privati, Capitani, Maestri di Campo | à qual si Voglia altra persona Virtuosa | Elementi d’Euclide | Mathematico eccellentissimo | Mathematico | Elementi d’Euclide | 150. Tavole di Rame | Euclide","ad un buon Geometra | à Misuratori di terreni, di fabriche, et altri simili | à Geografi, Cosmografi, Architetti Civili, et Militari | à Bombardieri, Soldati privati, Capitani, Maestri di Campo | à qual si Voglia altra persona Virtuosa | Mathematico eccellentissimo | Mathematico"
euclid_language_practical_neighbor,Amsterdam_1672,1672,Amsterdam,DUTCH,Georg Mohr,Instrument Use | Practical Geometry,Geometry/Theory | Instruments/Measurement,True,True,False,0.6608440090628908,17,"Voorgesteld | de ses eerste Boecken Euclidis | Handeldt van de Meetkonstige Werckstucken | de ses eerste Boecken Euclidis | Alleenigh met een Passer te wercken (sonder Rye ofte Liniael te gebruycken) door Snijding van Roeden | Geeft aanleyding om verscheyde Werckstucken te maecken, als van Snijding, Raecking, Deeling, Perspectie en Sonnewijssers | aanleyding om verscheyde Werckstucken te maecken | EUCLIDES DANICUS | EUCLIDES DANICUS | Euclidis",
military_engineering_neighbor,bib-282,1563,Paris,FRENCH,Claude de Boissière,Arithmetic,Arithmetic/Commerce,False,False,False,0.6601749831145431,20,"Composé | Reueu | augmenté | tant pour l'art militaire, que pour la Geometrie, & au- tres calculations | L'ART D'ARITHME- TIQVE | CONTENANT TOVTE DIMENSION: TRES- fingulier & commode | Reueu & augmenté | professeur des Mathematiques","tant pour l'art militaire, que pour la Geometrie, & au- tres calculations | professeur des Mathematiques"
euclid_language_practical_neighbor,Paris_1626,1626,Paris,FRENCH,Honorat de Meynier,Military Engineering | Theoretical Mathematics,Geometry/Theory | Applied Mechanics/Military,True,True,False,0.6601434741027702,23,"Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie | Ensemble les Definitions, Theoremes & Maximes | d’Euclides, d’Archimedes, de Proclus, de Sacrobosco, & d’Aristote | d’Euclides | PARADOXES DE MEYNIER, CONTRE LES MATHEMATICIENS qui abusent la Ieunesse | VN ABREGE' DES Reigles de la Geometrie, & des prin- cipalles Maximes & reigles des Arts, de fortifier & assaillir les places | PARADOXES DE MEYNIER, CONTRE LES MATHEMATICIENS | ABREGE' DES Reigles de la Geometrie | d’Euclides","Vtiles à ceux qui se veulent seruir proprement des Mathematiques, & de la Philosophie"
euclid_language_practical_neighbor,Basel_1546b,1546,Basel,LATIN,Philipp Melanchthon,Theoretical Mathematics,Geometry/Theory,True,True,True,0.6589762985488948,21,donata | adiecta sunt | Euclidis Megarensis mathematici clarissimi Elementorum geometricorum libri XV | Cum expositione Theonis in priores XIII à Bartholomaeo Veneto | Latinitate donata | Veneto | Theonis | Hypsiclis Alexandrini | Marini | Levi | Elementorum geometricorum libri XV | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Phaenomena | Catoptrica | Optica | Protheoria Marini | Data | Opusculum de Levi & Ponderoso | Megarensis mathematici clarissimi | Latinitate | Euclidis,Veneto | Theonis | Hypsiclis Alexandrini | Marini | Levi
general_practical_geometry_neighbor,bib-58,1700,Paris,FRENCH,Jacques Ozanam,Instrument Use | Practical Geometry | Surveying,Geometry/Theory | Instruments/Measurement,False,False,False,0.6583130968947226,27,"Expliqué | demonstré | augmenté | corrigée | augmentée | L’USAGE DU COMPAS DE PROPORTION | Expliqué et demonstré d’une maniere courte & facile | Nouvelle édition, corrigée & augmentée | Professeur en Mathematique | augmenté d’un Traité de la division des Champs",Professeur en Mathematique
general_practical_geometry_neighbor,ustc-11,1624,Paris,FRENCH,Jean Boulenger,Instrument Use | Practical Geometry,Geometry/Theory | Instruments/Measurement,False,False,False,0.6570988731969037,26,"Enrichie de plusieurs Figures | NOVVELLEMENT MISE EN LVMIERE | Enrichie | MISE EN LVMIERE | LA GEOMETRIE OV MESVRE DES LIGNES DROITES ESLOIGNEES PAR LE QVARRE´ GEOMETRIQVE | Deux methodes tres-faciles pour mesurer toutes sor- tes de longueurs, hanteurs, largeurs, tant acces- sibles que inaccessibles, sans qu’il soit besoin d’au- cun calcul | NOVVELLEMENT MISE EN LVMIERE | Lecteur du Roy | Enrichie de plusieurs Figures | plusieurs Figures",Lecteur du Roy
general_practical_geometry_neighbor,bib-114,1669,London,ENGLISH,William Leybourn,Practical Geometry,Geometry/Theory,False,False,False,0.6568628116037254,21,"added | Young Sea-men | others that are studious in MATHEMATICALL PRACTICES | NINE GEOMETRICALL EXERCISES | Geometrically performed, by a Line of chords and equal Parts, by waies not usually known or practised | Containing IX particular TREATISES | Philomath | Analogies or Proportions | IX particular TREATISES | IX particular TREATISES",Young Sea-men | others that are studious in MATHEMATICALL PRACTICES | Philomath
general_practical_geometry_neighbor,ustc-4,1625,Paris,FRENCH,,Arithmetic | Practical Geometry | Surveying,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,False,False,False,0.651986012396415,22,"mis en lumiere | Reueu | corrigé | augmenté | tous ceux qui font profession és Mathematiques | LIVRE D'ARITHMETIQVE ET GEOMETRIE | Auec l'Art d'Arpenter & Meßurer tou- tes superfícies de terre | Nouuellement mis en lumiere par le sieur ZACARIE, Profeß. és Mathematiques | Reueu, corrigé & augmenté de nouueau | Profeß. és Mathematiques | un Traicté de la Boußole | Traicté de la Boußole",tous ceux qui font profession és Mathematiques | Profeß. és Mathematiques
general_practical_geometry_neighbor,bib-94,1682,Siena,ITALIAN,Lorenzo Forestani,Arithmetic | Practical Geometry,Geometry/Theory | Arithmetic/Commerce,False,False,False,0.6511551867243814,15,"Ristampata | Ricorretta | PRATICA D’ARITHMETICA, E GEOMETRIA | Di nuovo Ristampata, e con somma diligenza Ricorretta | REV | de’ Minori Conuentuali di S. Francesco","Minori Conuentuali di S. Francesco | GRAN DVCA DI TOSCANA | REV | de’ Minori Conuentuali di S. Francesco | IL SIG. SENATORE, MARCHESE FRANCESCO FERRONI"
euclid_language_practical_neighbor,bib-147,1557,Venice,ITALIAN,Giacomo Lanteri,Architecture | Military Engineering | Practical Geometry,Geometry/Theory | Visual/Spatial Arts | Applied Mechanics/Military,True,True,False,0.6507757224129028,15,"S’INTRODVCE | DEL MODO DI DISEGNARE LE piante delle fortezze secondo Euclide | ET DEL MODO DI COMPORRE I MODELLI, & torre in disegno le piante delle Città | Nouarese | ingegnero Veronese | Euclide",Nouarese | ingegnero Veronese | M. IACOMO DE’ LANTERI
general_practical_geometry_neighbor,ustc-44,1555,Paris,FRENCH,Charles de Bovelles,Practical Geometry,Geometry/Theory,False,False,False,0.6459282309982817,18,"COMPOSEE | reueue | augmentée | en- richie | GEOMETRIE PRACTIQVE | reueue, augmentée, & grandement en- richie | le noble Philosophe maïstre | augmentée | grandement en- richie",le noble Philosophe maïstre
general_practical_geometry_neighbor,ZGOHUR,1581,Rome,LATIN,Christopher Clavius,Gnomonics & Horology,Instruments/Measurement,False,False,False,0.6449654986376478,19,"GNOMONICES LIBRI OCTO | IN QUIBUS Non solum horologiorum solarium, sed aliarum quoque rerum, quae ex gnomonis umbra cognosci possunt, descriptiones Geometrice demonstrantur | Societatis IESU | Maiorum germisu",Societatis IESU | Societatis IESU | Maiorum germisu
general_practical_geometry_neighbor,MorisS-10-1,1646,Lyon,LATIN,Honoré Fabri,Mechanics,Applied Mechanics/Military,False,False,False,0.6387908994705153,17,excerpta | Doctore Medico | R. P. Honorati Fabry | Cuncta excerpta,Societatis Iesu | Doctore Medico | R. P. Honorati Fabry
military_engineering_neighbor,MorisS-16-1,1623,Paris,FRENCH,Denis Henrion,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,Geometry/Theory | Arithmetic/Commerce | Visual/Spatial Arts | Applied Mechanics/Military,False,False,False,0.6360911393994775,28,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE Françoiſe | De l’Arithmetique militaire | Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lignes droictes, Su‑perficies & Corps ; Pratique du Compas de proportions ; & de la Conſtruction des Fortereſſes, ſeruans d’explication & augmentation | SECONDE EDITION, reueuë, corrigée & augmentée en diuers en‑droicts, & meſme d’vn traicté entier, co[n]tenant vne brieue inſtru‑ ction pour conſtruire les fortifications pratiquées aux pays bas | Mathematicien | Monſieur Errard | d’explication & augmentation | vne brieue instruction | De l’Arithmetique militaire | Conſtruction des tables des Sinus, Tou- chantes & Couppantes | Doctrine des triangles Rectilignes | Pratique de diuers Problemes Geometriques | Dimenſion des lignes droictes, Su- perficies & Corps | Pratique du Compas de proportions | de la Conſtruction des Fortereſſes, ſeruans d’explication & augmentation és deux & troiſieſmes Liures des Fortifications de Monſieur Errard | vn traicté entier, co[n]tenant vne brieue inſtru- ction pour conſtruire les fortifications pratiquées aux pays bas | Fortifications de Monſieur Errard | Françoiſe",EN FAVEVR DE LA NOBLESSE Françoiſe | Mathematicien | Monſieur Errard
general_practical_geometry_neighbor,TMVVZN,1584,Milan,ITALIAN,Giovanni Paolo Lomazzo,,No primary family,False,False,False,0.6346253116562866,12,"Diuiso | TRATTATO DELL'ARTE DE LA PITTVRA | tutta la Theorica, & la prattica d'essa pittura | MILANESE PITTORE",MILANESE PITTORE
general_practical_geometry_neighbor,bib-93,1603,Venice,ITALIAN,Lorenzo Forestani,Arithmetic | Commercial Mathematics | Practical Geometry | Surveying,Geometry/Theory | Arithmetic/Commerce | Instruments/Measurement,False,False,False,0.6328132610769011,19,"NUOVAMENTE POSTA IN LVCE | PRATICA D’ARITHMETICA E GEOMETRIA | De Minori conventuali di S. Franc. nella qual si dimostra un ve- ro, & facilissimo modo da risolver ogni sorte di ragioni,  Da misurar tutte le superficie terrene, e corpi regolari, da misurar con l’aspetto le distanze, l’altezze, e le profondità,  Con il modo da leuar le piante senza bussola: si copronsi in essa alcuni errori di certi Autori | NUOVAMENTE POSTA IN LVCE",Minori conventuali di S. Franc | R. P. F. Lorenzo Forestani da Pescia
general_practical_geometry_neighbor,bib-259,1591,Tours,LATIN,Elie Vinet,Arithmetic | Music Theory | Theoretical Mathematics,Geometry/Theory | Arithmetic/Commerce | Music,False,False,False,0.6322878255989387,22,"Accessit | In usum studiosæ Iuventutis Academiæ Turonensis Societ. Iesv | ARITHMETICA, MVSICA, ET GEO- METRIA | Accessit in hac ultima editione singulorum librorum | interprete | PROCLI SPHAERA | PROCLI SPHAERA",In usum studiosæ Iuventutis Academiæ Turonensis Societ. Iesv | Academiæ Turonensis Societ | interprete
military_engineering_neighbor,bib-237,1673,London,ENGLISH,"William Leybourn, Edmund Gunter",Instrument Use | Trigonometry,Geometry/Theory | Instruments/Measurement,False,False,False,0.6301409305111306,24,"Containing | added by | added | Diligently Corrected | furnished | THE WORKS OF EDMUND GUNTER | the Description and Use of the Sector, Cross-staff, Bow, Quadrant, And other Instruments | The Fifth Edition, Diligently Corrected, and divers necessary Things and Matters (pertinent thereunto) added | Philomath | Mr. Henry Bond | Mr. Sam. Foster | Mr. Gunter | some Questions in Navigation added | The Description and Use of another Sector and Quadrant | divers necessary Things and Matters (pertinent thereunto) added",Gresham Colledge | Philomath | Mr. Henry Bond | Mr. Sam. Foster | Mr. Gunter
general_practical_geometry_neighbor,bib-253,1583,Lyon,LATIN,Johannes Stadius,Astronomy,Cosmos/Earth,False,False,False,0.6269878965852362,21,accommodatae | accesserunt | EPHEMERIDES | Secundum Antuerpiae longitudinem ex tabulis Prutenicis supputatae ab anno 1583. usque ad annum 1606 | Et ad S. D. N. Gregorii XIII. anni refor- mationem accuratissime accommodatae | Florentino Sacrae Theologiae Doctore | Schematæ | praedictiones annuæ mundi | Eclipsi- um luminarium | Schematæ | praedictiones annuæ mundi | Eclipsi- um luminarium | Schematæ | praedictiones annuæ mundi | Eclipsi um luminarium,Florentino Sacrae Theologiae Doctore
general_practical_geometry_neighbor,bib-105,1594,Nuremberg,LATIN,Cornelis Jode,Instrument Use | Practical Geometry,Geometry/Theory | Instruments/Measurement,False,False,False,0.6265382653397965,17,"Addita | editus | DE QVADRANTE GEOMETRICO LIBELLVS | IN QVO QVIDQVID AD LINEARVM ET SVPERFICIERUM, VT POTE ALTITVDINVM ET LATITVDINVM, DI= mensiones facit lucidissime demonstratur | Sumptibus & expensis CORNELII DE IUDAEIS editus | Addita figura aenea XXVII. ad maiorem doctrinae intelligentiam & lucem hactenus non ita exposita",
visual_artisan_practical_geometry_neighbor,MYFHIS,1584,Venice,ITALIAN,"Sebastiano Serlio, Giovanni Domenico Scamozzi",Architecture | Construction,Visual/Spatial Arts,False,False,False,0.6238403172877368,18,"la aggiunta | ristampate | corrette | gli Architetti | TVTTE L'OPERE D'ARCHITETTVRA, ET PRROSPETIVA | Doue si mettono in disegno tutte le maniere di edificij, e si trattano di quelle cose, che sono più necessarie a sapere gli Architetti | Di nuouo ristampate, e corrette | BOLOGNESE | Con la aggiunta delle inuentioni di cinquanta Porte, e gran numero di palazzi publici, e pri- uati nella Città, & in Villa, e varij accidenti, che possono occorrere nel fabricare | Con vn' Indice copiosissimo con molte Considerationi, & vn breue Discorso sopra questa materia, raccolto",gli Architetti | BOLOGNESE
visual_artisan_practical_geometry_neighbor,bib-2,1547,Paris,FRENCH,Charles de Bovelles,Practical Geometry,Geometry/Theory,False,False,False,0.622916430275627,18,"composee | reueue | augmen-  tée | enrichie | Geometrie practique | nou uellement par luy reueue, augmen- tée, & grandement enrichie | le noble Philosophe maistre | augmen-  tée | grandement enrichie",le noble Philosophe maistre
military_engineering_neighbor,bib-117,1630,Amsterdam,LATIN,Samuel Marolois,Architecture | Military Engineering | Perspective,Visual/Spatial Arts | Applied Mechanics/Military,False,False,False,0.6216563668523687,20,"Beschreven | voor oogen gestelt | oversien | verbeteret | Reueüe | Augmentée | Corrigée | OPERA MATHEMATICA | traitans DE GEOMETRIE, PERSPECTIVE, ARCHITECTURE, ET FORTIFICATION | Van nieuws oversien ende verbeteret | Beschreven en voor oogen gestelt | nouueau Reueüe, Augmentée, et Corrigée | Mathematicus | Mathematicien | Geometrie | Perspe- ctive | Architecture | Fortificatie | Geometrie | Perspe- ctive | Architecture | Fortificatie",Mathematicus | Mathematicien
euclid_language_practical_neighbor,bib-279,1696,London,ENGLISH,Samuel Jeake,Arithmetic,Arithmetic/Commerce,True,False,True,0.6207531495271257,20,"Surveighed and Reviewed | ARITHMETICK | Wherein the Nature of Numbers absolutely abstract, generally and specially contract, with their Simple and Comparative Elements, are plainly declared, and fully handled | Surveighed and Reviewed | Senior | together with divers Etymologies, Symboles, Characters, and Abbreviations for Artificial Termes, Words, Names, and Denominations | Illustrated by sundry Tables, Diagrams, and very many Examples",Senior
general_practical_geometry_neighbor,bib-50,1570,Basel,LATIN,"Abel Foullon, Johann Niklaus Stupanus",Instrument Construction | Instrument Use | Practical Geometry,Geometry/Theory | Instruments/Measurement,False,False,False,0.6186337320663453,24,"explicato | Accessit | DE HOLOMETRI FABRICA ET VSU INSTRV MENTO GEO METRICO | vt ad omnis generis dimensiones inue stigandas, & regiones describendas utilissi mum simul & facillimum esse queat | Olim ab Abele Fullonio apud Henricum I I. Galliæ regem inuento | nunc verò Io. Nicol. Stupani Philosophi & Medici opera, sermone la tino ita explicato | Philosophi & Medici | Abele Fullonio | Federici Delphini | sermone latino ita explicato | Federici Delphini, clariss. olim apud Patavinos Mathe matici, secundus disputatio de Aestu Maris, & mo tu octauæ sphaeræ | secundus disputatio de Aestu Maris, & mo tu octauæ sphaeræ | latino",Patavinos Mathematici | Philosophi & Medici | Generosum & Magnificum D. D. Ioannem Oſ molsky de Prawiedunky Po lonum | Abele Fullonio | Federici Delphini
general_practical_geometry_neighbor,YCXMIJ,1565,Paris,FRENCH,Pierre Forcadel,Mechanics,Applied Mechanics/Military,False,False,False,0.6174417859144917,16,"TRADVICTZ | COM- mentés | DEVX LIVRES DE PROCLVS, DV MOVVE- MENT | lecteur ordinaire du Roy és Mathematiques en l'vniuerfité de Paris | TRADVICTZ ET COM- mentés",l'vniuerfité de Paris | lecteur ordinaire du Roy és Mathematiques en l'vniuerfité de Paris
euclid_language_practical_neighbor,bib-33,1564,Venice,ITALIAN,Cosimo Bartoli,Perspective | Practical Geometry | Surveying,Geometry/Theory | Visual/Spatial Arts | Instruments/Measurement,True,True,False,0.6173061918581249,13,"le vere regole d’Euclide | DEL MODO DI MISVRARE le distantie, le superficie, i corpi, le piante, le prouincie, le prospettive, &  tutte le altre cose terrene, che posso­ no occorrere a gli huomini | GENTIL’HUOMO, ET | ACCADEMICO FIORENTINO | d’Euclide","GENTIL’HUOMO, ET | ACCADEMICO FIORENTINO"
general_practical_geometry_neighbor,ustc-9,1626,Paris,FRENCH,Luis Ballester,Arithmetic,Arithmetic/Commerce,False,False,False,0.6164250781575908,15,adiouſté | ARITHMETIQVE LOGARITHMETIQVE | La Construćtion & Vſage des Ta- bles Logarithmetiques | Gentil-homme Anglois | adiouſté,Gentil-homme Anglois
general_practical_geometry_neighbor,bib-207,1669,Dordrecht,DUTCH,Mattheus van Nispen,Practical Geometry | Surveying,Geometry/Theory | Instruments/Measurement,False,False,False,0.6158423645019967,18,"gestelt | vermeerdert | gesuyvert | gevoeght | Geadmitteert | voor Leerlingen en Jonge Practisijns | voor alle Liefhebbers | voor alle Lief-hebbers van Geometrische speculatien | De Beknopte LANT-MEET-KONST | Leerende In’t korte, alles wat in’t gemeen, in de Practijcke des Landt-meetens voor-komen kan | Den tweeden druck: in vele plaetsen vermeerdert, en van voorgaende fauten gesuyvert | het Tractaet van de Landt-maeten | het Tractaet van de Landt-maeten | Tractaet van de Landt-maeten",voor Leerlingen en Jonge Practisijns | voor alle Liefhebbers | voor alle Lief-hebbers van Geometrische speculatien
general_practical_geometry_neighbor,MorisS-22-6,1657,Paris,FRENCH,Jean Baptiste Morin,Theoretical Mathematics | Trigonometry,Geometry/Theory,False,False,False,0.6148838365877674,24,"Divisée | SVIVIS | contenant | DEDIE | TRIGONOMETRIE CANONIQVE | Divisée en trois Livres | de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris | les Tables des logarithmes | AVSQVELS LA THEORIE ET PRATIQVE des Triangles plans & spheriques | SVIVIS D’VN QVATRIEME LIVRE, contenant les Tables des logarithmes pour le calcul; à sçavoir leur construction, & leur usage tres-ample & facile | AVSQVELS LA THEORIE ET PRATIQVE | SVIVIS D’VN QVATRIEME LIVRE","des Mines de France | de Villefranche en Beaujollois, Docteur en Medecine, & Professeur du Roy aux Mathematiques à Paris | TRES-ILLVSTRE ET GENEREX SEIGNEVR Messire Martin Rvze, Marquis d’Effiat et de Longemeau, Conseiller du Roy en son Conseil d’Estat, Grand Maistre des Mines de France, & Gouverneur de la Province de Bourbonnois"
general_practical_geometry_neighbor,YQDZSW,1565,Paris,FRENCH,Pierre Forcadel,Mechanics,Applied Mechanics/Military,False,False,False,0.6140170582039796,15,"Traduict | commenté | LE PREMIER LIVRE D'ARCHIMEDE DES CHOSES EGALEMENT PESANTES | lecteur ordi- naire du Roy és Mathema- tiques, en l'vniuerfité de Paris","l'vniuerfité de Paris | lecteur ordi- naire du Roy és Mathema- tiques, en l'vniuerfité de Paris"
euclid_language_practical_neighbor,bib-30,1627,Zurich,GERMAN,Johann Ardüser,Practical Geometry | Theoretical Mathematics,Geometry/Theory,True,True,False,0.6137210067188477,18,"Allen Baw- und Kriegs verstendigen, Feldmessern | Geometriae, Theoricae Et Practicae. XII. Bücher | Inn welchen die Geometrischen Fundament Euclidis, unnd der selben gebrauch, auff das kürtzest, unnd leichtest, als in einem Handbuch beschriben werden | Geometriae, Theoricae Et Practicae. XII. Bücher | Euclidis","Allen Baw- und Kriegs verstendigen, Feldmessern"
general_practical_geometry_neighbor,bib-51,1643,Paris,FRENCH,Georges Fournier,Navigation,Cosmos/Earth,False,False,False,0.612599030472561,19,"Composé | CONTENANT | HYDROGRAPHIE | LA THEORIE ET LA PRACTIQVE DE TOVTES LES PARTIES DE LA NAVIGATION | de la Compagnie de IESVS, Mathematicien","Compagnie de IESVS | de la Compagnie de IESVS, Mathematicien"
general_practical_geometry_neighbor,bib-38,1673,Nuremberg,GERMAN,Bernhard Cantzler,Practical Geometry,Geometry/Theory,False,False,False,0.6115677915930293,22,"SUMMA GEOMETRICÆ PRACTICÆ | worinnen erstlich Bernhard Canslers kurtzer und leichter Bericht vom Feldmessen / Auf die insgemein vor andern fürkommende Fäll des Messens und Abtheilens gerichtet. Zum Andern / Unterschiedliche auf heutigen Schlag in Frieden- und Kriegszeiten zu Land und Wasser nützliche | Mach. und Physices bey der Universität Altdorff Professorem | ANNOTATIONES | Arithmetica, Trigonometrica, Graphica und Geographica, Nautica, Aqua ductoria, &c | Additiones und zu Zeiten neue Inventiones &c | ANNOTATIONES | Arithmetica, Trigonometrica, Graphica und Geographica, Nautica, Aqua ductoria, &c | Additiones und zu Zeiten neue Inventiones &c | ANNOTATIONES | Arithmetica | Trigonometrica | Graphica | Geographica | Nautica | Aqua ductoria | Additiones | Inventiones",Universität Altdorff | Mach. und Physices bey der Universität Altdorff Professorem
visual_artisan_practical_geometry_neighbor,bib-7,1571,London,ENGLISH,"Leonard Digges, Thomas Digges",Practical Geometry,Geometry/Theory,False,False,False,0.6108163782636125,19,"named | diuided | framed | finished | adioyned | A GEOMETRICAL Practise, named PANTOMETRIA | diuided into three Bookes, Longimetra, Planimetra and Stereometria, containing Rules manifolde for mensuration of all lines, Superficies and Solides: with sundry strange conclusions both by instrument and without, and also by perspectiue glasses, to set forth the true description or exact plat of any whole Region | Gentleman | his sonne | adioyned a Mathematicall treatise of the fiue regulare Platonical solides, and their Metamorphosis or transformation into fiue other equilater and uniforme solides Geometricall, of his owne inuention, hitherto not mentioned of by any geometricians",Gentleman | his sonne
euclid_language_practical_neighbor,bib-125,1691,Rome,ITALIAN,Giovanni Pomodoro,Practical Geometry,Geometry/Theory,True,True,True,0.6103174576154783,16,Cauata da | Ridotta | à Misuratori | ad Architetti | à Geografi | à Cosmografi | à Bombardieri | à Ingegneri | à Soldati | à Capitani d’Eserciti | gl’elementi d’Euclide | Ridotta in cinquanta Tavole | Matematico | gl’elementi d’Euclide | l’espositione | cinquanta Tavole | Euclide,à Misuratori | ad Architetti | à Geografi | à Cosmografi | à Bombardieri | à Ingegneri | à Soldati | à Capitani d’Eserciti | Matematico | IL SIG CARDINALE IACOMO NINI
general_practical_geometry_neighbor,bib-5,1585,Paris,FRENCH,Jacques Chauvet,Instrument Use | Practical Geometry,Geometry/Theory | Instruments/Measurement,False,False,False,0.6088606954934863,21,"LA PRATIQVE VNIVER- SELLE DE GEOMETRIE DE IAC- QVES CHAVVET CHAMPENOIS | contenant l’explication de son Cosmomètre & de tous instrumens Geome- triques, auec les figures & démonstrations trè- utiles & necessaires pour l’intelligence d’iceux | Pro- fesseur & Lecteur ordinaire és Mathematiques, en l’Vniuersité de Paris | l’explication de son Cosmomètre & de tous instrumens Geome- triques, auec les figures & démonstrations trè- utiles & necessaires","l’Vniuersité de Paris | Pro- fesseur & Lecteur ordinaire és Mathematiques, en l’Vniuersité de Paris | Messire Anne d’Anglu- re"
general_practical_geometry_neighbor,ustc-7,1639,Paris,FRENCH,Nicolas Forest-Duchesne,Instrument Use,Instruments/Measurement,False,False,False,0.608360172534967,17,Renueü | augmentée | LA FLEVR DES PRATIQVES DV COMPAS DE PROPORTION | Où sont facilitez toutes les plus belles demonſtrations des Mathematiques | Renueü & augmentée par l’Auteur,Monſieur D’ORGEVAL
general_practical_geometry_neighbor,bib-61,1646,Leiden,LATIN,Frans van Schooten,Gnomonics & Horology | Theoretical Mathematics,Geometry/Theory | Instruments/Measurement,False,False,False,0.6079426815158072,17,"subnexa est | De ORGANICA CONICARUM SECTIONUM IN PLANO DESCRIPTIONE | GEOMETRIS, OPTICIS; Præsertim verò GNOMONICIS & MECHANICIS UTILIS | Leydensis | Appendix, de Cubicarum Æquationum resolutione",Leydensis
professional_practical_neighbor,bib-264,1573,Antwerp,FRENCH,"Valentin Mennher, Michel Coignet",Arithmetic | Commercial Mathematics | Trigonometry,Geometry/Theory | Arithmetic/Commerce,False,False,False,0.6076678402313257,19,"Composé | reveu | corrigé | augmenté en plusieurs endroits | illustrées | amplifiées | tous ceux qui hantent la Trafique de Marchandise | LIVRE D’ARITHMETIQVE | contenant plusieurs belles questions & de-  mandes, propres & vtiles à tous ceux qui hantent la Trafique de Marchandise | reveu, corrigé, & augmenté en plusieurs endroits | La Solution des questions Mathematiques par la supputation de Sinus | illustrées | amplifiées | Une ample declaration sur le fait des Changes | Un petit discours de bien & deuëment disconter, auec la Solution sur diuerſes opinions y propoſées | La Solution des questions Mathematiques par la supputation de Sinus, illustrées & am- plifiées par les demonstrations Geome- triques necessaires à icelles | Une ample declaration sur le fait des Changes | Un petit discours de bien & deuëment disconter, auec la Solution sur diuerſes opinions y propoſées | La Solution des questions Mathematiques",tous ceux qui hantent la Trafique de Marchandise
visual_artisan_practical_geometry_neighbor,Q4F538,1571,Nuremberg,GERMAN,Hans Lencker,Perspective | Practical Geometry,Geometry/Theory | Visual/Spatial Arts,False,False,False,0.606589432499899,15,beschrieben | eröffnet | gegeben wird | gebracht werden mag | verzückt | vnuerrückt | allen liebhabern guter künsten | PERSPECTIVA | Hierinnen auffs kürtzte beschrieben / mit exempeln eröffnet vnd an tag gegeben wird / ein newer besonder kurtzer / doch gerechter vnnd sehr leichter weg / wie allerley ding / es seyen Corpora / Gebew / oder was möglich zuerdencken vnd in grund zulegen ist / verzückt oder vnuerrückt / ferner in die Perspectyf gebracht werden mag / on eini- ge vergebliche linie / riß vñ puncten / 2c. dergleichen weg bißhero noch nit bekant gewese | mit exempeln,allen liebhabern guter künsten
general_practical_geometry_neighbor,bib-270,1668,Vlissingen,DUTCH,Cornelis Francoiszoon Eversdijck,Arithmetic | Commercial Mathematics,Arithmetic/Commerce,False,False,False,0.602703249685137,15,"by-gevoeght | een yeders competente | PACHT-TAFELEN | Waer door alle On-erbarene in de Reken-konste seer veerdigh en ge­ reect / konnen calculeren de Pacht, Huere, Onkoft, en Koop van Lande; ten abbenante van alle booz-gestelde Prijs, ’t Gemet, de Morgen, ofte Bunder | by-gevoeght de Proportionen van verschey­den Landt-maten | Midtsgaders eenige speculatieve Mathematische Questien",een yeders competente
