mode,classification_key,year,city,language,primary_classes,short_title,rich_claim_text_raw
sparse_canonical_identity,Valencia_1569,1569,Valencia,LATIN,Theoretical Mathematics,Elementa Arithmeticae ac Geometriae,"AD disciplinas omnes | ELEMENTA Arithmeticæ, ac GEOMETRIÆ | Aristoteleam praesertim Dialecticam, ac Philosophiam apprime necessaria | auctor | ELEMENTA Arithmeticæ, ac GEOMETRIÆ | Euclide"
sparse_canonical_identity,bib-102,1652,Jena,GERMAN,,,Teutscher EuCLIDES | Geometrische Beschreibung | PRO- FESSORIS MATHEMA- TICI in der Univer- sitet Jena | ELEMENTEN | Teutscher EuCLIDES | Teutscher | Eu- CLIDES
sparse_canonical_identity,ustc-6,1629,Paris,FRENCH,Military Engineering,"Traité des feux artificiels pour la guerre et pour la récréation, avec plusieurs belles observations, abbrégez de géométrie, fortifications et exemples d'arithmétique par le sieur Fra. de Malte,",des nouueaux etudians és Mathematiques | Sieur Fra | plufieurs belles obferuations | ab- bregez de Geometrie | Fortifica- tions & exemples d'Arithmetique
procedural_pedagogical_identity,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
procedural_pedagogical_identity,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
procedural_pedagogical_identity,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
procedural_pedagogical_identity,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
procedural_pedagogical_identity,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
procedural_pedagogical_identity,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
procedural_pedagogical_identity,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
procedural_pedagogical_identity,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
procedural_pedagogical_identity,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
procedural_pedagogical_identity,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
procedural_pedagogical_identity,Amsterdam_1700,1700,Amsterdam,FRENCH,Theoretical Mathematics,,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE
procedural_pedagogical_identity,Paris_1690,1690,Paris,FRENCH,,,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE
composite_workshop_book,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
composite_workshop_book,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
composite_workshop_book,bib-190,1701,London,ENGLISH,Arithmetic | Commercial Mathematics,,"added | Explain’d | Declared | Handled | Illustrated | digested | delivered | Merchants, and all that would understand ACCOUNTS, or the Mathematical  and Mechanical ARTS and SCIENCES | Body of Arithmetick | WHEREIN THE  Whole Nature of NUMBERS, with their Sim…"
composite_workshop_book,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
composite_workshop_book,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
composite_workshop_book,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
composite_workshop_book,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE FRANÇOISE | MEMOIRES MATHEMATIQVES | De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometrique…"
composite_workshop_book,bib-284,1687,London,ENGLISH,Arithmetic,,"Added | intermixed | Corrected | Contracted | made | Arithmetick | The perfect Work and Practice of ARITHMETICK both in Whole Numbers & Fractions | Newly Corrected and Contracted, and made more plain and easie | Many RULES and TABLES of Interest, Rebate, and …"
composite_workshop_book,Rotterdam_1681,1681,Rotterdam,DUTCH,,,"by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fondamenten der Geometrie | Desen laetsten druck, van nieu…"
composite_workshop_book,Rotterdam_1661,1661,Rotterdam,DUTCH,Theoretical Mathematics,,by-gevoeght | Over-geset | verklaert | uyt-geleydt | oversien | verbetert | vermeerdert | by-gevoeghde | alle leer-gierige Liefhebbers der selver vrye Konste | De ses eerste Boecken EUCLIDIS | Van de beginselen ende fonda-menten der Geometrie | Van nieuws ove…
composite_workshop_book,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
composite_workshop_book,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
utility_public_book,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
utility_public_book,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE FRANÇOISE | MEMOIRES MATHEMATIQVES | De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometrique…"
utility_public_book,Amsterdam_1700,1700,Amsterdam,FRENCH,Theoretical Mathematics,,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE
utility_public_book,Paris_1690,1690,Paris,FRENCH,,,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE
utility_public_book,YB32U5,1604,Leiden,FRENCH,Perspective,"Perspective c'est a dire, le tresrenommé art du poinct oculaire","Inuenté | pour tous Peintres, Tailleurs en Cuivre, Imaginaires, Orfevres, Architectes, Ingenieurs, Tailleurs de Pierre, Menuisiers, Charpentiers, & tous Amateurs des arts | PERSPECTIVE | C'est a dire, le tresrenommé art du poinct oculaire d'vne veuë dedans où…"
utility_public_book,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,,"augmented | reuiwed | corrected | published | for the profession of a Souldier | ARITHMETICAL VVARLIKE TREATISE NAMED STRATIOTICOS | Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebra…"
utility_public_book,Oxford_London_1700,1700,"Oxford, London",ENGLISH,,,"Explain’d | Written in French | Now made English | Errors Corrected | THE ELEMENTS OF EUCLID | Explain’d, In a New, but most Easie Method: Together with The Use of every Proposition through all parts of the Mathematicks | The Third Edition | Now made English,…"
utility_public_book,Paris_1683,1683,Paris,FRENCH,,,EXPLIQUEZ | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | AVEC L’USAGE DE CHAQUE Pr…
utility_public_book,Paris_1682,1682,Paris,FRENCH,,Les Elemens d'Euclide expliqués par le P. Claude François Milliet Dechalles,LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | EUCLIDE
utility_public_book,MorisS-16-1,1623,Paris,FRENCH,Arithmetic | Construction | Military Engineering | Practical Geometry | Trigonometry,,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE Françoiſe | De l’Arithmetique militaire | Construction des tables des Sinus, Tou‑chantes & Couppantes ; Doctrine des triangles Rectilignes ; Pratique de diuers Problemes Geometriques ; Dimenſion des lig…"
utility_public_book,bib-133,1650,London,ENGLISH,Arithmetic | Practical Geometry | Surveying,"Practical geometry, in two parts: the first, shewing how to perform the four species of arithmetick, (viz. addition, substraction [sic], multiplication, and division,) together with reduction, and the rule of proportion in figures. The second, containing","A Worke very necessary for all Men, but principally for Surveyors of Land, Engineers, and all other Students in the Mathematicks | PRACTICAL GEOMETRY | In Two Parts:  The First, Shewing how to perform the four Species of ARITHMETICK, (viz. Addition, Substract…"
utility_public_book,London_1696,1696,London,ENGLISH,Theoretical Mathematics,"The elements of Euclid explain'd, in a new, but most easie method: together with the use of every proposition through all parts of the mathematicks. Written in French, by that excellent mathematician, F. Claud. Francis Milliet de Chales, of the Society of Jesus. Now made English, and a multitude of errors corrected, which had escap'd in the original.","Explain’d | Written | made | Cor-rected | THE ELEMENTS OF EUCLID | in a New, but most Easie method | The Second Edition | Now made English, and a multitude of Errors Cor-rected, which had escap’d in the Original | that Excellent Mathematician | of the Society…"
humanist_transfer_book,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
humanist_transfer_book,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
humanist_transfer_book,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
humanist_transfer_book,Basel_1570,1570,Basel,"DUTCH, LATIN",Arithmetic | Music Theory | Theoretical Mathematics,,"recognita | emendatiss | prodeunt | ACCESSERVNT | restituit | illustrauit | descripsit | ANITII MANLII SEVERINI BOETHI, PHILOSOPHORVM ET THEOLOGORVM PRINCIPIS OPERA omnia | præter uniuersæ philosophiæ exactissimam doctrinam, pluri-morum in diuinis mysteriorum…"
humanist_transfer_book,bib-215,1653,London,ENGLISH,Gnomonics & Horology | Instrument Use,,"extracted | compil’d | added | Invented | written | Mathematicall RECREATIONS | A Collection of many Problemes, extracted out of the Ancient and Modern Philo­- sophers, as Secrets and Experiments in Arithmetick, Geometry, Cosmographie, Horologiographie, Astro…"
humanist_transfer_book,Paris_1610,1610,Paris,FRENCH,Theoretical Mathematics,Les éléments de la géométrie d’Euclide Mégarien,"Traduits | restitués | adioustez | TRADVITS | RESTITVEZ | Reueuë | augmentée | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES | ancienne breueté, selon l’ordre de Theon | SECONDE EDITION | Docteur és Droic…"
humanist_transfer_book,Paris_1640,1640,Paris,FRENCH,Theoretical Mathematics,,"illustré | reduit | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus succinctes que les ordinaires, & reduit à 62. Propositions | STEVIN | LE DIZIEME LIVRE D’EVCLIDE | illustré de nouueles demonstrations plus faciles & plus…"
humanist_transfer_book,Paris_1573,1573,Paris,LATIN,,,"EVCLIDIS ELEMENTORVM  LIBRI XV | Quibus, cùm ad omnem Mathematicae scientiæ partem, tùm ad quamlibet Geometriæ tractatio- nem, facilis comparatur aditus | GRAE- cè & Latinè | EVCLIDIS ELEMENTORVM  LIBRI XV | Ἐπίγραμμα παλαιόν | Σχήματα πέντε Πλάτωνος, ὁ Πυθαγ…"
humanist_transfer_book,Lyon_1645,1645,Lyon,FRENCH,Theoretical Mathematics,,"Traduits | augmentez | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Traduits de Grec en François, & augmentez de plusieurs figures & demonstrations, auec la correction des erreurs commises és autres traductions | Professeur és Mathematiques | LES Q…"
humanist_transfer_book,Paris_1622,1622,Paris,"FRENCH, LATIN",,,"Traduicts | augmentez | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Traduicts de Grec en François, et augmentez de plusieurs figures et demonstrations, auec la correction des erreurs commises es autres traductions | Professeur es Mathematiques | Q…"
humanist_transfer_book,Rouen_1676,1676,Rouen,FRENCH,Theoretical Mathematics,,Traduits | reveus & corrigez | traduit | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE | Traduits en François par D. HENRION | reveus & corrigez | aussi traduit en François par ledit Henrion | Professeur és Mathematiques | LES QUINZE LIVRES DES ELEMENTS D’EUCLIDE …
humanist_transfer_book,Paris_1632,1632,Paris,FRENCH,Theoretical Mathematics,Les quinze livres des éléments géométriques d'Euclide,Traduicts | imprimez | reueus | corrigez | traduict | imprimé | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | reueus & corrigez du viuant de l’Autheur | Professeur és Mathematiques | LES QVINZE LIVRES DES ELEMENTS GEOMETRIQVES D’EVCLIDE | Commentair…
method_access_book,Rotterdam_1647,1647,Rotterdam,DUTCH,,,bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | breeder verklaert | bygevoeght | Overgeset | verklaert | uytgeleyt | oversien | verbetert | vermeerdert | alle leergierige liefhebbers der selver vrye Konste | De ses eerste…
method_access_book,Amsterdam_1616,1616,Amsterdam,DUTCH,Practical Geometry | Theoretical Mathematics,,"ghevoecht | Overgeset | verclaert | uytgeleyt | oversien | verbetert | vermeerdert | van alle leergierighe, liefhebbers der selver vryer Conste | De ses eerste Boucken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus oversien, ende verb…"
method_access_book,Amsterdam_1626,1626,Amsterdam,DUTCH,,,"ghevoecht | Overgheset | verclaert | uytgheleyt | over-sien | verbetert | vermeerdert | alle leergierighe liefhebbers der selver vryer Conste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie | Van nieus over-sien, ende verbe…"
method_access_book,Rotterdam_1632,1632,Rotterdam,DUTCH,Practical Geometry,,ghevoeght | Overgheset | verk-laert | uytgheleyt | oversien | verbetert | byghevoeghde | verklaert | vermeerdert | van alle leergierighe lief hebbers der selver vryer Konste | De ses eerste Boecken EVCLIDIS | Van de beginselen ende fondamenten der Geometrie |…
method_access_book,35H84Y,1642,Bologna,LATIN,Mechanics,"Apiaria uninversae philosophiae mathematicae, in quibus paradoxa, et nova pleraque machinamenta ad usus eximios traducta, & facillimis demonstrationibus confirmata […] Tomus primus (1)","traducta | confirmata | refertum | ornatum | distributum | ACCESSIT | dicata | APPLICATVS | conditus | Philosophis Mathematicis, sed & Physicis, Anatomicis, Militaribus viris, Machinariæ, Musicæ, Poeticæ, Agrariæ, Architecturæ, Mercaturæ professoribus | EVCLI…"
method_access_book,ustc-26,1627,Paris,FRENCH,Arithmetic | Construction | Instrument Use | Military Engineering | Practical Geometry | Trigonometry,Mémoires mathématiques recueillis et dressez en faveur de la noblesse françoise. Premier [-second] volume,"reueuë | corrigée | augmentée | EN FAVEVR DE LA NOBLESSE FRANÇOISE | MEMOIRES MATHEMATIQVES | De l’Arithmetique militaire ; Conſtruction des tables des Sinus, chanzes & Coupantes ; Doctrine des triangles Recitilignes ; Pratique de diuers problemes Geometrique…"
method_access_book,London_1685a,1685,London,ENGLISH,,,"Explained | Demonstrated | Done out of | Corrected | Augmented | Illustrated | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most easie Method. With the USES of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Done out of FRENCH, Co…"
method_access_book,London_1703,1703,London,ENGLISH,,,Explained | Demonstrated | Corrected | Augmented | Illustrated | Done | THE ELEMENTS OF EUCLID | Explained and Demonstrated in a New and most Easy Method | With the Uses of each PROPOSI-TION In all the Parts of the MATHEMATICKS | Corrected and Augmented | Don…
method_access_book,Amsterdam_1700,1700,Amsterdam,FRENCH,Theoretical Mathematics,,EXPLIQUEZ | Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | Reveuë & corrigée | P | LES ELEMENS D’EUCLIDE | EUCLIDE
method_access_book,Paris_1690,1690,Paris,FRENCH,,,Reveuë | corrigée | LES ELEMENS D’EUCLIDE | EXPLIQUEZ D’UNE MANIERE nouvelle & tres-facile | AVEC L’USAGE DE CHAQUE Proposition pour toutes les parties des Mathematiques | NOUVELLE EDITION | de la Compagnie de JESUS | LES ELEMENS D’EUCLIDE | D’EUCLIDE
method_access_book,Paris_1610,1610,Paris,FRENCH,Theoretical Mathematics,Les éléments de la géométrie d’Euclide Mégarien,"Traduits | restitués | adioustez | TRADVITS | RESTITVEZ | Reueuë | augmentée | adioustez | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES MEGARIEN | LES ELEMENS DE LA GEOMETRIE D’EVCLIDES | ancienne breueté, selon l’ordre de Theon | SECONDE EDITION | Docteur és Droic…"
method_access_book,bib-154,1590,London,ENGLISH,Arithmetic | Military Engineering,,"augmented | reuiwed | corrected | published | for the profession of a Souldier | ARITHMETICAL VVARLIKE TREATISE NAMED STRATIOTICOS | Compendiously teaching the Science of Numbers as well in Fractions as Integers, and so much of the Rules and Æquations Algebra…"
