portfolio_kind,name,total_representative_cases,metadata_elements_cases,non_elements_cases,elements_share_pct,cities,languages_first,formats,periods,elements_bookgroups,primary_subject_families,elements_keys,non_elements_keys,elements_only_claims,non_elements_only_claims,shared_claims,elements_only_social,non_elements_only_social,shared_social,claim_method_demonstration_order_elements_pct,claim_method_demonstration_order_non_elements_pct,claim_accessibility_clarity_pedagogy_elements_pct,claim_accessibility_clarity_pedagogy_non_elements_pct,claim_utility_practice_application_elements_pct,claim_utility_practice_application_non_elements_pct,claim_correction_revision_accuracy_elements_pct,claim_correction_revision_accuracy_non_elements_pct,claim_augmentation_enrichment_composition_elements_pct,claim_augmentation_enrichment_composition_non_elements_pct,claim_translation_vernacularization_transfer_elements_pct,claim_translation_vernacularization_transfer_non_elements_pct,claim_ancient_authority_restoration_elements_pct,claim_ancient_authority_restoration_non_elements_pct,claim_visual_material_aids_elements_pct,claim_visual_material_aids_non_elements_pct,claim_selection_extraction_abridgment_elements_pct,claim_selection_extraction_abridgment_non_elements_pct,pedagogical_school_arena_elements_pct,pedagogical_school_arena_non_elements_pct,court_state_service_arena_elements_pct,court_state_service_arena_non_elements_pct,military_fortification_arena_elements_pct,military_fortification_arena_non_elements_pct,professional_practical_arena_elements_pct,professional_practical_arena_non_elements_pct,religious_institutional_arena_elements_pct,religious_institutional_arena_non_elements_pct,learned_scholarly_arena_elements_pct,learned_scholarly_arena_non_elements_pct,general_public_lovers_arena_elements_pct,general_public_lovers_arena_non_elements_pct,patronage_prestige_arena_elements_pct,patronage_prestige_arena_non_elements_pct,no_visible_social_arena_elements_pct,no_visible_social_arena_non_elements_pct,sparse_canonical_identity_elements_pct,sparse_canonical_identity_non_elements_pct,procedural_pedagogical_identity_elements_pct,procedural_pedagogical_identity_non_elements_pct,composite_workshop_book_elements_pct,composite_workshop_book_non_elements_pct,utility_public_book_elements_pct,utility_public_book_non_elements_pct,humanist_transfer_book_elements_pct,humanist_transfer_book_non_elements_pct,method_access_book_elements_pct,method_access_book_non_elements_pct
split_person,Nienrode,1,1,0,100.0,Utrecht,DUTCH,8,unknown,1-15,Geometry/Theory | Arithmetic/Commerce,Utrecht_n.d,,claim_ancient_authority_restoration,,,learned_scholarly_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Ovidio Montalbani,1,0,1,0.0,Bologna,LATIN,,1600-1649,,No primary family,,Bologna_1629a,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_visual_material_aids,,,general_public_lovers_arena; learned_scholarly_arena; pedagogical_school_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0
split_person,Paolo Giòvio,1,0,1,0.0,Rome,LATIN,,1650-1699,,No primary family,,bib-104,,claim_ancient_authority_restoration,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pedro Ambrosio Ondériz,1,1,0,100.0,Madrid,SPANISH,4,1550-1599,,Visual/Spatial Arts,Madrid_1585,,claim_ancient_authority_restoration; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,
split_person,Pedro Monçón,1,0,1,0.0,Valencia,LATIN,,1550-1599,,Geometry/Theory,,Valencia_1569,,claim_ancient_authority_restoration,,,pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Petrus Apianus,1,0,1,0.0,Cologne,LATIN,,1550-1599,,Cosmos/Earth,,bib-255,,claim_augmentation_enrichment_composition; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0
split_person,Philibert de l'Orme,1,0,1,0.0,Paris,FRENCH,,1600-1649,,Visual/Spatial Arts,,VRHOHN,,claim_augmentation_enrichment_composition; claim_utility_practice_application; claim_visual_material_aids,,,court_state_service_arena; professional_practical_arena,,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0
split_person,Pierre Le Comte,1,0,1,0.0,Paris,FRENCH,,1600-1649,,Instruments/Measurement | Cosmos/Earth,,ustc-16,,,,,court_state_service_arena; patronage_prestige_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pierre Mallet,1,0,1,0.0,Paris,FRENCH,,1650-1699,,Arithmetic/Commerce,,bib-267,,claim_accessibility_clarity_pedagogy; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_translation_vernacularization_transfer,,,general_public_lovers_arena; professional_practical_arena,,,100.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0
split_person,Pierre Vernier,1,0,1,0.0,Brussels,FRENCH,,1600-1649,,Geometry/Theory | Instruments/Measurement,,MorisS-28-1,,claim_accessibility_clarity_pedagogy; claim_augmentation_enrichment_composition; claim_method_demonstration_order; claim_selection_extraction_abridgment; claim_visual_material_aids,,,court_state_service_arena; military_fortification_arena,,,100.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0
split_person,Pietro Accolti,1,0,1,0.0,Firenze,ITALIAN,,1600-1649,,Visual/Spatial Arts,,93LJS8,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pietro Antonio Barca,1,0,1,0.0,Milan,ITALIAN,,1600-1649,,Visual/Spatial Arts | Applied Mechanics/Military,,XCQGKZ,,,,,professional_practical_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pietro Borghi,1,0,1,0.0,Venice,ITALIAN,,pre-1550,,Arithmetic/Commerce,,bib-247,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pietro Mengoli,1,0,1,0.0,Bologna,LATIN,,1650-1699,,Geometry/Theory,,E8K2CK,,,,,professional_practical_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Pomponio Gaurico,1,0,1,0.0,Florence,LATIN,8,pre-1550,,No primary family,,CYFAY3,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Porpora,1,1,0,100.0,Naples,LATIN,8,1700+,1–6,Geometry/Theory,Naples_1702,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Ramon Llull,1,0,1,0.0,Paris,LATIN,,pre-1550,,No primary family,,bib-175,,,,,pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Raymond of Sabunde,1,0,1,0.0,Nuremberg,LATIN,,pre-1550,,No primary family,,bib-178,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,René Gaultier de Maignannes,1,0,1,0.0,La Flèche,FRENCH,2,1600-1649,,Visual/Spatial Arts,,CG8KPH,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Robert Barret,1,0,1,0.0,London,ENGLISH,,1550-1599,,Applied Mechanics/Military,,bib-150,,claim_augmentation_enrichment_composition; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0
split_person,Rodorigo de Zamorano,1,1,0,100.0,Seville,SPANISH,4,1550-1599,1-6,Geometry/Theory,Seville_1576,,claim_ancient_authority_restoration,,,court_state_service_arena; learned_scholarly_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Roland Fréart,1,1,0,100.0,Le Mans,FRENCH,4,1650-1699,,Geometry/Theory | Visual/Spatial Arts,Le_Mans_1663,,claim_ancient_authority_restoration; claim_method_demonstration_order; claim_translation_vernacularization_transfer,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,
split_person,S.D.V.B.,1,0,1,0.0,Rees,DUTCH,,1600-1649,,Geometry/Theory | Instruments/Measurement | Cosmos/Earth,,bib-213,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Salomon,1,0,1,0.0,Frankfurt,FRENCH,2,1600-1649,,Visual/Spatial Arts,,9TXK4F,,,,,court_state_service_arena; patronage_prestige_arena; professional_practical_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Samuel Klingenstierna,1,1,0,100.0,Uppsala,LATIN,8,1700+,"1-6, 11-12",Geometry/Theory,Uppsala_1741,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Samuel Morland,1,0,1,0.0,London,ENGLISH,,1650-1699,,Arithmetic/Commerce | Instruments/Measurement,,bib-199,,,,,court_state_service_arena; patronage_prestige_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Sebald Heyden,1,0,1,0.0,Nuremberg,LATIN,,pre-1550,,Arithmetic/Commerce,,bib-232,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Sebastián de Covarrubias,1,0,1,0.0,Madrid,SPANISH,,1600-1649,,No primary family,,bib-43,,claim_translation_vernacularization_transfer,,,court_state_service_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Silvio Belli,1,0,1,0.0,Venice,ITALIAN,,1550-1599,,Geometry/Theory | Instruments/Measurement,,bib-77,,claim_accessibility_clarity_pedagogy; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Simon Grynaeus,1,1,0,100.0,Basel,GREEK,2,pre-1550,1-15,No primary family,Basel_1533,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,
split_person,Simon Marius,1,1,0,100.0,Ansbach,GERMAN,2,1600-1649,1-6,Geometry/Theory,Ansbach_1610,,claim_ancient_authority_restoration; claim_visual_material_aids,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
split_person,Thomas Blaurer,1,0,1,0.0,Paris,LATIN,2,pre-1550,,Arithmetic/Commerce,,6PMNRZ,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Thomas Bradwardine,1,1,0,100.0,Paris,LATIN,4,pre-1550,,No primary family,70Q8M8,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Thomas Digges,1,0,1,0.0,London,ENGLISH,,1550-1599,,Geometry/Theory,,bib-7,,claim_correction_revision_accuracy,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Valentin Naboth,1,1,0,100.0,Cologne,LATIN,8,1550-1599,1-15,No primary family,Cologne_1556,,claim_ancient_authority_restoration; claim_augmentation_enrichment_composition; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
split_person,Valeriano Bonvicino,1,0,1,0.0,Padua,ITALIAN,,1650-1699,,Geometry/Theory | Arithmetic/Commerce | Cosmos/Earth | Applied Mechanics/Military,,bib-79,,claim_utility_practice_application,,,military_fortification_arena,,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Vincenzio Viviani,1,1,0,100.0,Florence,ITALIAN,12,1650-1699,"1–6, 11–12",Geometry/Theory,Florence_1690,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
split_person,Vincenzo Flauti,1,1,0,100.0,Naples,ITALIAN,,1700+,1-6,No primary family,Naples_1810,,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
split_person,Vincenzo Scamozzi,1,0,1,0.0,Venice,ITALIAN,,1600-1649,,Visual/Spatial Arts,,bib-60,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Vincenzo Viviani,1,0,1,0.0,Florence,ITALIAN,,1650-1699,,Geometry/Theory,,Florence_1674,,claim_ancient_authority_restoration; claim_method_demonstration_order,,,court_state_service_arena; patronage_prestige_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Vitale Giordano da Bitonto,1,1,0,100.0,Rome,ITALIAN,2,1650-1699,1-15,Geometry/Theory,Rome_1680,,claim_accessibility_clarity_pedagogy; claim_ancient_authority_restoration; claim_method_demonstration_order,,,no_visible_social_arena,,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,
split_person,Walther Hermann Ryff,1,0,1,0.0,Nuremberg,GERMAN,2,pre-1550,,Geometry/Theory | Visual/Spatial Arts,,6X6R6Y,,,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Wenzel Jamnitzer,1,0,1,0.0,Nuremberg,GERMAN,2,1550-1599,,Visual/Spatial Arts,,MIZPJ8,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Willem Bartjens,1,0,1,0.0,Leeuwarden,DUTCH,,1700+,,Arithmetic/Commerce,,bib-200,,claim_augmentation_enrichment_composition,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0
split_person,William Whiston,1,1,0,100.0,Cambridge,LATIN,8,1700+,"1–6, 11-12",No primary family,Cambridge_1703,,claim_ancient_authority_restoration; claim_correction_revision_accuracy; claim_method_demonstration_order; claim_visual_material_aids,,,learned_scholarly_arena; pedagogical_school_arena; religious_institutional_arena,,,100.0,,0.0,,0.0,,100.0,,0.0,,0.0,,100.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,
split_person,Wolfgang Philips Jakob Unverzagt,1,0,1,0.0,Louvain,LATIN,,1600-1649,,No primary family,,bib-138,,,,,learned_scholarly_arena; pedagogical_school_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,Wolfgang Schmid,1,0,1,0.0,Nuremberg,GERMAN,,pre-1550,,Geometry/Theory,,Nuremberg_1539,,claim_ancient_authority_restoration,,,no_visible_social_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
split_person,de Caus,1,0,1,0.0,Frankfurt,FRENCH,2,1600-1649,,Visual/Spatial Arts,,9TXK4F,,,,,court_state_service_arena; patronage_prestige_arena; professional_practical_arena,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,100.0,,0.0,,100.0,,0.0,,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
