name,page_number,reference,is_bold,volume
"NICÉRON, Jean François, minime",47,,true,vol_13
"NICÉRON, Jean François, minime",139,,true,vol_13
"NICÉRON, Jean François, minime",166 n.,,false,vol_13
"NICÉRON, Jean François, minime",177,,false,vol_13
"NICÉRON, Jean François, minime",227,,true,vol_13
"NICÉRON, Jean François, minime",228,,true,vol_13
"NICÉRON, Jean François, minime",240,,false,vol_13
"NICÉRON, Jean François, minime",250,,true,vol_13
"NICÉRON, Jean François, minime",282,,true,vol_13
"NICÉRON, Jean François, minime",379,,true,vol_13
"NICÉRON, Jean François, minime",435,,true,vol_13
"NICÉRON, Jean François, minime",550,,true,vol_13
"NICERON, Jean Pierre, barnabite",132,,false,vol_13
"NICERON, Jean Pierre, barnabite",150 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",152,,false,vol_13
"NICERON, Jean Pierre, barnabite",154 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",170,,false,vol_13
"NICERON, Jean Pierre, barnabite",236 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",265 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",273 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",279 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",290 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",293,,false,vol_13
"NICERON, Jean Pierre, barnabite",317 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",478 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",479 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",487 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",513,,false,vol_13
"NICERON, Jean Pierre, barnabite",517 n.,,false,vol_13
"NICERON, Jean Pierre, barnabite",549 n.,,false,vol_13
NOÉ,272,,true,vol_13
NOÉ,320 n.,,false,vol_13
NOVELLI,474 n.,,false,vol_13
"NOVES, Laure de",238 n.,,false,vol_13
"NOYERS, Sublet de",562,,true,vol_13
"OCTOUL, Étienne, minime",19,,true,vol_13
"OCTOUL, Étienne, minime",576 n.,,false,vol_13
"ODDI, Muzzio",376 n.,,false,vol_13
"ODESCALCHI, Benedetto",,INNOCENT XI,false,vol_13
"ORAISON, André, marquis d’",195 n.,,false,vol_13
"ORAISON, André, marquis d’",238,,false,vol_13
"ORAISON, André, marquis d’",257 n.,,false,vol_13
"ORAISON, François d’",238,,false,vol_13
"ORANGE, princes d’",211,,false,vol_13
"ORMESSON, Olivier LEFEBVRE d’",38 n.,,false,vol_13
"ORMESSON, Olivier LEFEBVRE d’",52 n.,,false,vol_13
"ORMESSON, Olivier LEFEBVRE d’",55 n.,,false,vol_13
"OUGHTRED, William",374,,true,vol_13
OVIDE,412 n.,,false,vol_13
"PAGEL, Walter",145 n.,,false,vol_13
"PALANQUE, Jean Rémy",58 n.,,false,vol_13
"PAMFILI, Giovanni Battista",,INNOCENT X,false,vol_13
PAPPUS,75,,false,vol_13
PAPPUS,86,,false,vol_13
PAPPUS,222,,false,vol_13
PAPPUS,311,,true,vol_13
PAPPUS,325,,true,vol_13
PAPPUS,361,,true,vol_13
"PARACELSE [Theophrastus Bombast VON HOHENHEIM], dit",145,,false,vol_13
"PARÈS, Jean",88 n.,,false,vol_13
"PARÈS, Jean",268 n.,,false,vol_13
"PARTICELLI, Michel, Sr d’Émery",69,,false,vol_13
"PASCAL, Blaise",88 n.,,false,vol_13
"PASCAL, Blaise",392,,true,vol_13
"PASCAL, Blaise",394 n.,,false,vol_13
"PASCAL, Blaise",481 n.,,false,vol_13
"PASCAL, Blaise",528 n.,,false,vol_13
"PASCAL, Étienne",86 n.,,false,vol_13
"PASTOR, Freiherr Ludwig von",281 n.,,false,vol_13
"PATIN, Guy",3 n.,,false,vol_13
"PATIN, Guy",33,,true,vol_13
"PATIN, Guy",159 n.,,false,vol_13
"PAUL, saint, apôtre",50 n.,,false,vol_13
"PAUL, saint, apôtre",60 n.,,false,vol_13
"PAUL, saint, apôtre",71 n.,,false,vol_13
"PAUL, saint, apôtre",187 n.,,false,vol_13
PECCHIAI,317 n.,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",74 n.,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",85,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",86,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",169,,true,vol_13
"PEIRESC, Nicolas Claude FABRI de",170,,true,vol_13
"PEIRESC, Nicolas Claude FABRI de",292 n.,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",297 n.,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",533,,false,vol_13
"PEIRESC, Nicolas Claude FABRI de",575 n.,,false,vol_13
"PELL, John",76 n.,,false,vol_13
"PELL, John",119,,false,vol_13
"PELL, John",134 n.,,false,vol_13
"PELL, John",190,,false,vol_13
"PELL, John",190-191,,true,vol_13
"PELL, John",198-199,,true,vol_13
"PELL, John",199-200,,false,vol_13
"PELL, John",204-205,,true,vol_13
"PELL, John",221,,true,vol_13
"PELL, John",227-229,,true,vol_13
"PELL, John",236 n.,,false,vol_13
"PELL, John",244,,false,vol_13
"PELL, John",249-250,,true,vol_13
"PELL, John",261-262,,true,vol_13
"PELL, John",277-278,,true,vol_13
"PELL, John",287-288,,true,vol_13
"PELL, John",342,,true,vol_13
"PELL, John",373-375,,true,vol_13
"PELL, John",427-428,,true,vol_13
"PELL, John",442-443,,true,vol_13
"PELL, John",448,,true,vol_13
"PELL, John",457-458,,true,vol_13
"PELL, John",463,,false,vol_13
"PELL, John",464,,false,vol_13
"PELL, John",497-499,,true,vol_13
"PELL, John",511-512,,true,vol_13
"PELL, John",522-523,,true,vol_13
"PELL, John",540,,false,vol_13
"PELL, John",569 n.,,false,vol_13
"PELL, John",570,,false,vol_13
"PELLIOT, Paul",10 n.,,false,vol_13
"PETAU, Denis, jésuite",33,,true,vol_13
"PETAU, Denis, jésuite",39,,true,vol_13
"PETAU, Denis, jésuite",103,,true,vol_13
"PETAU, Denis, jésuite",122,,true,vol_13
"PETAU, Denis, jésuite",124,,true,vol_13
"PETAU, Denis, jésuite",254,,true,vol_13
"PETAU, Denis, jésuite",319,,true,vol_13
"PETAU, Denis, jésuite",525,,true,vol_13
PETAU,,"LA MILLET, Sr de",false,vol_13
"PETIT, Pierre",523,,false,vol_13
"PETIT, Pierre",576 n.,,false,vol_13
"PETIT, Samuel",32 n.,,false,vol_13
PÉTRARQUE [Francesco PETRARCA],238,,false,vol_13
"PETTY, William",200,,false,vol_13
"PETTY, William",511-512,,false,vol_13
"PEYRINS, Alexandre CALIGNON, Sr de",,CALIGNON,false,vol_13
"PHILON, François",328,,false,vol_13
"PHILOMÉNESTE, junior",534 n.,,false,vol_13
PHILOTHÉE,50 n,,false,vol_13
"PIANGASTELLI, Carlo",187 n,,false,vol_13
"PICOT, Claude, prieur de Rouvres",172 n,,false,vol_13
"PICOT, Claude, prieur de Rouvres",221,,false,vol_13
"PINEAU, André",100,,true,vol_13
"PINEAU, André",100,,false,vol_13
"PINEAU, André",101,,true,vol_13
"PINEAU, André",109,,true,vol_13
"PINEAU, André",111,,true,vol_13
"PINEAU, André",174,,true,vol_13
"PINEAU, André",192,,true,vol_13
"PINEAU, André",223 n,,false,vol_13
"PINEAU, André",234 n,,false,vol_13
"PINEAU, André",251-252,,true,vol_13
"PINEAU, André",482,,true,vol_13
"PINEAU, André",552,,true,vol_13
"PINEAU, Paul",100,,false,vol_13
"PINTARD, René",154 n,,false,vol_13
"PINTARD, René",454,,false,vol_13
"PINTARD, René",505 n,,false,vol_13
"PINTARD, René",537 n,,false,vol_13
"PIPEGROP [BARYPHONUS], Henri",515,,true,vol_13
"PIPEGROP [BARYPHONUS], Henri",519,,true,vol_13
"PIPEGROP [BARYPHONUS], Henri",543,,true,vol_13
"PIPEGROP [BARYPHONUS], Henri",554 n,,false,vol_13
"PISANI, Ottavio",554 n,,false,vol_13
"PLANTAVIT DE LA PAUSE, Jean",559,,false,vol_13
"PLANTIN, Christophe",59 n,,false,vol_13
"PLANTIN, Christophe",561 n,,false,vol_13
"PLATINA [Bartolomeo SACCHI], dit",317,,true,vol_13
PLATON,1 n,,false,vol_13
PLATON,80,,true,vol_13
PLATON,81-82,,false,vol_13
PLAUTE,187,,false,vol_13
PLAUTE,558,,false,vol_13
"PLEMP, Vopiscus Fortunatus",569,,false,vol_13
PLINE L’ANCIEN,520 n,,false,vol_13
PLUTARQUE,520 n,,false,vol_13
"PLUTON, dieu",272,,true,vol_13
"POCARD, René",,KERVILER,false,vol_13
"POITEVIN-PEITAVI, Philippe Vincent",559 n,,false,vol_13
"POLLOT, Alphonse de",28,,false,vol_13
"POLYCARPE, saint",59 n,,false,vol_13
"PONA, Francesco",538,,true,vol_13
POSSINGER,317 n,,false,vol_13
"PRADIN, ami de Mersenne et de Digby",219,,true,vol_13
"PRAETORIUS, Michel",519 n,,false,vol_13
"PRÉAUD, A., minime",282 n,,false,vol_13
"PRÉVOST, Jean",68 n,,false,vol_13
"PROCESSI, Angelo",324 n,,false,vol_13
PTOLÉMÉE,40,,true,vol_13
PTOLÉMÉE,75 n,,false,vol_13
PTOLÉMÉE,413,,false,vol_13
PTOLÉMÉE,538,,true,vol_13
"PUCCI, Francesco",103,,true,vol_13
"PUCCI, Francesco",536,,true,vol_13
"PUGET, Étienne de, évêque de Marseille",49,,false,vol_13
"PUGET, Étienne de, évêque de Marseille",57-58,,false,vol_13
"PUGET, Étienne de, évêque de Marseille",58-62,,true,vol_13
"PUGET, Étienne de, évêque de Marseille",247,,false,vol_13
"PUGET, Étienne de, évêque de Marseille",465 n,,false,vol_13
"PUGET, Étienne de, évêque de Marseille",476 n,,false,vol_13
"PUGET, Étienne de, évêque de Marseille",477,,false,vol_13
"PUGET, famille",63 n,,false,vol_13
"PUTEANUS, Erycius",,"VAN DER PUT, Hendryk",false,vol_13
PYTHAGORE,536 n,,false,vol_13
"QUINTILIEN, Aristide",13 n,,false,vol_13
"RAIMONDO, Annibale",537,,true,vol_13
"RAIMUNDI, Giovanni Battista",502 n,,false,vol_13
"RAMEHINUS, Nicolaus",434 n,,false,vol_13
RAMUS [Pierre de LA RAMÉE],119,,false,vol_13
"RANGUEIL, Claude, minime",78,,false,vol_13
"RAUE, Christian",501-504,,true,vol_13
"RAUE, Christian",527,,true,vol_13
"REFUGE, Henri de",75 n,,false,vol_13
"REFUGE, Henri de",535 n,,false,vol_13
"RENALDINI, Carlo",264 n,,false,vol_13
RENÉ DE NASSAU,211,,false,vol_13
"RENIERI, Vincenzo",285,,true,vol_13
"RENIERI, Vincenzo",337,,false,vol_13
"RENIERI, Vincenzo",459,,true,vol_13
"RENIERI, Vincenzo",474,,false,vol_13
"RETZ, cardinal de",,"GONDY, Paul de",false,vol_13
"REY, Jean",143,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",28,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",134,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",148,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",151,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",170,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",244,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",250,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",262,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",278,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",287,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",342,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",373,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",428,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",450,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",461 n,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",474,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",490 n,,false,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",493,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",498,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",523,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",540,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",542,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",543,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",544,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",554,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",555,,true,vol_13
"RHEITA, Anton Maria SCHYRLE VON, capucin",576,,false,vol_13
"RICARD, Antoine",58 n,,false,vol_13
"RICCARDI, Niccolò, jésuite",432 n,,false,vol_13
"RICCI, Michelangelo, cardinal",IX,,false,vol_13
"RICCI, Michelangelo, cardinal",120 n,,false,vol_13
"RICCI, Michelangelo, cardinal",139,,false,vol_13
"RICCI, Michelangelo, cardinal",148 n,,false,vol_13
"RICCI, Michelangelo, cardinal",167,,false,vol_13
"RICCI, Michelangelo, cardinal",177,,false,vol_13
"RICCI, Michelangelo, cardinal",178-182,,true,vol_13
"RICCI, Michelangelo, cardinal",186 n,,false,vol_13
"RICCI, Michelangelo, cardinal",189,,false,vol_13
"RICCI, Michelangelo, cardinal",240,,false,vol_13
"RICCI, Michelangelo, cardinal",241,,false,vol_13
"RICCI, Michelangelo, cardinal",242 n,,false,vol_13
"RICCI, Michelangelo, cardinal",243,,false,vol_13
"RICCI, Michelangelo, cardinal",244,,false,vol_13
"RICCI, Michelangelo, cardinal",245 n,,false,vol_13
"RICCI, Michelangelo, cardinal",246 n,,false,vol_13
"RICCI, Michelangelo, cardinal",247 n,,false,vol_13
"RICCI, Michelangelo, cardinal",248 n,,false,vol_13
"RICCI, Michelangelo, cardinal",263,,true,vol_13
"RICCI, Michelangelo, cardinal",264-265,,false,vol_13
"RICCI, Michelangelo, cardinal",275,,true,vol_13
"RICCI, Michelangelo, cardinal",279-280,,true,vol_13
"RICCI, Michelangelo, cardinal",284,,false,vol_13
"RICCI, Michelangelo, cardinal",285,,true,vol_13
"RICCI, Michelangelo, cardinal",286 n,,false,vol_13
"RICCI, Michelangelo, cardinal",289-290,,true,vol_13
"RICCI, Michelangelo, cardinal",294,,true,vol_13
"RICCI, Michelangelo, cardinal",296 n,,false,vol_13
"RICCI, Michelangelo, cardinal",297 n,,false,vol_13
"RICCI, Michelangelo, cardinal",306,,true,vol_13
"RICCI, Michelangelo, cardinal",310,,true,vol_13
"RICCI, Michelangelo, cardinal",311 n,,false,vol_13
"RICCI, Michelangelo, cardinal",312,,false,vol_13
"RICCI, Michelangelo, cardinal",320,,false,vol_13
"RICCI, Michelangelo, cardinal",323,,false,vol_13
"RICCI, Michelangelo, cardinal",324,,true,vol_13
"RICCI, Michelangelo, cardinal",328-329,,true,vol_13
"RICCI, Michelangelo, cardinal",331,,false,vol_13
"RICCI, Michelangelo, cardinal",332,,false,vol_13
"RICCI, Michelangelo, cardinal",334,,true,vol_13
"RICCI, Michelangelo, cardinal",335,,true,vol_13
"RICCI, Michelangelo, cardinal",341,,true,vol_13
"RICCI, Michelangelo, cardinal",344,,true,vol_13
"RICCI, Michelangelo, cardinal",345,,true,vol_13
"RICCI, Michelangelo, cardinal",347,,false,vol_13
"RICCI, Michelangelo, cardinal",352-353,,true,vol_13
"RICCI, Michelangelo, cardinal",354,,true,vol_13
"RICCI, Michelangelo, cardinal",356-357,,true,vol_13
"RICCI, Michelangelo, cardinal",360 n,,false,vol_13
"RICCI, Michelangelo, cardinal",364 n,,false,vol_13
"RICCI, Michelangelo, cardinal",365,,false,vol_13
"RICCI, Michelangelo, cardinal",367 n,,false,vol_13
"RICCI, Michelangelo, cardinal",371,,true,vol_13
"RICCI, Michelangelo, cardinal",381,,false,vol_13
"RICCI, Michelangelo, cardinal",384,,true,vol_13
"RICCI, Michelangelo, cardinal",385-386,,true,vol_13
"RICCI, Michelangelo, cardinal",387-388,,true,vol_13
"RICCI, Michelangelo, cardinal",389-390,,true,vol_13
"RICCI, Michelangelo, cardinal",391,,false,vol_13
"RICCI, Michelangelo, cardinal",392,,true,vol_13
"RICCI, Michelangelo, cardinal",393-394,,true,vol_13
"RICCI, Michelangelo, cardinal",395-397,,true,vol_13
"RICCI, Michelangelo, cardinal",400 n,,false,vol_13
"RICCI, Michelangelo, cardinal",401,,true,vol_13
"RICCI, Michelangelo, cardinal",405,,true,vol_13
"RICCI, Michelangelo, cardinal",406,,false,vol_13
"RICCI, Michelangelo, cardinal",416-418,,true,vol_13
"RICCI, Michelangelo, cardinal",423-425,,true,vol_13
"RICCI, Michelangelo, cardinal",426,,false,vol_13
"RICCI, Michelangelo, cardinal",429-430,,true,vol_13
"RICCI, Michelangelo, cardinal",440-441,,true,vol_13
"RICCI, Michelangelo, cardinal",452-453,,true,vol_13
"RICCI, Michelangelo, cardinal",459,,true,vol_13
"RICCI, Michelangelo, cardinal",469-470,,true,vol_13
"RICCI, Michelangelo, cardinal",471-472,,true,vol_13
"RICCI, Michelangelo, cardinal",473,,false,vol_13
"RICCI, Michelangelo, cardinal",474,,false,vol_13
"RICCI, Michelangelo, cardinal",481,,false,vol_13
"RICCI, Michelangelo, cardinal",483-484,,true,vol_13
"RICCI, Michelangelo, cardinal",493,,true,vol_13
"RICCI, Michelangelo, cardinal",494 n,,false,vol_13
"RICCI, Michelangelo, cardinal",495,,true,vol_13
"RICCI, Michelangelo, cardinal",496,,true,vol_13
"RICCI, Michelangelo, cardinal",506 n,,false,vol_13
"RICCI, Michelangelo, cardinal",539 n,,false,vol_13
"RICCI, Michelangelo, cardinal",553,,true,vol_13
"RICCI, Michelangelo, cardinal",554,,true,vol_13
"RICCI, Michelangelo, cardinal",555,,true,vol_13
"RICCIOLI, Giovanni Battista, jésuite",432,,true,vol_13
"RICCIOLI, Giovanni Battista, jésuite",433 n,,false,vol_13
"RICCIOLI, Giovanni Battista, jésuite",436,,true,vol_13
"RICCIOLI, Giovanni Battista, jésuite",450,,false,vol_13
"RICHARD, Claude, jésuite",536,,true,vol_13
"RICHARD, Michel",211 n,,false,vol_13
"RICHELIEU, Alphonse de, cardinal",555,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",3,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",5,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",88,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",124,,true,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",125 n,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",174,,true,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",224 n,,false,vol_13
"RICHELIEU, Armand Jean DUPLESSIS, duc de, cardinal",502 n,,false,vol_13
"RIEMER, Otto",519 n,,false,vol_13
"RIVAULT, Florent",74 n,,false,vol_13
"RIVET, André",32 n,,false,vol_13
"RIVET, André",38-41,,true,vol_13
"RIVET, André",76 n,,false,vol_13
"RIVET, André",89-92,,true,vol_13
"RIVET, André",96,,true,vol_13
"RIVET, André",100,,true,vol_13
"RIVET, André",101,,true,vol_13
"RIVET, André",102-106,,true,vol_13
"RIVET, André",107,,false,vol_13
"RIVET, André",109,,true,vol_13
"RIVET, André",111,,true,vol_13
"RIVET, André",121,,false,vol_13
"RIVET, André",134 n,,false,vol_13
"RIVET, André",153,,false,vol_13
"RIVET, André",157 n,,false,vol_13
"RIVET, André",174,,true,vol_13
"RIVET, André",192,,true,vol_13
"RIVET, André",223-224,,true,vol_13
"RIVET, André",230 n,,false,vol_13
"RIVET, André",234 n,,false,vol_13
"RIVER [de MONTDEVIS], Claude",41 n,,false,vol_13
"RIVER [de MONTDEVIS], Claude",91,,true,vol_13
"RIVER [de MONTDEVIS], Claude",103,,true,vol_13
"RIVER [de MONTDEVIS], Claude",525,,true,vol_13
"ROBERTI, G. M.",43 n,,false,vol_13
"ROBERTI, G. M.",44 n,,false,vol_13
"ROBERTI, G. M.",46 n,,false,vol_13
"ROBERTI, G. M.",279 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",11,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",12,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",14,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",15 n sq.,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",26 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",35 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",83,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",84 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",86 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",113,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",114,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",116,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",117 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",118,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",119,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",120,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",129,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",140,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",141-142,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",161,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",166-167,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",165,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",166,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",172 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",185,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",187 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",188,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",195 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",222,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",227,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",243,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",269,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",285 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",286,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",288,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",296,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",297 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",298 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",302 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",303,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",311,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",324 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",331,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",333,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",337,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",341 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",343,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",344,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",345,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",347,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",348 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",349,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",350,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",351,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",371 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",376,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",377 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",378,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",379,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",380,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",381-383,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",387,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",392,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",395,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",396,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",401 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",413 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",414-415,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",420,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",424,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",426,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",435 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",443,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",447,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",448,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",450,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",463,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",466,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",469,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",471,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",480 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",481,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",483,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",484,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",485-486,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",494,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",497 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",499,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",500,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",505 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",506,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",512 n,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",523,,false,vol_13
"ROBERVAL, Gilles PERSONNE DE",553,,true,vol_13
"ROBERVAL, Gilles PERSONNE DE",555,,true,vol_13
"ROBIN, Léon",81 n,,false,vol_13
"ROCCA, Angelo, augustinien",317,,true,vol_13
"ROCCA, Giannantonio",12 n,,false,vol_13
"ROCCA, Giannantonio",131,,false,vol_13
"ROCCA, Giannantonio",245 n,,false,vol_13
"ROCCA, Giannantonio",392 n,,false,vol_13
"ROCCA, Giannantonio",420,,true,vol_13
"ROCHOT, Bernard",IX,,false,vol_13
"ROCHOT, Bernard",7,,false,vol_13
"ROCHOT, Bernard",12 n,,false,vol_13
"ROCHOT, Bernard",30 n,,false,vol_13
"ROCHOT, Bernard",31,,false,vol_13
"ROCHOT, Bernard",73 n,,false,vol_13
"ROCHOT, Bernard",535 n,,false,vol_13
"ROHAN, duchesse de",547,,false,vol_13
"ROMOLES, J.",97-99,,true,vol_13
"RONCA, général des Minimes",43 n,,false,vol_13
"RONCHI, Vasco",245,,false,vol_13
"RONCHI, Vasco",543 n,,false,vol_13
"ROSE, Paul Lawrence",75 n,,false,vol_13
"ROSE, Paul Lawrence",242 n,,false,vol_13
"ROSEN, Edward",544 n,,false,vol_13
"ROTH, Léon",25,,false,vol_13
"ROTH, Léon",29,,false,vol_13
"ROUSSENOT, notaire",5,,false,vol_13
