name,page_number,reference,is_bold,volume
"Estiennes (les), impr.",201 n,,false,vol_10
"Estiennes (les), impr.",797,,true,vol_10
Espagnet (Ét. d’),566,,true,vol_10
Euclide,438,,true,vol_10
Euclide,444,,false,vol_10
Euclide,458,,true,vol_10
Euclide,634 sq.,,false,vol_10
Euclide,702 n,,false,vol_10
Euclide,800,,true,vol_10
Euclide,820,,false,vol_10
Euler (Léonard),95,,false,vol_10
Eusèbe de Saint-Just,,Durelle,false,vol_10
Eustache de Saint-Paul (le Frère),117,,true,vol_10
Eustache de Saint-Paul (le Frère),224 à 227,,true,vol_10
Eustache de Saint-Paul (le Frère),300,,true,vol_10
Eustache de Saint-Paul (le Frère),330,,false,vol_10
Eustache de Saint-Paul (le Frère),425,,false,vol_10
Eustache de Saint-Paul (le Frère),823,,true,vol_10
Ézéchiel,270,,false,vol_10
Ézéchiel,744,,true,vol_10
"Fabricius (Jean), soc.",723,,false,vol_10
"Fabricius (Jean), soc.",741 n,,false,vol_10
"Fabricius (Jean), soc.",810,,false,vol_10
Fabroni,812 n,,false,vol_10
Farnezi (le P.),,"Fernesi, 149, 396",false,vol_10
"Fatio (Henry), collectionneur",718,,false,vol_10
Fermat (Pierre de),68,,false,vol_10
Fermat (Pierre de),93-95,,true,vol_10
Fermat (Pierre de),162,,false,vol_10
Fermat (Pierre de),169,,true,vol_10
Fermat (Pierre de),210,,false,vol_10
Fermat (Pierre de),298,,true,vol_10
Fermat (Pierre de),302,,false,vol_10
Fermat (Pierre de),348-355,,true,vol_10
Fermat (Pierre de),428 n,,false,vol_10
Fermat (Pierre de),496 n,,false,vol_10
Fermat (Pierre de),520 n,,false,vol_10
Fermat (Pierre de),530,,true,vol_10
Fermat (Pierre de),565-567,,true,vol_10
Fermat (Pierre de),610,,false,vol_10
Fermat (Pierre de),633,,true,vol_10
Fermat (Pierre de),653-661,,true,vol_10
Fermat (Pierre de),664,,false,vol_10
Fermat (Pierre de),700 n,,false,vol_10
Fermat (Pierre de),762,,false,vol_10
Fermat (Pierre de),789 n,,false,vol_10
Fermat (Pierre de),792 n,,false,vol_10
Fermat (Pierre de),831,,false,vol_10
Ferrier (Jean),534 n,,false,vol_10
Fizeau (Hippolyte),430 n,,false,vol_10
Fludd (Robert),99,,false,vol_10
Fludd (Robert),301,,false,vol_10
Fludd (Robert),304 sq.,,true,vol_10
Fludd (Robert),639 n,,false,vol_10
Fludd (Robert),809 n,,false,vol_10
"Foix (François de Foix, comte de Candalle)",13 n,,false,vol_10
Forster (Caspar),743,,true,vol_10
Foucault (Léon),16,,false,vol_10
Foucher de Careil,235,,false,vol_10
Fournier (le P. Georges),13 n,,false,vol_10
Fournier (le P. Georges),182,,false,vol_10
Fournier (le P. Georges),230,,false,vol_10
Franck (dictionn. de),734,,false,vol_10
Francken (Christian),746,,true,vol_10
Freherus (Marcus),158,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),68,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),93-95,,true,vol_10
Frenicle (Bernard Frenicle de Bessy),162,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),179 n,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),230,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),348 sq.,,true,vol_10
Frenicle (Bernard Frenicle de Bessy),352 n,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),354,,true,vol_10
Frenicle (Bernard Frenicle de Bessy),565 n,,false,vol_10
Frenicle (Bernard Frenicle de Bessy),653-661,,true,vol_10
Gaignières (Aimé de),42 n,,false,vol_10
Gaignières (Aimé de),132 n,,false,vol_10
Gaignières (Aimé de),274,,false,vol_10
Galien,280 sq.,,true,vol_10
Galien,459,,true,vol_10
Galien,478,,true,vol_10
Galien,649,,true,vol_10
Galilée,13 n,,false,vol_10
Galilée,15,,false,vol_10
Galilée,69,,false,vol_10
Galilée,74 n,,false,vol_10
Galilée,91,,false,vol_10
Galilée,105,,false,vol_10
Galilée,106,,false,vol_10
Galilée,108 n,,false,vol_10
Galilée,110 n,,false,vol_10
Galilée,118 n,,false,vol_10
Galilée,128,,false,vol_10
Galilée,130 n,,false,vol_10
Galilée,131,,false,vol_10
Galilée,155 n,,false,vol_10
Galilée,158,,false,vol_10
Galilée,162,,true,vol_10
Galilée,179,,false,vol_10
Galilée,213,,false,vol_10
Galilée,225 n,,false,vol_10
Galilée,230 sq.,,false,vol_10
Galilée,328 n et t.,,false,vol_10
Galilée,373,,true,vol_10
Galilée,433,,false,vol_10
Galilée,503 n,,false,vol_10
Galilée,520,,true,vol_10
Galilée,578,,false,vol_10
Galilée,579 sq.,,true,vol_10
Galilée,630,,true,vol_10
Galilée,711-713,,true,vol_10
Galilée,714,,true,vol_10
Galilée,751 sq.,,true,vol_10
Galilée,793 sq.,,true,vol_10
Galilée,813 n,,false,vol_10
Galilée,845 n,,false,vol_10
Gantez (Annibal),402 n,,false,vol_10
Gassend (Pierre),15 sq.,,false,vol_10
Gassend (Pierre),77,,false,vol_10
Gassend (Pierre),80 sq.,,false,vol_10
Gassend (Pierre),126,,false,vol_10
Gassend (Pierre),135 n,,false,vol_10
Gassend (Pierre),179 sq.,,false,vol_10
Gassend (Pierre),181 n,,false,vol_10
Gassend (Pierre),230,,false,vol_10
Gassend (Pierre),265 n,,false,vol_10
Gassend (Pierre),322 (cf. 321),,false,vol_10
Gassend (Pierre),357 n,,false,vol_10
Gassend (Pierre),367 n,,false,vol_10
Gassend (Pierre),373 n,,false,vol_10
Gassend (Pierre),374,,false,vol_10
Gassend (Pierre),440 n sq.,,false,vol_10
Gassend (Pierre),444 n,,false,vol_10
Gassend (Pierre),449,,false,vol_10
Gassend (Pierre),530 n,,false,vol_10
Gassend (Pierre),538,,false,vol_10
Gassend (Pierre),586 sq.,,true,vol_10
Gassend (Pierre),627 n,,false,vol_10
Gassend (Pierre),629,,true,vol_10
Gassend (Pierre),640 sq.,,true,vol_10
Gassend (Pierre),642,,true,vol_10
Gassend (Pierre),662,,false,vol_10
Gassend (Pierre),672,,false,vol_10
Gassend (Pierre),674,,false,vol_10
Gassend (Pierre),675,,true,vol_10
Gassend (Pierre),677,,false,vol_10
Gassend (Pierre),681 n,,false,vol_10
Gassend (Pierre),687 sq.,,true,vol_10
Gassend (Pierre),689,,false,vol_10
Gassend (Pierre),690 sq.,,true,vol_10
Gassend (Pierre),697 n,,false,vol_10
Gassend (Pierre),723 n,,false,vol_10
Gassend (Pierre),725,,true,vol_10
Gassend (Pierre),729,,true,vol_10
Gassend (Pierre),730 n,,false,vol_10
Gassend (Pierre),731,,true,vol_10
Gassend (Pierre),814,,false,vol_10
Gaudais (?),72 n,,false,vol_10
Gaultier (Joseph),15,,false,vol_10
Gaultier (Joseph),180 n,,false,vol_10
Geoffroy (Jean-Bapt.),62-66,,true,vol_10
Gerson (François),722,,false,vol_10
"Gibieuf (le P. Guill.), orat.",116,,true,vol_10
"Gibieuf (le P. Guill.), orat.",233 sq.,,false,vol_10
"Gibieuf (le P. Guill.), orat.",235 n,,false,vol_10
"Gibieuf (le P. Guill.), orat.",361,,false,vol_10
"Gibieuf (le P. Guill.), orat.",580 n,,false,vol_10
"Gibieuf (le P. Guill.), orat.",584,,true,vol_10
"Gibieuf (le P. Guill.), orat.",674,,true,vol_10
"Gibieuf (le P. Guill.), orat.",676 n,,false,vol_10
"Gibieuf (le P. Guill.), orat.",693 sq.,,true,vol_10
"Gibieuf (le P. Guill.), orat.",695 n,,false,vol_10
"Gibieuf (le P. Guill.), orat.",697 n,,false,vol_10
Gilbert (William),58,,false,vol_10
Gilbert (William),129,,false,vol_10
Gilbert (William),365,,true,vol_10
Gilbert (William),845,,false,vol_10
Gilbert (Philippe),180 n,,false,vol_10
Gillot (Jean),409,,true,vol_10
Gilson (Étienne),199,,false,vol_10
Gilson (Étienne),331 sq.,,false,vol_10
Gilson (Étienne),735,,false,vol_10
Girard (Albert),354,,false,vol_10
Gloriosi (Camille),792,,true,vol_10
"Godeau, év. de Grasse",258 n,,false,vol_10
"Godeau, év. de Grasse",508,,true,vol_10
"Godeau, év. de Grasse",632,,true,vol_10
Gohier (ou Goyer),339,,true,vol_10
Gohier (ou Goyer),721 (?),,true,vol_10
Gohier (ou Goyer),757,,true,vol_10
Golius (J.),510 n,,false,vol_10
Golius (J.),586 n,,false,vol_10
Golius (J.),714,,true,vol_10
Golius (J.),846 n,,false,vol_10
Gomarus (François),755,,true,vol_10
Gouy (Jacques de),258-262,,true,vol_10
Gouy (Jacques de),265,,true,vol_10
Gouy (Jacques de),401 et n,,true,vol_10
Gouy (Jacques de),405,,true,vol_10
Gouy (Jacques de),411 sq.,,true,vol_10
Gouy (Jacques de),414,,false,vol_10
Gouy (Jacques de),418 n,,false,vol_10
"Grandamy (le P. Jacques), jés.",845,,false,vol_10
"Grandamy (le P. Jacques), jés.",848 à 852,,false,vol_10
"Grégoire XIII, pape",802,,false,vol_10
Grisi (le P. Salvatore),812,,true,vol_10
Gronovius,295 n,,false,vol_10
Gronovius,775 n,,false,vol_10
Groot (Hugo de) ou Grotius,216 sq.,,true,vol_10
Groot (Hugo de) ou Grotius,220,,true,vol_10
Groot (Hugo de) ou Grotius,284 n,,false,vol_10
Groot (Hugo de) ou Grotius,285,,true,vol_10
Groot (Hugo de) ou Grotius,289 sq.,,true,vol_10
Groot (Hugo de) ou Grotius,294,,true,vol_10
Groot (Hugo de) ou Grotius,296,,false,vol_10
Groot (Hugo de) ou Grotius,335,,true,vol_10
Groot (Hugo de) ou Grotius,338,,true,vol_10
Groot (Hugo de) ou Grotius,723,,false,vol_10
Groot (Hugo de) ou Grotius,727 n,,false,vol_10
Groot (Hugo de) ou Grotius,740,,false,vol_10
Groot (Hugo de) ou Grotius,758 n,,false,vol_10
Groot (Hugo de) ou Grotius,766,,true,vol_10
Groot (Hugo de) ou Grotius,771 sq.,,true,vol_10
Groot (Hugo de) ou Grotius,775 n,,false,vol_10
Groot (Hugo de) ou Grotius,776,,true,vol_10
Groot (Hugo de) ou Grotius,796,,true,vol_10
Groot (Hugo de) ou Grotius,798 n,,false,vol_10
Groot (Hugo de) ou Grotius,800 sq.,,true,vol_10
Groot (Hugo de) ou Grotius,802,,false,vol_10
Groot (Hugo de) ou Grotius,807,,false,vol_10
Groot (Hugo de) ou Grotius,817,,false,vol_10
Guérard,743 n,,false,vol_10
Gueroult (Martial),346 n,,false,vol_10
Guevara (Jean de),107,,false,vol_10
Guillaume II d’Orange (fils de Fréd.-Henri),161 n,,false,vol_10
Guiraud (Claude),82 (cf. 78),,false,vol_10
Guiraud (Claude),124 sq.,,false,vol_10
Guiraud (Claude),126,,false,vol_10
Guiraud (Claude),169,,true,vol_10
Guiraud (Claude),230 (cf. 227),,false,vol_10
Guiraud (Claude),548,,false,vol_10
Guiraud (Claude),565 et n,,true,vol_10
Guiraud (Claude),633 n,,false,vol_10
"Guldin (Paul), jés.",110 sq.,,false,vol_10
Gurhauer,727 n,,false,vol_10
Haack (ou Haak) (Théodore),64 n,,false,vol_10
Haack (ou Haak) (Théodore),68 n,,false,vol_10
Haack (ou Haak) (Théodore),87 n,,false,vol_10
Haack (ou Haak) (Théodore),215 n,,false,vol_10
Haack (ou Haak) (Théodore),220 n,,false,vol_10
Haack (ou Haak) (Théodore),263,,false,vol_10
Haack (ou Haak) (Théodore),265 n,,false,vol_10
Haack (ou Haak) (Théodore),269,,true,vol_10
Haack (ou Haak) (Théodore),300 n,,false,vol_10
Haack (ou Haak) (Théodore),304 sqq.,,true,vol_10
Haack (ou Haak) (Théodore),610,,false,vol_10
Haack (ou Haak) (Théodore),725-735,,true,vol_10
Habert de Cerisy (Germain),242,,false,vol_10
Hakluyt (Richard),732,,false,vol_10
Hall (Joseph),294,,false,vol_10
Hara (Kokiti),257 n,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",272 sq.,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",535 n,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",593 n,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",633,,true,vol_10
"Hardy (Claude ; et son père, Sébastien)",705 sq.,,true,vol_10
"Hardy (Claude ; et son père, Sébastien)",727 n,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",762,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",812 sq.,,false,vol_10
"Hardy (Claude ; et son père, Sébastien)",880,,false,vol_10
Hartlib (Samuel),64 n,,false,vol_10
Hartlib (Samuel),263,,false,vol_10
Hartlib (Samuel),273,,false,vol_10
Hartlib (Samuel),735,,false,vol_10
Hauréau (J.-Barthélemy),706 n,,true,vol_10
"Hayneuve (le P.), jés.",83 sq.,,true,vol_10
"Hayneuve (le P.), jés.",100 n,,true,vol_10
"Hayneuve (le P.), jés.",103,,true,vol_10
"Hayneuve (le P.), jés.",168 et n,,true,vol_10
"Hayneuve (le P.), jés.",183,,true,vol_10
"Hayneuve (le P.), jés.",324 n,,true,vol_10
Heinsius (Daniel),17,,true,vol_10
Heinsius (Daniel),204,,true,vol_10
Heinsius (Daniel),327,,true,vol_10
Heinsius (Daniel),719,,true,vol_10
Heinsius (Daniel),772,,true,vol_10
Heinsius (Daniel),800,,true,vol_10
Henry VII d’Angleterre,732,,true,vol_10
Henry II de Bourbon,468 n,,true,vol_10
Henry (Charles),93,,true,vol_10
Hérigone (Pierre),67,,true,vol_10
Hérigone (Pierre),711,,true,vol_10
Hérigone (Pierre),752,,true,vol_10
Hérigone (Pierre),789,,true,vol_10
Hérigone (Pierre),795,,true,vol_10
Herbert de Cherbury,,Cherbury,false,vol_10
"Hilduin, abbé de Saint-Denis",719 n,,true,vol_10
Hippocrate,192,,true,vol_10
Hippocrate,459,,true,vol_10
Hobbes (Thomas),98 n,,true,vol_10
Hobbes (Thomas),104 n,,true,vol_10
Hobbes (Thomas),180 n,,true,vol_10
Hobbes (Thomas),210-212,,true,vol_10
Hobbes (Thomas),230,,true,vol_10
Hobbes (Thomas),326 n,,true,vol_10
Hobbes (Thomas),360,,true,vol_10
Hobbes (Thomas),406 n,,true,vol_10
Hobbes (Thomas),409,,true,vol_10
Hobbes (Thomas),420,,true,vol_10
Hobbes (Thomas),422,,true,vol_10
Hobbes (Thomas),426-433,,true,vol_10
Hobbes (Thomas),435,,true,vol_10
Hobbes (Thomas),453 sq.,,true,vol_10
Hobbes (Thomas),487-500,,true,vol_10
Hobbes (Thomas),501-506,,true,vol_10
Hobbes (Thomas),511-516,,true,vol_10
Hobbes (Thomas),523 sqq.,,true,vol_10
Hobbes (Thomas),544 sq.,,true,vol_10
Hobbes (Thomas),548,,true,vol_10
Hobbes (Thomas),568-577,,true,vol_10
Hobbes (Thomas),584 sq.,,true,vol_10
Hobbes (Thomas),588-591,,true,vol_10
Hobbes (Thomas),644 n,,true,vol_10
Hobbes (Thomas),683 n,,true,vol_10
Hobbes (Thomas),728,,true,vol_10
Hobbes (Thomas),786 n,,true,vol_10
Hobbes (Thomas),834,,true,vol_10
Hogelande (Cornelis van Hoogheland),166,,true,vol_10
Hogelande (Cornelis van Hoogheland),323,,true,vol_10
Holstenius (L.),200 n,,true,vol_10
Homère,801,,true,vol_10
Homère,830,,true,vol_10
Horace,754,,true,vol_10
Hortensius,504,,true,vol_10
Huebner (ou Hübner) (Joachim),99,,true,vol_10
Huebner (ou Hübner) (Joachim),304-306,,true,vol_10
Huebner (ou Hübner) (Joachim),727-735,,true,vol_10
Huebner (ou Hübner) (Joachim),761 n,,true,vol_10
Hugues (l’abbé d’),538,,true,vol_10
Huygens (Constantin),1,,true,vol_10
Huygens (Constantin),2,,true,vol_10
Huygens (Constantin),4-5,,true,vol_10
Huygens (Constantin),17,,true,vol_10
Huygens (Constantin),18,,true,vol_10
Huygens (Constantin),19 n,,true,vol_10
Huygens (Constantin),20,,true,vol_10
Huygens (Constantin),36,,true,vol_10
Huygens (Constantin),41,,true,vol_10
Huygens (Constantin),45 n,,true,vol_10
Huygens (Constantin),46 n,,true,vol_10
Huygens (Constantin),92,,true,vol_10
Huygens (Constantin),101,,true,vol_10
Huygens (Constantin),102 n,,true,vol_10
Huygens (Constantin),112-114,,true,vol_10
Huygens (Constantin),118 n,,true,vol_10
Huygens (Constantin),160 sq.,,true,vol_10
Huygens (Constantin),166 n,,true,vol_10
Huygens (Constantin),169,,true,vol_10
Huygens (Constantin),178,,true,vol_10
Huygens (Constantin),190,,true,vol_10
Huygens (Constantin),200,,true,vol_10
Huygens (Constantin),204,,true,vol_10
Huygens (Constantin),205-207,,true,vol_10
Huygens (Constantin),208 sq.,,true,vol_10
Huygens (Constantin),216,,true,vol_10
Huygens (Constantin),220 n,,true,vol_10
Huygens (Constantin),224 n,,true,vol_10
Huygens (Constantin),226 n,,true,vol_10
Huygens (Constantin),227,,true,vol_10
Huygens (Constantin),228,,true,vol_10
Huygens (Constantin),232,,true,vol_10
Huygens (Constantin),236-249,,true,vol_10
Huygens (Constantin),254,,true,vol_10
Huygens (Constantin),255,,true,vol_10
Huygens (Constantin),258,,true,vol_10
Huygens (Constantin),259 n,,true,vol_10
Huygens (Constantin),290,,true,vol_10
Huygens (Constantin),327 sq.,,true,vol_10
Huygens (Constantin),332,,true,vol_10
Huygens (Constantin),335,,true,vol_10
Huygens (Constantin),398 sq.,,true,vol_10
Huygens (Constantin),402,,true,vol_10
Huygens (Constantin),405,,true,vol_10
Huygens (Constantin),406 sq.,,true,vol_10
Huygens (Constantin),408-410,,true,vol_10
Huygens (Constantin),411-413,,true,vol_10
Huygens (Constantin),414,,true,vol_10
Huygens (Constantin),416 sq.,,true,vol_10
Huygens (Constantin),420,,true,vol_10
Huygens (Constantin),422,,true,vol_10
Huygens (Constantin),428,,true,vol_10
Huygens (Constantin),442 n,,true,vol_10
Huygens (Constantin),450 sq.,,true,vol_10
Huygens (Constantin),517 sq.,,true,vol_10
Huygens (Constantin),521,,true,vol_10
Huygens (Constantin),534 n,,true,vol_10
Huygens (Constantin),537,,true,vol_10
Huygens (Constantin),630,,true,vol_10
Huygens (Constantin),632,,true,vol_10
Huygens (Constantin),674 n,,true,vol_10
Huygens (Constantin),685 sq.,,true,vol_10
Huygens (Constantin),696 sq.,,true,vol_10
Huygens (Constantin),710,,true,vol_10
Huygens (Constantin),714,,true,vol_10
Huygens (Constantin),719 n,,true,vol_10
Huygens (Constantin),754 n,,true,vol_10
Huygens (Constantin),756 sq.,,true,vol_10
Huygens (Constantin),758,,true,vol_10
Huygens (Constantin),763 sq.,,true,vol_10
Huygens (Constantin),768,,true,vol_10
Huygens (Constantin),781 n,,true,vol_10
Huygens (Constantin),798,,true,vol_10
Huygens (Constantin),800,,true,vol_10
Huygens (Constantin),815,,true,vol_10
Huygens (Constantin),816-818,,true,vol_10
Huygens (Constantin),830,,true,vol_10
Huygens (Constantin),846,,true,vol_10
Huygens (Christian),80,,true,vol_10
Huygens (Christian),535,,true,vol_10
Huygens (Christian),587 n,,true,vol_10
Huygens (Christian),762,,true,vol_10
Huygens (Christian),845,,true,vol_10
Huygens (Christian),846,,true,vol_10
Hyperaspistes (?),691 sq.,,true,vol_10
Hyperaspistes (?),759,,true,vol_10
Hyperaspistes (?),760,,true,vol_10
Hyperaspistes (?),781,,true,vol_10
Ignace d’Antioche (Saint),774,,true,vol_10
Ignace d’Antioche (Saint),798,,true,vol_10
Impressions du Louvre,201 sq.,,true,vol_10
Impressions du Louvre,721,,true,vol_10
Impressions du Louvre,754,,true,vol_10
"Ingold (le P.), orat.",361 n,,true,vol_10
Itard (Jean),88 n,,true,vol_10
Itard (Jean),95 n,,true,vol_10
Itard (Jean),111,,true,vol_10
Itard (Jean),120 n sq.,,true,vol_10
Itard (Jean),535,,true,vol_10
Itard (Jean),634 n,,true,vol_10
Itard (Jean),653 n,,true,vol_10
Itard (Jean),880,,true,vol_10
Iwanicki (J.),362 sq.,,true,vol_10
Iwanicki (J.),443 n sq.,,true,vol_10
"Jacques (Saint), ap.",775,,true,vol_10
Jacquot (J.),98 n,,true,vol_10
Jacquot (J.),397,,true,vol_10
Jacquot (J.),576,,true,vol_10
Jacquot (J.),734,,true,vol_10
Jansénius (Corn. Jansen),284,,true,vol_10
Jansénius (Corn. Jansen),293,,true,vol_10
Jansénius (Corn. Jansen),333,,true,vol_10
Jansénius (Corn. Jansen),672,,true,vol_10
Jansénius (Corn. Jansen),675,,true,vol_10
Jansénius (Corn. Jansen),802,,true,vol_10
"Jean IV, roi de Portugal",409 n,,true,vol_10
"Jean (Saint), évangéliste",483,,true,vol_10
"Jonckbloet (et Land), musicographes",92 n,,true,vol_10
"Jonckbloet (et Land), musicographes",250,,true,vol_10
"Jonckbloet (et Land), musicographes",258 n,,true,vol_10
"Jonckbloet (et Land), musicographes",416,,true,vol_10
Junius (François du Jonc),221,,true,vol_10
Junius (François du Jonc),291,,true,vol_10
"Jungius, de Hambourg",569 n,,true,vol_10
Juvénal,754,,true,vol_10
Keckermann (Bartol.),294,,true,vol_10
Kepler (Jean),365,,true,vol_10
Kepler (Jean),597 n,,true,vol_10
"Kircher (Athanase), jés.",129 sq.,,true,vol_10
"Kircher (Athanase), jés.",182,,true,vol_10
"Kircher (Athanase), jés.",274,,true,vol_10
"Kircher (Athanase), jés.",730,,true,vol_10
"Kircher (Athanase), jés.",792,,true,vol_10
"Kircher (Athanase), jés.",847 n,,true,vol_10
Knowlson (J.),Avertissement,,false,vol_10
Knowlson (J.),263 n,,true,vol_10
Knowlson (J.),300 n,,true,vol_10
Knowlson (J.),709 n,,true,vol_10
Komensky,,Comenius,false,vol_10
Koyré (Alexandre),179 n,,true,vol_10
Koyré (Alexandre),432 n,,true,vol_10
Kunrath (Henri),301,,true,vol_10
Kvačala,304,,true,vol_10
Kvačala,678 n,,true,vol_10
Kvačala,725,,true,vol_10
Kvačala,734 n,,true,vol_10
La Barde (le P. de),674,,true,vol_10
La Barde (le P. de),693,,true,vol_10
La Barde (le P. de),694,,true,vol_10
La Chambre (Marin Cureau de),101,,true,vol_10
La Chambre (Marin Cureau de),170,,true,vol_10
La Chambre (Marin Cureau de),190,,true,vol_10
La Chambre (Marin Cureau de),221,,true,vol_10
La Chambre (Marin Cureau de),290,,true,vol_10
La Chambre (Marin Cureau de),438,,true,vol_10
La Charlonye (Gabriel de),261 n,,true,vol_10
Lachèvre (Fréd.),534 n,,true,vol_10
Lacombe (le P. J. ?),6-16,,true,vol_10
Lacombe (le P. J. ?),106 n,,true,vol_10
Lacombe (le P. J. ?),123 et n sq.,,true,vol_10
Lacombe (le P. J. ?),133-149,,true,vol_10
Lacombe (le P. J. ?),173 n,,true,vol_10
Lacombe (le P. J. ?),175 sq.,,true,vol_10
Lacombe (le P. J. ?),374 n,,true,vol_10
Lacombe (le P. J. ?),375,,true,vol_10
Lacombe (le P. J. ?),529 n,,true,vol_10
Lacoarret (Marie),639 n,,true,vol_10
Laleu,,Yvon,false,vol_10
La Meilleraye,720 n,,true,vol_10
La Mothe-Le Vayer (François de),170 et n. 3,,true,vol_10
La Mothe-Le Vayer (François de),221,,true,vol_10
La Mothe-Le Vayer (François de),290,,true,vol_10
La Mothe-Le Vayer (François de),798 et n. 9,,true,vol_10
La Mothe-Le Vayer (François de),802,,false,vol_10
Lansbergius (Phil. von Landsberg),105,,true,vol_10
Lansbergius (Phil. von Landsberg),793,,true,vol_10
"Laud (Will.), arch. de Cantorbery",289,,true,vol_10
"Laud (Will.), arch. de Cantorbery",336,,true,vol_10
"Laud (Will.), arch. de Cantorbery",632,,true,vol_10
"Launoy (Jean de), ou Launay",200,,true,vol_10
"Launoy (Jean de), ou Launay",294,,true,vol_10
"Launoy (Jean de), ou Launay",674,,true,vol_10
"Launoy (Jean de), ou Launay",676 n,,true,vol_10
"Launoy (Jean de), ou Launay",693-695,,true,vol_10
"Launoy (Jean de), ou Launay",719,,true,vol_10
"Launoy (Jean de), ou Launay",722,,true,vol_10
"Launoy (Jean de), ou Launay",755,,true,vol_10
"Launoy (Jean de), ou Launay",757,,true,vol_10
"Launoy (Jean de), ou Launay",772,,true,vol_10
"Launoy (Jean de), ou Launay",774,,true,vol_10
"Launoy (Jean de), ou Launay",799 sq.,,true,vol_10
"Launoy (Jean de), ou Launay",803,,false,vol_10
Laurenberg (Jean),266,,true,vol_10
Lazare (Saint),772,,true,vol_10
"Le Blanc (Philippe Blanc, ou Le), médecin à Valence ou Lyon",639,,true,vol_10
"Le Blanc (Philippe Blanc, ou Le), médecin à Valence ou Lyon",698,,true,vol_10
"Le Blanc (Philippe Blanc, ou Le), médecin à Valence ou Lyon",705,,true,vol_10
Lefèvre d'Étaples (J.),634,,true,vol_10
Legendre (A.-M.),354,,true,vol_10
Legrand,426 n,,false,vol_10
Legrand,759,,true,vol_10
Leibniz,671,,false,vol_10
Leibniz,678,,false,vol_10
"Le Maire (Jean), ingénieur",41 n,,false,vol_10
"Le Maire (Jean), ingénieur",43 n,,false,vol_10
"Le Maire (Jean), ingénieur",45 n,,false,vol_10
"Le Maire (Jean), ingénieur",258 n,,false,vol_10
"Le Maire (Jean), ingénieur",264 sq.,,true,vol_10
"Le Maire (Jean), ingénieur",271,,false,vol_10
"Le Maire (Jean), ingénieur",273,,false,vol_10
L'Empereur (Constantin),773,,true,vol_10
Lenfant (Jacques),126,,false,vol_10
Lenglet du Fresnoy (Nic.),201 n,,false,vol_10
Lenoble (Robert),82 n,,false,vol_10
Lenoble (Robert),173 n,,false,vol_10
Lenoble (Robert),181 n,,false,vol_10
Lenoble (Robert),182,,false,vol_10
Lenoble (Robert),302 sq.,,true,vol_10
Lenoble (Robert),375,,false,vol_10
Lenoble (Robert),449,,false,vol_10
Lenoble (Robert),535,,false,vol_10
Lenoble (Robert),641 n,,true,vol_10
Lenoble (Robert),726 n,,false,vol_10
Lenoble (Robert),767 n,,true,vol_10
Lenoble (Robert),796 n,,true,vol_10
Lenoble (Robert),811,,false,vol_10
Lenoble (Robert),880,,false,vol_10
"Le Riche, musicien à Sens",47 sq.,,true,vol_10
Lesure (François),42 n,,false,vol_10
Le Tenneur (Jacq.-Alex.),99,,false,vol_10
Le Tenneur (Jacq.-Alex.),103 n,,false,vol_10
Le Tenneur (Jacq.-Alex.),438,,true,vol_10
Le Tenneur (Jacq.-Alex.),812 sq.,,true,vol_10
Leuschel,747,,true,vol_10
"Le Vasseur (Nicolas, sʳ d'Etiolles)",120,,true,vol_10
Liceti (Fortunio),80 sq.,,false,vol_10
Liceti (Fortunio),322,,false,vol_10
Liceti (Fortunio),793,,true,vol_10
Liebault (Jean),563,,true,vol_10
Lucrèce,181,,false,vol_10
Lucrèce,368,,true,vol_10
Lucrèce,372,,true,vol_10
Lucrèce,621,,true,vol_10
"Luillier (Fr.), ou Lhuillier",81 n,,false,vol_10
"Luillier (Fr.), ou Lhuillier",179,,false,vol_10
"Luillier (Fr.), ou Lhuillier",627 n,,false,vol_10
Luther (Martin),802,,false,vol_10
Luzarches (Philippe de),813,,true,vol_10
Machabey (Armand),739,,true,vol_10
Madeleine (Sainte),772,,true,vol_10
Maggiotti (Raffaelo),393,,true,vol_10
Maggiotti (Raffaelo),769 n,,false,vol_10
Maggiotti (Raffaelo),778 n,,false,vol_10
Maghetti (Benoît),793,,true,vol_10
Maghetti (Benoît),812 n,,false,vol_10
Mahnke (Dietrich),271 n,,false,vol_10
Maier (Michel),809 n,,false,vol_10
Maïmonide,744,,true,vol_10
"Maire (Jean), impr. à Leyde",757,,true,vol_10
"Maire (Jean), impr. à Leyde",774,,true,vol_10
"Maire (Jean), impr. à Leyde",780,,true,vol_10
Malebranche (N.),445,,false,vol_10
Manassé ben Israël,743 sq.,,true,vol_10
Manzini (Ch.-Ant.),777,,true,vol_10
Marandé (Léonard de),219,,false,vol_10
Marandé (Léonard de),222,,false,vol_10
