elements_books_group,excluded_cluster_pattern,motif,count_after_exclusion,denominator_after_exclusion,pct_after_exclusion,original_count,original_denominator,original_pct
selected_later_books,Henrion,demonstration_any,4,21,19.0,4,21,19.0
selected_later_books,Henrion,demonstration_easy_clear,1,21,4.8,1,21,4.8
selected_later_books,Henrion,demonstration_new,0,21,0.0,0,21,0.0
selected_later_books,Henrion,demonstration_order_method,0,21,0.0,0,21,0.0
selected_later_books,Henrion,demonstration_adapted_to_capacity,0,21,0.0,0,21,0.0
selected_later_books,Henrion,proposition_and_demonstration,1,21,4.8,1,21,4.8
selected_later_books,Clavius,proposition_any,1,21,4.8,1,21,4.8
selected_later_books,Clavius,proposition_use_application,0,21,0.0,0,21,0.0
selected_later_books,Clavius,proposition_selection_extraction,0,21,0.0,0,21,0.0
selected_later_books,Clavius,proposition_ordering_reduction,0,21,0.0,0,21,0.0
selected_later_books,Clavius,proposition_explanation_commentary,0,21,0.0,0,21,0.0
selected_later_books,Clavius,demonstration_any,4,21,19.0,4,21,19.0
selected_later_books,Clavius,demonstration_easy_clear,1,21,4.8,1,21,4.8
selected_later_books,Clavius,demonstration_new,0,21,0.0,0,21,0.0
selected_later_books,Clavius,demonstration_order_method,0,21,0.0,0,21,0.0
selected_later_books,Clavius,demonstration_adapted_to_capacity,0,21,0.0,0,21,0.0
selected_later_books,Clavius,proposition_and_demonstration,1,21,4.8,1,21,4.8
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_any,1,21,4.8,1,21,4.8
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_use_application,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_selection_extraction,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_ordering_reduction,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_explanation_commentary,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,demonstration_any,4,21,19.0,4,21,19.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,demonstration_easy_clear,1,21,4.8,1,21,4.8
selected_later_books,Dechales/Reeve/Williams; Tacquet,demonstration_new,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,demonstration_order_method,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,demonstration_adapted_to_capacity,0,21,0.0,0,21,0.0
selected_later_books,Dechales/Reeve/Williams; Tacquet,proposition_and_demonstration,1,21,4.8,1,21,4.8
unknown_books,Dechales/Reeve/Williams,proposition_any,3,56,5.4,3,56,5.4
unknown_books,Dechales/Reeve/Williams,proposition_use_application,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams,proposition_selection_extraction,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams,proposition_ordering_reduction,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams,proposition_explanation_commentary,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams,demonstration_any,5,56,8.9,5,56,8.9
unknown_books,Dechales/Reeve/Williams,demonstration_easy_clear,3,56,5.4,3,56,5.4
unknown_books,Dechales/Reeve/Williams,demonstration_new,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams,demonstration_order_method,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams,demonstration_adapted_to_capacity,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams,proposition_and_demonstration,1,56,1.8,1,56,1.8
unknown_books,Tacquet,proposition_any,3,55,5.5,3,56,5.4
unknown_books,Tacquet,proposition_use_application,0,55,0.0,0,56,0.0
unknown_books,Tacquet,proposition_selection_extraction,1,55,1.8,1,56,1.8
unknown_books,Tacquet,proposition_ordering_reduction,1,55,1.8,1,56,1.8
unknown_books,Tacquet,proposition_explanation_commentary,1,55,1.8,1,56,1.8
unknown_books,Tacquet,demonstration_any,5,55,9.1,5,56,8.9
unknown_books,Tacquet,demonstration_easy_clear,3,55,5.5,3,56,5.4
unknown_books,Tacquet,demonstration_new,0,55,0.0,0,56,0.0
unknown_books,Tacquet,demonstration_order_method,0,55,0.0,0,56,0.0
unknown_books,Tacquet,demonstration_adapted_to_capacity,0,55,0.0,0,56,0.0
unknown_books,Tacquet,proposition_and_demonstration,1,55,1.8,1,56,1.8
unknown_books,Dou,proposition_any,3,56,5.4,3,56,5.4
unknown_books,Dou,proposition_use_application,0,56,0.0,0,56,0.0
unknown_books,Dou,proposition_selection_extraction,1,56,1.8,1,56,1.8
unknown_books,Dou,proposition_ordering_reduction,1,56,1.8,1,56,1.8
unknown_books,Dou,proposition_explanation_commentary,1,56,1.8,1,56,1.8
unknown_books,Dou,demonstration_any,5,56,8.9,5,56,8.9
unknown_books,Dou,demonstration_easy_clear,3,56,5.4,3,56,5.4
unknown_books,Dou,demonstration_new,0,56,0.0,0,56,0.0
unknown_books,Dou,demonstration_order_method,0,56,0.0,0,56,0.0
unknown_books,Dou,demonstration_adapted_to_capacity,0,56,0.0,0,56,0.0
unknown_books,Dou,proposition_and_demonstration,1,56,1.8,1,56,1.8
unknown_books,Henrion,proposition_any,3,56,5.4,3,56,5.4
unknown_books,Henrion,proposition_use_application,0,56,0.0,0,56,0.0
unknown_books,Henrion,proposition_selection_extraction,1,56,1.8,1,56,1.8
unknown_books,Henrion,proposition_ordering_reduction,1,56,1.8,1,56,1.8
unknown_books,Henrion,proposition_explanation_commentary,1,56,1.8,1,56,1.8
unknown_books,Henrion,demonstration_any,5,56,8.9,5,56,8.9
unknown_books,Henrion,demonstration_easy_clear,3,56,5.4,3,56,5.4
unknown_books,Henrion,demonstration_new,0,56,0.0,0,56,0.0
unknown_books,Henrion,demonstration_order_method,0,56,0.0,0,56,0.0
unknown_books,Henrion,demonstration_adapted_to_capacity,0,56,0.0,0,56,0.0
unknown_books,Henrion,proposition_and_demonstration,1,56,1.8,1,56,1.8
unknown_books,Clavius,proposition_any,3,56,5.4,3,56,5.4
unknown_books,Clavius,proposition_use_application,0,56,0.0,0,56,0.0
unknown_books,Clavius,proposition_selection_extraction,1,56,1.8,1,56,1.8
unknown_books,Clavius,proposition_ordering_reduction,1,56,1.8,1,56,1.8
unknown_books,Clavius,proposition_explanation_commentary,1,56,1.8,1,56,1.8
unknown_books,Clavius,demonstration_any,5,56,8.9,5,56,8.9
unknown_books,Clavius,demonstration_easy_clear,3,56,5.4,3,56,5.4
unknown_books,Clavius,demonstration_new,0,56,0.0,0,56,0.0
unknown_books,Clavius,demonstration_order_method,0,56,0.0,0,56,0.0
unknown_books,Clavius,demonstration_adapted_to_capacity,0,56,0.0,0,56,0.0
unknown_books,Clavius,proposition_and_demonstration,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_any,3,56,5.4,3,56,5.4
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_use_application,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_selection_extraction,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_ordering_reduction,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_explanation_commentary,1,56,1.8,1,56,1.8
unknown_books,Dechales/Reeve/Williams; Tacquet,demonstration_any,5,56,8.9,5,56,8.9
unknown_books,Dechales/Reeve/Williams; Tacquet,demonstration_easy_clear,3,56,5.4,3,56,5.4
unknown_books,Dechales/Reeve/Williams; Tacquet,demonstration_new,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams; Tacquet,demonstration_order_method,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams; Tacquet,demonstration_adapted_to_capacity,0,56,0.0,0,56,0.0
unknown_books,Dechales/Reeve/Williams; Tacquet,proposition_and_demonstration,1,56,1.8,1,56,1.8
