group,marker,count,denominator,pct
partial_from_book_1,Operations/constructions,0,8,0.0
selected_later_books,Canonical/textual identity,18,21,85.7
selected_later_books,Method/demonstration/order,8,21,38.1
selected_later_books,Access/clarity/pedagogy,0,21,0.0
selected_later_books,Utility/practice/application,1,21,4.8
selected_later_books,Correction/revision,1,21,4.8
selected_later_books,Augmentation/composition,5,21,23.8
selected_later_books,Translation/transfer,5,21,23.8
selected_later_books,Ancient authority/restoration,17,21,81.0
selected_later_books,Novelty/modernity,1,21,4.8
selected_later_books,Visual aids,2,21,9.5
selected_later_books,Completeness/system,1,21,4.8
selected_later_books,Selection/extraction,1,21,4.8
selected_later_books,Students/learners,0,21,0.0
selected_later_books,General readers/lovers,1,21,4.8
selected_later_books,Surveyors/engineers,0,21,0.0
selected_later_books,Military users,0,21,0.0
selected_later_books,Universities/academies,0,21,0.0
selected_later_books,Jesuit,0,21,0.0
selected_later_books,Math professor/lecturer,2,21,9.5
selected_later_books,Any named deductive part,9,21,42.9
selected_later_books,Demonstrations/proofs,4,21,19.0
selected_later_books,Propositions,1,21,4.8
selected_later_books,Scholia/commentary,3,21,14.3
selected_later_books,Figures/diagrams,0,21,0.0
selected_later_books,Problems,0,21,0.0
selected_later_books,Operations/constructions,1,21,4.8
unknown_books,Canonical/textual identity,40,56,71.4
unknown_books,Method/demonstration/order,11,56,19.6
unknown_books,Access/clarity/pedagogy,6,56,10.7
unknown_books,Utility/practice/application,3,56,5.4
unknown_books,Correction/revision,6,56,10.7
unknown_books,Augmentation/composition,22,56,39.3
unknown_books,Translation/transfer,18,56,32.1
unknown_books,Ancient authority/restoration,36,56,64.3
unknown_books,Novelty/modernity,3,56,5.4
unknown_books,Visual aids,11,56,19.6
unknown_books,Completeness/system,4,56,7.1
unknown_books,Selection/extraction,6,56,10.7
unknown_books,Students/learners,0,56,0.0
unknown_books,General readers/lovers,0,56,0.0
unknown_books,Surveyors/engineers,0,56,0.0
unknown_books,Military users,0,56,0.0
unknown_books,Universities/academies,2,56,3.6
unknown_books,Jesuit,2,56,3.6
unknown_books,Math professor/lecturer,2,56,3.6
unknown_books,Any named deductive part,27,56,48.2
unknown_books,Demonstrations/proofs,5,56,8.9
unknown_books,Propositions,3,56,5.4
unknown_books,Scholia/commentary,10,56,17.9
unknown_books,Figures/diagrams,1,56,1.8
unknown_books,Problems,2,56,3.6
unknown_books,Operations/constructions,1,56,1.8
