title_page_key,classification_key,is_reprint_nonrepresentative,cluster_key
bib-279,bib-279,False,
bib-28,bib-28,False,
bib-280,bib-280,False,
bib-281,bib-281,False,
bib-282,bib-282,False,
bib-283,bib-283,False,
bib-284,bib-284,False,
bib-285,bib-285,False,
bib-29,bib-29,False,
bib-3,bib-3,False,ROG81T
bib-30,bib-30,False,
bib-31,bib-31,False,
bib-32,bib-32,False,
bib-33,bib-33,False,
bib-34,bib-34,False,
bib-35,bib-35,False,
bib-36,bib-36,False,
bib-37,bib-37,False,
bib-38,bib-38,False,
bib-39,bib-39,False,
bib-4,bib-3,True,ROG81T
bib-40,bib-40,False,
bib-41,bib-41,False,
bib-42,bib-42,False,
bib-43,bib-43,False,
bib-44,bib-44,False,
bib-45,bib-45,False,
bib-46,bib-47,True,JWV81O
bib-47,bib-47,False,JWV81O
bib-48,bib-48,False,
bib-49,bib-49,False,
bib-5,bib-5,False,
bib-50,bib-50,False,
bib-51,bib-51,False,
bib-52,bib-52,False,
bib-53,bib-53,False,
bib-54,bib-54,False,
bib-55,bib-55,False,ATEUPU
bib-56,bib-55,True,ATEUPU
bib-57,bib-57,False,
bib-58,bib-58,False,
bib-59,bib-59,False,
bib-6,bib-6,False,
bib-60,bib-60,False,
bib-61,bib-61,False,
bib-62,bib-62,False,
bib-63,bib-63,False,
bib-64,bib-64,False,
bib-65,bib-65,False,
bib-66,bib-66,False,
bib-67,bib-67,False,
bib-68,bib-68,False,
bib-69,bib-69,False,
bib-7,bib-7,False,
bib-70,bib-70,False,
bib-71,bib-71,False,
bib-72,bib-72,False,
bib-73,bib-73,False,
bib-74,bib-74,False,
bib-75,bib-75,False,
bib-76,bib-76,False,
bib-77,bib-77,False,
bib-78,bib-78,False,
bib-79,bib-79,False,
bib-8,bib-8,False,
bib-80,bib-80,False,
bib-82,bib-82,False,
bib-83,bib-83,False,
bib-84,bib-84,False,
bib-85,bib-85,False,
bib-86,bib-86,False,
bib-87,bib-87,False,
bib-88,bib-88,False,
bib-89,bib-89,False,
bib-9,bib-9,False,
bib-90,bib-90,False,
bib-91,bib-91,False,
bib-92,bib-92,False,
bib-93,bib-93,False,
bib-94,bib-94,False,
bib-95,bib-95,False,
bib-96,bib-96,False,
bib-97,bib-97,False,
bib-98,bib-98,False,
bib-99,bib-99,False,
ustc-1,ustc-15,True,53VCU6
ustc-10,ustc-10,False,
ustc-11,ustc-11,False,SD0LIA
ustc-12,ustc-12,False,
ustc-13,ustc-13,False,
ustc-14,ustc-14,False,
ustc-15,ustc-15,False,53VCU6
ustc-16,ustc-16,False,V7DASV
ustc-17,ustc-17,False,
ustc-18,ustc-18,False,
ustc-19,ustc-19,False,
ustc-2,ustc-2,False,
ustc-20,ustc-20,False,
ustc-21,ustc-21,False,
ustc-22,ustc-16,True,V7DASV
ustc-23,ustc-23,False,
ustc-24,ustc-24,False,
ustc-25,ustc-25,False,
ustc-26,ustc-26,False,
ustc-27,ustc-27,False,
ustc-28,ustc-28,False,
ustc-29,ustc-29,False,
ustc-3,ustc-3,False,
ustc-30,ustc-15,True,53VCU6
ustc-31,ustc-31,False,
ustc-32,ustc-32,False,
ustc-33,ustc-33,False,
ustc-34,ustc-34,False,
ustc-35,ustc-35,False,
ustc-36,ustc-36,False,
ustc-38,ustc-38,False,
ustc-39,ustc-39,False,
ustc-4,ustc-4,False,
ustc-40,ustc-40,False,
ustc-41,ustc-41,False,
ustc-42,ustc-42,False,
ustc-43,ustc-8,True,S9P7Q7
ustc-44,ustc-44,False,
ustc-45,ustc-45,False,
ustc-46,ustc-46,False,
ustc-47,ustc-47,False,
ustc-48,ustc-48,False,
ustc-49,ustc-49,False,
ustc-5,ustc-5,False,
ustc-50,ustc-50,False,
ustc-51,ustc-11,True,SD0LIA
ustc-52,ustc-52,False,
ustc-53,ustc-53,False,
ustc-54,ustc-54,False,
ustc-55,ustc-55,False,
ustc-56,ustc-56,False,
ustc-57,ustc-57,False,
ustc-58,ustc-58,False,
ustc-59,ustc-59,False,
ustc-6,ustc-6,False,
ustc-60,ustc-60,False,
ustc-61,Paris_1615,True,R1Q2YT
ustc-62,Paris_1615,True,R1Q2YT
ustc-63,ustc-63,False,
ustc-7,ustc-7,False,
ustc-8,ustc-8,False,S9P7Q7
ustc-9,ustc-9,False,
bib-174,bib-174,False,
s.l_1650,s.l_1650,False,
