key,citation
E8K2CK,"Massa Esteve, Maria Rosa. “La théorie euclidienne des proportions dans les Geometriæ speciosæ elementa (1659) de Pietro Mengoli / The Euclidian Theory of Proportions in Pietro Mengoli’s Geometriae speciosae elementa of 1659.” Revue d’histoire des sciences 56, no. 2 (2003): 457–474."
