key,volume,scan,title_page_img,frontispiece_img,annotations,shelf_mark,copyright,transcription_available,note,id,structural_metadata_available
Paris_1552,,,,,,,,,,,
Cologne_1556,,https://www.google.com/books/edition/Euclidis_Megarensis_mathematici_clariss/f7tpAAAAcAAJ,Cologne_1556_tp.png,,,,unknown,,,,
Cologne_1556,1,"https://www.digitale-sammlungen.de/en/view/bsb00015424?page=6,7",cologne_1556_tp_cf376q.jpg,,,,Public Domain,,,,
Lyon_1557,,https://www.google.com/books/edition/Iacobi_Peletarii_Cenomani_In_Euclidis_El/bsz37Ilvq3QC,Lyon_1557_tp.png,,,,unknown,,,,
Lyon_1557,1,https://www.digitale-sammlungen.de/en/view/bsb11199174,,,,,unknown,,,,
Lyon_1557,1,https://echo-old.mpiwg-berlin.mpg.de/ECHOdocuView?url=/permanent/library/R2W16K7R/pageimg&viewMode=auto&pn=5&mode=imagepath,lyon_1557_tp_rkwc26.jpg,,,,Public Domain,,,,
Paris_1557,,https://www.google.com/books/edition/Eisag%C5%8Dg%C4%93_harmonik%C4%93/EUM8AAAAcAAJ,Paris_1557_tp.png,,,,,,,,
Basel_1558,,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11058001-4,Basel_1558_tp.jpeg,,,,,,,,
Paris_1558,,https://www.google.nl/books/edition/Euclidis_Elementorum_libri_XV/zz8HZKewReUC,Paris_1558_tp.png,,,,,,,,
Paris_1558a,,https://www.google.com/books/edition/Euclidis_elementorum_libri_quindecim_The/acNlAAAAcAAJ,Paris_1558a_tp.png,,,,,,,,
Strasbourg_1559,,http://resolver.staatsbibliothek-berlin.de/SBB0001AEB400000000,Strasbourg_1559_tp.png,,,,,,,,
Basel_1562,,https://www.google.com/books/edition/Die_Sechs_Erste_B%C3%BCcher_Euclidis_Vom_anf/dwZZAAAAcAAJ,Basel_1562_tp.png,,,,unknown,,,,
Basel_1562,1,https://dlc.mpg.de/image/868394203/5/,basel_1562_tp_tg7qb0.jpg,,,,Public Domain,,,,
Basel_1562,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11057832-1,,,,,,,,,
Basel_1562,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10139482-5,,,,,,,,,
Cologne_1564,,https://www.google.com/books/edition/Tractatus_De_Usu_Globi_Astriferi/zMk7AAAAcAAJ,Cologne_1564_tp.png,,,,unknown,,,,
Cologne_1564,1,"https://www.digitale-sammlungen.de/en/view/bsb00016105?q=%28Euclidis+Elementa%29&page=4,5",cologne_1564_tp_a0j5vd.jpg,,,,Public Domain,,,,
Cologne_1564,1,"https://www.digitale-sammlungen.de/en/view/bsb00035113?q=%28Euclidis+Elementa%29&page=10,11",cologne_1564_tp_05iv8m.jpg,,,,Public Domain,,,,
Wittenberg_1564,,https://www.google.com/books/edition/Arithmetices_Evclideae_Liber_Primvs/1ppoAAAAcAAJ,Wittenberg_1564_tp.png,,,,unknown,,,,
Wittenberg_1564,1,"https://www.digitale-sammlungen.de/en/view/bsb00015396?page=6,7",wittenberg_1564_tp_foacus.jpg,,,,Public Domain,,,,
Wittenberg_1564,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10994219-3,,,,,,,,,
Wittenberg_1564,1,http://data.onb.ac.at/ABO/+Z185425503,,,,,,,,,
Venice_1565,,https://www.google.com/books/edition/Evclide_Megarense_Philosopho_Solo_Introd/fcNZAAAAcAAJ,Venice_1565_tp.png,,,,,,,,
Paris_1566,,https://www.google.com/books/edition/Euclidis_Elementa_geometrica_libris_15_a/9nWsxqL3RZgC,Paris_1566_tp.png,,,,,,,,
Paris_1566,,https://www.digitale-sammlungen.de/en/view/bsb11199175,Paris_1566_tp_alt.png,,,,,,,,
Paris_1566,,https://www.google.com/books/edition/Elementa_geometrica/hJdpAAAAcAAJ,,,,,,,,,
Venice_1569,,https://www.google.com/books/edition/Evclide_Megarense_Acvtissimo_Philosopho/qV8nH4gk-ZQC,Venice_1569_tp.png,,,,unknown,,,,
Venice_1569,1,https://echo-old.mpiwg-berlin.mpg.de/ECHOdocuView?url=/mpiwg/online/permanent/library/RZ3VMY2U/pageimg&viewMode=auto&pn=7&mode=imagepath,venice_1569_tp_v3lyky.jpg,,,Print from 1567,Public Domain,,,,
London_1570,,https://archive.org/details/elementsgeometr00eucl/page/n21/mode/2up,London_1570_tp.png,,,,,,,,
Strasbourg_1570a,,https://www.google.com/books/edition/Euclidis_Propositiones_Elementorum_15_Op/b_AegGpLGmwC,Strasbourg_1570a_tp.png,,,,unknown,,,,
Strasbourg_1570a,1,"https://www.digitale-sammlungen.de/en/view/bsb00015398?page=6,7",,,,,Public Domain,,,,
Strasbourg_1571,,https://www.google.nl/books/edition/Evclidis_Elementorvm_Liber_primus/0d5RAAAAcAAJ,Strasbourg_1571_tp.png,,,,,,,,
Strasbourg_1571a,,https://www.google.com/books/edition/Evclidis_Omnes_Omnivm_Librorvm_Propositi/BJtoAAAAcAAJ,Strasbourg_1571a_tp.png,,,,,,,,
Pesaro_1572,,https://www.google.com/books/edition/Euclidis_elementorum_libri_XV/jEoRPuxe_pcC,Pesaro_1572_tp.png,,,,unknown,,,,
Pesaro_1572,1,https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001102287104#,pesaro_1572_tp_z1ib0x.jpg,,,,Public Domain,,,,
Pesaro_1572,1,https://dlc.mpg.de/image/868383821/6/,pesaro_1572_tp_rn4hef.jpg,,,,Public Domain,,,,
Paris_1573,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_15_Graec%C3%A8_La/4D4Px85-r3gC,Paris_1573_tp.png,,,,unknown,,,,
Paris_1573,1,https://dlc.mpg.de/image/868395366/5/,paris_1573_tp_z1cp3m.png,,,,Public Domain,,,,
Urbino_1575,,https://www.google.com/books/edition/De_gli_elementi_d_Euclides/TchCAAAAcAAJ,Urbino_1575_tp.png,,,,unknown,,,,
Urbino_1575,1,https://dlc.mpg.de/!image/868383848/6/-/,urbino_1575_tp_05har1.jpg,,,,Public Domain,,,,
Venice_1575,,https://www.google.com/books/edition/D_Francisci_Mavrolyci_Abbatis_Messanensi/93xmAAAAcAAJ,Venice_1575_tp.png,,,,,,,,
Paris_1578,,https://www.google.com/books/edition/Evclidis_Megarensis_Mathematici_Clarissi/TyQSgd8422MC,Paris_1578_tp.png,,,,unknown,,,,
Paris_1578,1,,paris_1578_tp_zk3j35.jpg,,,,Public Domain,,,,
Cologne_1580,,https://www.google.com/books/edition/Elementorum_libri_XV/J8g7AAAAcAAJ,Cologne_1580_tp.png,,,,unknown,,,,
Cologne_1580,1,"https://www.digitale-sammlungen.de/en/view/bsb00015811?q=%28Euclidis+Elementa%29&page=6,7",,,,,Public Domain,,,,
Venice_1585,,https://www.google.com/books/edition/Euclide_megarense_acutissimo_philosopho/7NV6MduYLhMC,Venice_1585_tp.png,,,,,,,,
Venice_1586,,https://www.google.com/books/edition/Evclide_Megarense_Acvtissimo_Philosopho/nMNZAAAAcAAJ,Venice_1586_tp.png,,,,,,,,
Cologne_1587,,https://www.google.com/books/edition/Euclidis_elementorum_libri_XV/J-ZRAAAAcAAJ,Cologne_1587_tp.png,,,,,,,,
Rome_1594,,https://www.google.com/books/edition/Kit%C4%81b_ta%E1%B8%A5r%C4%ABr_us%C5%ABl_li_Uql%C4%ABdis_min_t/pEZZAAAAcAAJ,Rome_1594_tp.png,,,,,,,,
Paris_1598,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV_Gr%C3%A6ce_Lat/EsNlAAAAcAAJ,Paris_1598_tp.png,,,,,,,,
Cologne_1600,,https://www.google.com/books/edition/Evclidis_Elementorvm_Libri_XV/EN9RAAAAcAAJ,Cologne_1600_tp.png,,,,unknown,,,,
Cologne_1600,1,https://dlc.mpg.de/!metadata/868448702/5/-/,cologne_1600_tp_mf1af5.jpg,,,,,,,,
Cologne_1602,,https://www.google.com/books/edition/Elementa/AJdpAAAAcAAJ,Cologne_1602_tp.png,,,,,,,,
Paris_1602,,,,,,,,,,,
Arnhem_1603,,https://www.google.com/books/edition/C_Dibvadii_In_Geometriam_Evclidis_priori/xHQ8AAAAcAAJ,Arnhem_1603_tp.png,,,,,,,,
Arnhem_1605a,,https://www.google.com/books/edition/C_Dibvadii_in_arithmeticam_irrationalivm/gMI2AAAAMAAJ,Arnhem_1605a_tp.png,,,,unknown,,,,
Arnhem_1605a,1,https://dlc.mpg.de/!image/868450855/5/-/,arnhem_1605a_tp_h950am.jpg,,,,Public Domain,,,,
Leiden_1606,,https://www.google.com/books/edition/De_ses_eerste_boucken_Euclidis_van_de_be/QZllAAAAcAAJ,Leiden_1606_tp.png,,,,,,,,
Beijing_1607,,,,,,,,,,,
Leiden_1607,,,,,,,,,,,
Geneva_1610,,https://www.google.com/books/edition/Iacobi_Peletarii_Cenom_in_Euclidis_Eleme/6Rhbnf9YksYC,Geneva_1610_tp.png,,,,,,,,
Geneva_1611,,,Geneva_1611_tp.jpeg,,,,,,,,
Beijing_1611,,,,,,,,,,,
Cologne_1612,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_XV_Praef_St_G/ioBQcIXRsDwC,Cologne_1612_tp.png,,,,,,,,
Paris_1612,,https://www.google.ro/books/edition/Evclidis_elementvm_decimvm/Gu9X-HOWr_cC,Paris_1612_tp.png,,,,,,,,
Paris_1613,,https://www.google.com/books/edition/Les_El%C3%A9mens_de_la_g%C3%A9om%C3%A9trie_d_Euclide/iIer_H_9YCUC,Paris_1613_tp.jpeg,,,,,,,,
Paris_1615,,https://www.google.com/books/edition/Les_quinze_livres_des_Elements_d_Euclide/XIhmAAAAcAAJ,Paris_1615_tp.jpeg,,,,,none,,shm_1789d169edd3,none
Paris_1615,1,https://www.digitale-sammlungen.de/en/view/bsb11110481,,,,,,none,,shm_342e13c2da56,none
Amsterdam_1616,,https://www.google.com/books/edition/De_ses_eerste_boucken_Euclidis_van_de_be/xyplAAAAcAAJ,Amsterdam_1616_tp.png,,,,,,,,
Pesaro_1619a,,https://www.google.com/books/edition/De_gli_Elementi_d_Euclide_libri_quindici/hz7yUkGqylcC,Pesaro_1619a_tp.png,,,,,,,,
London_1620,,https://www.google.com/books/edition/%CE%95%E1%BD%90%CE%BA%CE%BB%CE%B5%CE%B9%CE%B4%CE%BF%CF%85_%CE%A3%CF%84%CE%BF%CE%B9%CF%87%CE%B5%CE%B9%CF%89%CE%BD/SkugIDhnErAC,London_1620_tp.png,,,,unknown,,,,
London_1620,1,https://dlc.mpg.de/!image/868453838/7/-/,london_1620_tp_32t75e.jpg,,,,Public Domain,,,,
Paris_1621,,https://www.google.com/books/edition/Les_quinze_livres_des_Elemens_d_Euclide/12w-AAAAcAAJ,Paris_1621_tp.jpeg,,,,,,,,
Paris_1622,,https://www.google.com/books/edition/Les_Quinze_livres_des_elements_geometriq/K4GBeExy1PoC,Paris_1622_tp.jpeg,,,,,,,,
Paris_1623,,,,,,,,,,,
Paris_1624,,https://www.google.com/books/edition/Paradoxes_De_Meynier_Contre_Les_Mathemat/7udEAAAAcAAJ,Paris_1624_tp.jpeg,,,,,,,,
Paris_1624,1,https://www.digitale-sammlungen.de/en/view/bsb10594136,,,,,,,,,
Amsterdam_1626,,https://www.google.com/books/edition/De_ses_eerste_boecken_Evclidis_van_de_be/p80pn8JsAnkC,Amsterdam_1626_tp.png,,,,,,,,
Paris_1626a,,,,,,,,,,,
Ferrara_1628,,https://www.google.com/books/edition/Euclidis_Elementoru_m_libri_VI_ad_perill/CUv8JXQtqwYC,Ferrara_1628_tp.png,,,,,,,,
Geneva_1628,,https://www.google.com/books/edition/Les_Six_premiers_livres_des_El%C3%A9ments_g/N9bJgGgr3yQC,Geneva_1628_tp.jpeg,,,,,,,,
Beijing_1629,,,,,,,,,,,
Paris_1630,,,,,,,,,,,
Paris_1631,,https://www.google.com/books/edition/Les_quinze_livres_des_%C3%A9l%C3%A9mens_d_Euclid/ia9BAAAAcAAJ,Paris_1631_tp.png,,,,,,,,
Paris_1632,,https://www.google.com/books/edition/Les_quinze_livres_des_%C3%A9l%C3%A9ments_d_Eucli/TkP-1l5L1lUC,Paris_1632_tp.jpeg,,,,unknown,,,,
Paris_1632,1,https://gallica.bnf.fr/view3if/ga/ark:/12148/bpt6k1510937s/f5,,,,,unknown - licence-link has error 404,,,,
Paris_1632a,,https://www.google.com/books/edition/Les_quinze_livres_des_elemens_geometriqu/dG0-AAAAcAAJ,Paris_1632a_tp.jpeg,,,,,,,,
Rotterdam_1632,,https://www.google.com/books/edition/De_ses_eerste_boecken_Euclidis_van_de_be/oM5mAAAAcAAJ,Rotterdam_1632_tp.png,,,,,,,,
Hamburg_1633,,https://www.google.com/books/edition/Zes_eerste_Boekken_van_de_Beginselen_der/M39ZiFw_Y00C,Hamburg_1633_tp.png,,,,,,,,
Paris_1634,1,https://www.google.com/books/edition/Cursus_mathematicus_nova_brevi_et_clara/jq81HDK3aSoC,paris_1634_tp_r2bgvl.png,,,,,,,,
Paris_1634,2,https://www.google.fr/books/edition/Cours_math%C3%A9matique_demonstr%C3%A9_d_une_nou/y7g0QY9S6_AC?hl=en&gbpv=1&pg=PP7&printsec=frontcover,,,,,,,,,
Paris_1634,3,https://www.google.fr/books/edition/Cursus_mathematicus_nova_brevi_et_clara/mXPThoEUpwAC?hl=en&gbpv=1&pg=PP5&printsec=frontcover,,,,,,,,,
Paris_1634,4,https://www.google.fr/books/edition/Cursus_mathematicus/XX73uLM1vSwC?hl=en&gbpv=1&pg=PP5&printsec=frontcover,,,,,,,,,
Paris_1634,1,https://gallica.bnf.fr/ark:/12148/bpt6k618506,,,,,,,,,
Paris_1634,2,https://gallica.bnf.fr/ark:/12148/bpt6k61851j?rk=42918;4,,,,,,,,,
Paris_1634,3,https://gallica.bnf.fr/ark:/12148/bpt6k61852w?rk=64378;0,,,,,,,,,
Paris_1634,4,https://gallica.bnf.fr/ark:/12148/bpt6k618537?rk=85837;2,,,,,,,,,
Paris_1634,5,https://gallica.bnf.fr/ark:/12148/bpt6k61854k?rk=107296;4,,,,,,,,,
Paris_1634,5,https://www.google.com/books/edition/Cursus_mathematicus_nova_brevi_et_clara/LzL6GinT3OsC,,,,,,,,,
Paris_1634,1,https://diglib.hab.de/drucke/27-9-geom/start.htm,,,,,,,,,
Paris_1634,6,https://www.google.com/books/edition/Supplementum_Cursus_mathematici_continen/5_dsTRSiW68C,,,,,,,,,
Paris_1634,6,https://gallica.bnf.fr/ark:/12148/bpt6k87020213?rk=64378;0,,,,,,,,,
Alcala_1637,,https://www.google.com/books/edition/Elementos_geometricos_de_Euclides_philos/9GH8RqDkKmsC,Alcala_1637_tp.png,,,,,,,,
Hamburg_1638,,https://www.google.com/books/edition/Euklides_zes_eerste_boekken_van_de_begin/iYrka6yi4XQC,Hamburg_1638_tp.png,,,,,,,,
Paris_1639,,https://www.google.com/books/edition/Les_six_premiers_livres_des_%C3%A9l%C3%A9ments_d/q5qYhOGvzP4C,Paris_1639_tp.jpeg,,,,unknown,,,,
Paris_1639,1,https://gallica.bnf.fr/ark:/12148/bpt6k8720488k?rk=107296;4,,,,,unknown,,,,
Paris_1639,1,https://gallica.bnf.fr/view3if/ga/ark:/12148/bpt6k8720488k/f5,,,,,unknwon - licence-link has error 404,,,,
Venice_1641,,,,,,,,,,,
Paris_1644,,https://www.google.nl/books/edition/Cvrsvs_mathematicvs_nova_brevi_et_clara/krM4AAAAMAAJ,Paris_1644_tp.jpeg,,,,,,,,
Paris_1644,1,https://www.digitale-sammlungen.de/en/view/bsb10235919,,,,,,,,,
Paris_1644,1,https://gallica.bnf.fr/ark:/12148/bpt6k87205062?rk=85837;2,,,,,,,,,
Paris_1644,1,https://gallica.bnf.fr/view3if/ga/ark:/12148/bpt6k87205062/f5,,,,,"unknown, Licence-link has error 404",,,,
Paris_1644b,1,https://www.google.nl/books/edition/Cursus_mathematicus_noua_breui_et_clara/K0myw8QFkgwC,Paris_1644b_tp.jpeg,,,,,,,,
Paris_1644b,3,https://www.digitale-sammlungen.de/en/view/bsb10593925,,,,,,,,,
Paris_1644b,4,https://www.digitale-sammlungen.de/en/view/bsb10593926,,,,,,,,,
Paris_1644b,1,https://www.digitale-sammlungen.de/en/view/bsb10593923,,,,,,,,,
Paris_1644b,2,https://www.digitale-sammlungen.de/en/view/bsb10593924,,,,,,,,,
Paris_1644b,5,https://www.digitale-sammlungen.de/en/view/bsb10593927,,,,,,,,,
Paris_1644b,6,https://www.digitale-sammlungen.de/en/view/bsb10593928,,,,,,,,,
Paris_1644b,2,https://gallica.bnf.fr/ark:/12148/bpt6k8702023x?rk=42918;4,,,,,,,,,
Paris_1644b,2,https://gallica.bnf.fr/ark:/12148/bpt6k8702023x?rk=42918;4,,,,,,,,,
Paris_1644b,3,https://gallica.bnf.fr/ark:/12148/bpt6k8702024b?rk=64378;0,,,,,,,,,
Paris_1644b,4,https://gallica.bnf.fr/ark:/12148/bpt6k8702025r?rk=85837;2,,,,,,,,,
Paris_1644b,5,https://gallica.bnf.fr/ark:/12148/bpt6k87020265?rk=107296;4,,,,,,,,,
Paris_1644b,6,https://gallica.bnf.fr/ark:/12148/bpt6k8702027k?rk=128756;0,,,,,,,,,
Paris_1644c,,https://www.google.com/books/edition/Vniuersae_geometriae_mixtaeque_mathemati/1BLr07HueLgC,Paris_1644c_tp.png,,,,,,,,
Lyon_1645,,https://www.google.com/books/edition/Les_Quinze_livres_des_%C3%A9l%C3%A9ments_g%C3%A9om%C3%A9/DnG2u-0fb9kC,Lyon_1645_tp.jpeg,,,,,,,,
Lyon_1646,,,,,,,,,,,
Rotterdam_1647,,https://www.google.com/books/edition/De_ses_eerste_boecken_van_de_beginselen/OutYi45fS_oC,Rotterdam_1647_tp.png,,,,,,,,
Utrecht_1647,,https://www.google.com/books/edition/De_ses_eerste_boecken_Euclidis/NMc2AAAAMAAJ,Utrecht_1647_tp.png,,,,,,,,
Venice_1647,,https://www.google.com/books/edition/Euclidis_Elementorum_libri_6/NSkQw6sAyUoC,,Venice_1647_frontispiece.png,,,,,,,
Rouen_1649,,,,,,,,,,,
London_1651,1,https://www.proquest.com/docview/2248567719,London_1651_tp.png,,,,,,,,
London_1651,1,https://archive.org/details/b30337070,,,,,,,,,
Paris_1652,,https://www.google.com/books/edition/Paradoxes_contre_les_mathematiciens_qui/Aor4SmKcQJ0C,Paris_1652_tp.png,,,,,,,,
Amsterdam_1660,,https://www.google.ro/books/edition/Euklides_Ses_eerste_boekken_van_de_begin/VZlnAAAAcAAJ,Amsterdam_1660_tp.png,,,,,,,,
London_1661,,https://www.proquest.com/docview/2240865663,London_1661_tp.png,,,,,,,,
Leiden_and_Amsterdam_1673,,https://www.google.ro/books/edition/Evclidis_Elementorvm_Sex_Priores_Libri/ycVZAAAAcAAJ,Leiden_and_Amsterdam_1673_tp.png,Leiden_and_Amsterdam_1673_frontispiece.png,,,,,,,
Rouen_1676,,https://www.google.com/books/edition/Les_quinze_livres_des_elements_d_Euclide/oJkzoyScTZkC,Rouen_1676_tp.jpeg,,,,,,,,
Rouen_and_Paris_1677,,,,,,,,,,,
Naples_1679,,https://books.google.com/books/edition/Elementorum_libri_sex/EyALfNBReI8C,Naples_1679_tp.png,,,,,,,,
Rotterdam_1681,,https://books.google.com/books/edition/De_VI_eerste_boucken_Euclidis_van_de_beg/YhQYIJfYCxIC,Rotterdam_1681_tp.png,,,,,,,,
Paris_1682a,,https://www.google.com/books/edition/Oeuvres_posthumes_de_Mr_Rohault/RfrPCrkaFCUC,Paris_1682a_tp.jpeg,,,,,,,,
Paris_1682a,1,https://gallica.bnf.fr/ark:/12148/bpt6k1042669z?rk=21459,,,,,,,,,
Paris_1682a,1,https://gallica.bnf.fr/ark:/12148/bpt6k9689771r?rk=42918,,,,,,,,,
Lausanne_1683,,,,,,,,,,,
Rouen_and_Paris_1683,,https://www.google.com/books/edition/Les_quinze_livres_des_elemens_geometriqu/aTE0gAbQfk0C,Rouen_and_Paris_1683_tp.jpeg,,,,,,,,
Bologna_1684,,https://www.google.com/books/edition/Sex_priora_Euclidis_geometrica_elementa/R0BJn_G9tlgC,Bologna_1684_tp.png,,,,,,,,
Rouen_and_Paris_1685,,,,,,,,,,,
The_Hague_1690,,https://www.google.com/books/edition/Oeuvres_posthumes_de_Mr_Rohault_Tome_pre/sSGBeIWIpsYC,The_Hague_1690_tp.png,,,,,,,,
Leiden_1691,,https://www.google.com/books/edition/Euclidis_Elementorum_Sex_Libri_Priores/S6g2AAAAMAAJ,Leiden_1691_tp.png,Leiden_1691_frontispiece.png,,,unknown,,,,
Leiden_1691,1,https://dlc.mpg.de/!image/868384313/7/,leiden_1691_tp_14qbby.jpg,,,,Public Domain,,,,
Leiden_1692,,https://www.google.com/books/edition/Elementorum_sex_libri_priores_magnam_par/QJllAAAAcAAJ,Leiden_1692_tp.png,Leiden_1692_frontispiece.png,,,,,,,
Paris_1693,1,https://www.google.com/books/edition/Cours_de_Mathematique/cWKQ-2KEWGMC,Paris_1693_tp.png,,,,,,,,
Paris_1693,2,https://www.google.fr/books/edition/Cours_de_math%C3%A9matique_qui_comprend_tout/YGtmAAAAcAAJ?hl=en&gbpv=1&pg=PP9&printsec=frontcover,,,,,,,,,
Paris_1693,3,https://www.google.fr/books/edition/Cours_De_Mathematique/OGtmAAAAcAAJ?hl=en&gbpv=1&pg=PP1&printsec=frontcover,,,,,,,,,
Paris_1693,5,https://books.google.fr/books?id=Fl36CtMlLgkC&pg=PP5#v=onepage&q&f=false,,,,,,,,,
Paris_1693,4,https://books.google.fr/books?id=Bg_PpRscwyUC&hl=fr&pg=PP5#v=onepage&q&f=false,,,,,,,,,
Paris_1693,1,https://gallica.bnf.fr/ark:/12148/bpt6k87204808?rk=42918;4,,,,,,,,,
Paris_1693,2,https://gallica.bnf.fr/ark:/12148/bpt6k8720465k?rk=64378;0,,,,,,,,,
Paris_1693,3,https://gallica.bnf.fr/ark:/12148/bpt6k8720468t?rk=107296;4,,,,,,,,,
Paris_1693,4,https://gallica.bnf.fr/ark:/12148/bpt6k8720485b?rk=21459;2,,,,,,,,,
Paris_1693,5,https://gallica.bnf.fr/ark:/12148/bpt6k8720459v?rk=85837;2,,,,,,,,,
Vienna_1694,,https://www.google.com/books/edition/Teutsch_redender_Euclides_oder_8_B%C3%BCcher/UMNZAAAAcAAJ,Vienna_1694_tp.png,,,,,,,,
Vienna_1694,,https://www.digitale-sammlungen.de/en/view/bsb10215850,Vienna_1694_tp_alt.png,,,,,,,,
Vienna_1694,,https://www.google.com/books/edition/Teutsch_Redender_Euclides_Oder_Acht_B%C3%BCc/KjPK8kYpY3gC,,,,,,,,,
Amsterdam_1695,,https://books.google.com/books/edition/Euclidis_Beginselen_der_meetkonst/l9RJAAAAMAAJ,Amsterdam_1695_tp.png,Amsterdam_1695_frontispiece.png,,,,,,,
Amsterdam_1697,,https://www.google.com/books/edition/Cours_de_mathematique/i9JLzazfMBcC,Amsterdam_1697_tp.png,,,,,,,,
Paris_1697,,https://www.google.com/books/edition/Cours_de_mathematique_qui_comprend_toute/FkpVmZBdKH4C,Paris_1697_tp.jpeg,,,,,,,,
Lübeck_and_Frankfurt_1699,,https://www.google.com/books/edition/Teutsch_redender_Euclides/0q1AAAAAcAAJ,Lübeck_and_Frankfurt_1699_tp.png,,,,,,,,
Lübeck_and_Frankfurt_1699,,,Lübeck_and_Frankfurt_1699_tp_alt.png,,,,,,,,
Lübeck_and_Frankfurt_1699,,http://digital.slub-dresden.de/id454544537,,,,,,,,,
Naples_1701,,https://www.google.ro/books/edition/Elementa_Euclidis_ad_usum_nova_methodo_e/Rw0OAAAAQAAJ,Naples_1701_tp.png,,,,,,,,
Milan_1702,,https://www.google.com/books/edition/I_primi_sei_libri_d_Euclide_tratti_in_vo/nyD9ttqd2XgC,Milan_1702_tp.png,,,,,,,,
Naples_1702,,,,,,,,,,,
London_1705,,https://books.google.com.ec/books/edition/Euclide_s_Elements/pmpbAAAAQAAJ,London_1705_tp.png,,,,,,,,
Kiel_Hamburg_and_Leipzig_1697,,,,,,,,,,,
s.l_1650,,https://digital.slub-dresden.de/werkansicht/dlf/26307/1,s.l_1650_tp.png,,,,,,,,
Oxford_1703,,https://www.google.com/books/edition/Euclidis_quae_supersunt_omnia/mJNBAAAAcAAJ,Oxford_1703_tp.png,Oxford_1703_frontispiece.png,,,,,,,
Oxford_1703,1,https://www.digitale-sammlungen.de/en/view/bsb10209645,,,,,,,,,
Oxford_1703,1,https://babel.hathitrust.org/cgi/pt?id=ucm.5326679405,,,,,,,,,
Utrecht_n.d,,https://books.google.co.uk/books/edition/De_vijfthien_boecken/xNYqIHfhOh8C,Utrecht_n.d_tp.png,,,,,,,,
Lyon_1603,,https://www.google.com/books/edition/C_Dibuadij_In_geometriam_Euclidis_priori/BUdYGbg_Vm4C,Lyon_1603_tp.png,,,,unknown,,,,
Lyon_1603,1,https://gdz.sub.uni-goettingen.de/id/PPN618673253,lyon_1603_tp_vpsa0q.jpg,,,,Public Domain,,,,
Lyon_1603,1,https://archive.org/details/bub_gb_BUdYGbg_Vm4C,lyon_1603_tp_b1nt34.jpg,,,,Public Domain,,,,
Paris_1667,,https://www.google.com/books/edition/Nouveaux_elemens_de_geometrie/X1jURV9nyigC,Paris_1667_tp.png,,,,,,,,
Lyon_1669,,https://www.google.com/books/edition/Synopsis_Geometrica/TfsGAAAAcAAJ,Lyon_1669_tp.png,,,,,,,,
Lyon_1669,1,https://books.google.co.uk/books/about/Synopsis_geometrica_cui_accessere_tria_o.html?id=zbJqDHIzaDcC&redir_esc=y,,,,,,,,,
Lyon_1669,1,https://www.digitale-sammlungen.de/en/view/bsb10081765,,,,,,,,,
Oxford_1705,,,,,,,,,,,
Livorno_1709,,https://www.google.com/books/edition/Euclides_reformatus_sive_plana_et_solida/085et4hApewC,Livorno_1709_tp.png,,,,unknown,,,,
Livorno_1709,1,https://www.e-rara.ch/zut/content/titleinfo/14575305,,,,,Public Domain https://creativecommons.org/publicdomain/mark/1.0/deed.de ,,,,
Livorno_1709,1,https://dlc.mpg.de/image/868390151/7/,livorno_1709_tp_x0qhol.jpg,,,,Public Domain,,,,
Lisbon_1735,,https://www.google.com/books/edition/Elementos_de_geometria_plana_e_solida_se/7zNx_QFbxnQC,Lisbon_1735_tp.png,Lisbon_1735_frontispiece.png,,,,,,,
Lisbon_1735,1,https://archive.org/details/bub_gb_Hof-Xq5rm5kC/page/n11/mode/2up,,,,,,,,,
Paris_1739,,https://www.google.com/books/edition/La_science_des_g%C3%A9om%C3%A8tres/WV2pWEEKkfkC,Paris_1739_tp.png,,,,,,,,
Uppsala_1741,,https://www.alvin-portal.org/alvin/view.jsf?pid=alvin-record%3A100982,Uppsala_1741_tp.png,,,,,,,,
Uppsala_1744,,,Uppsala_1744_tp.png,,,,,,,,
Pisa_1658,,https://www.google.com/books/edition/Euclides_restitutus_sive_Prisca_geometri/Dz8PAAAAQAAJ,Pisa_1658_tp.png,,,,,,,,
Pisa_1658,1,https://www.digitale-sammlungen.de/en/view/bsb10053311,,,,,,,,,
Pisa_1658,1,https://www.digitale-sammlungen.de/en/view/bsb10215855,,,,,,,,,
Paris_1675,,https://www.google.com/books/edition/ELEMENS_DES_MATHEMATIQUES_OU_PRINCIPES_G/pyOfRS8_A9AC,Paris_1675_tp.png,,,,,,,,
Paris_1675,1,https://gallica.bnf.fr/ark:/12148/bpt6k5606372t,,,,,,,,,
Rome_1680,,https://www.google.com/books/edition/Euclide_restituto_ouero_Gli_antichi_elem/0ZcD53GpCKoC,Rome_1680_tp.png,,,,unknown,,,,
