key,volume,scan,title_page_img,frontispiece_img,annotations,shelf_mark,copyright,transcription_available,note,id,structural_metadata_available
Z26G13,1,https://www.google.com/books/edition/Praxis_Perspectivae/Hv8L8r395PEC,z26g13_tp_dlk0t4.png,,,,,,,,
VT5JVX,1,http://books.google.com/books?vid=IBNN:BNA01001462898,vt5jvx_tp_lt4jav.png,,,,,,,,
2I9HSY,1,http://gallica.bnf.fr/ark:/12148/btv1b86261573,2i9hsy_tp_zgk7s8.png,2i9hsy_frontispiece_1f0bsw.png,,,,,,,
QR4DDA,1,https://www.google.com/books/edition/Examen_des_oeuvres_de_Sr_Desargues/FyMOAAAAQAAJ,qr4dda_tp_o1kpo5.png,,,,,,,,
9TXK4F,1,https://www.google.com/books/edition/La_perspective_avec_la_raison_des_ombres/1YXgELZecBgC,9txk4f_tp_3y2qat.png,,,,,,,,
AWKSO4,1,https://www.google.com/books/edition/La_Perspective_Practiqve_Necessaire_A_To/sBDWYSg9QPwC,awkso4_tp_5qrplj.png,awkso4_frontispiece_zcftjw.png,,,,,,,
3WV6N7,1,https://www.google.com/books/edition/Diverses_methodes_vniverselles_et_nouvel/8qG1ycK1Wm8C,3wv6n7_tp_iyxnv9.png,,,,,,,,
DMOHT7,1,https://www.google.com/books/edition/Seconde_partie_de_la_perspectiue_pratiqu/nDTzpYfbfpgC,dmoht7_tp_cieeuv.png,,,,,,,,
3WRC2Y,1,https://www.google.com/books/edition/La_Perspective_Pratiqve_Necessaire_A_Tov/aIBfAAAAcAAJ,3wrc2y_tp_mq8rhq.png,3wrc2y_frontispiece_1lihye.png,,,,,,,
KLSGAN,1,https://www.google.com/books/edition/Newe_Geometrische_vnd_Perspectivische_In/CnxmAAAAcAAJ,klsgan_tp_n59qha.png,,,,,,,,
AVXGNJ,1,https://www.google.com/books/edition/Ingenieurs_Schul_in_ein_Compendium_gebra/xE1bAAAAcAAJ,avxgnj_tp_itfzml.png,avxgnj_frontispiece_pvlhfc.png,,,,,,,
AVXGNJ,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10220893-8,,,,,,,,,
CG8KPH,1,https://gallica.bnf.fr/ark:/12148/bpt6k6281913x.r,cg8kph_tp_ajqamd.JPEG,,,,,,,,
CYFAY3,1,https://www.google.com/books/edition/De_Sculptura_Ubi_agitur_De_Symetriis_De/iyxeAAAAcAAJ,cyfay3_tp_o6j4yo.png,,,,,,,,
XXI4KS,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00011352-7,xxi4ks_tp_62dn3j.png,,,,,,,,
WHEESV,1,http://books.google.com/books?vid=IBSC:SC400000502,wheesv_tp_h516f4.png,,,,,,,,
OQE4ZD,1,https://www.digitale-sammlungen.de/en/view/bsb10942221,oqe4zd_tp_4f0vop.jpg,oqe4zd_frontispiece_asemxl.jpg,,,,,,,
OQBIL8,1,https://www.digitale-sammlungen.de/en/view/bsb00021627,oqbil8_tp_zza3jy.jpg,,,,,,,,
B9OW5O,1,http://data.onb.ac.at/ABO/+Z180183402,b9ow5o_tp_ppaowy.jpg,,,,,,,,
B9OW5O,1,http://digital.slub-dresden.de/ppn27644017X,,,,,,,,,
ZN24V0,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11218323-0,zn24v0_tp_rxy0cw.jpg,,,,,,,,
ZN24V0,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00024646-8,,,,,,,,,
WFWXP4,1,https://search.proquest.com/docview/2111769954,,,,,,,,,
CCS7QJ,1,https://www.google.com/books/edition/Grondige_onderrichtinge_in_de_optica_oft/LdbSqa25K_YC,ccs7qj_tp_bf4mc1.png,,,,,,,,
G2T7OK,1,https://www.google.com/books/edition/Instrvction_en_la_Science_de_Perspective/iEjPP1kLOh0C,g2t7ok_tp_a49z9f.png,,,,,,,,
MIZPJ8,1,http://data.onb.ac.at/ABO/+Z181194407,mizpj8_tp_chczog.jpg,,,,,,,,
MIZPJ8,1,http://digital.slub-dresden.de/ppn271702370,,,,,,,,,
C8SLYQ,1,https://www.google.com/books/edition/Eyn_sch%C3%B6n_n%C3%BCtzlich_b%C3%BCchlin_vnd_vnderw/-oxKZYpjmBQC,c8slyq_tp_ovigw2.png,,,,,,,,
DN10G5,1,https://www.google.com/books/edition/Perspectiua_Eyn_sch%C3%B6n_n%C3%BCtzlich_b%C3%BCchli/jPQNWIhO9VwC,dn10g5_tp_vwv4cj.png,,,,,,,,
N1D1J1,1,https://www.google.com/books/edition/Athanasii_Kircheri_Fuldensis_Buchonii_Ar/Xggfro5KeRoC,n1d1j1_tp_ow852a.png,,,,,,,,
S105XB,1,http://digi.ub.uni-heidelberg.de/diglit/lautensack1564,s105xb_tp_xc9jf6.png,,,,,,,,
UOH868,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00084127-7,uoh868_tp_xpuv76.png,,,,,,,,
Q4F538,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00084126-2,q4f538_tp_twtjw7.jpg,,,,,,,,
TMVVZN,1,https://www.google.com/books/edition/Trattato_dell_arte_de_la_pittura_di_Gio/k16wKRtVntsC,tmvvzn_tp_pfda3p.png,,,,,,,,
2BRI1Z,1,https://search.proquest.com/docview/2240944171,,,,,,,,,
5YK5ZF,1,https://www.google.com/books/edition/PERSPECTIVA_HORARIA_SIVE_DE_HOROGRAPHIA/2jPCZ8OAcPUC,5yk5zf_tp_xaxq5l.png,5yk5zf_frontispiece_uyb7kd.png,,,,,,,
BCYM68,1,https://www.google.com/books/edition/La_perspective_curieuse_ou_magie_artific/r1T-rypHaRgC,bcym68_tp_euccgh.png,bcym68_frontispiece_0uka9s.png,,,,,,,
99CARP,1,https://www.google.com/books/edition/Thaumaturgus_opticus_seu_admiranda_optic/-V1fAAAAcAAJ,99carp_tp_dxmzgh.png,99carp_frontispiece_4flvqd.png,,,,,,,
99CARP,1,https://www.google.com/books/edition/R_P_Ieannis_Francisci_Niceronis_Thaumatu/637_vnJHjF8C,,,,,,,,,
EW54CX,1,https://www.google.com/books/edition/Disce_Mori_Das_ist_kurtzer_vnd_einfeltig/SRlWAAAAcAAJ,ew54cx_tp_sntjkc.png,,,,,,,,
EW54CX,1,http://bvbm1.bib-bvb.de/webclient/DeliveryManager?pid=162690&amp;custom_att_2=simple_viewer,,,,,,,,,
UX662Y,1,http://nbn-resolving.de/urn:nbn:de:bvb:22-dtl-0000002724,ux662y_tp_od7as4.jpg,,,,,,,,
7UMG6X,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb00007953-5,7umg6x_tp_3ad2tz.jpg,,,,,,,,
ZQIHYL,1,https://www.google.com/books/edition/Ioachimi_Fortij_Ringelbergij_Andouerpian/3pBUhiLQGEwC,zqihyl_tp_xypfcl.png,,,,,,,,
6X6R6Y,1,http://data.onb.ac.at/ABO/+Z178824603,6x6r6y_tp_414u35.jpg,,,,,,,,
GDIHEX,1,https://www.google.com/books/edition/Pratica_di_fabricar_scene_e_machine_ne_t/gNPQjoC0AncC,gdihex_tp_3zf37r.png,gdihex_frontispiece_ii5quf.png,,,,,,,
GD0NV0,1,http://books.google.com/books?vid=IBNN:BNA01001462240,gd0nv0_tp_dmbtbf.png,,,,,,,,
B80KIT,1,https://www.google.com/books/edition/Prattica_del_parallelogrammo_da_disegnar/iY8WznXyfLoC,b80kit_tp_06jf5g.png,,,,,,,,
QWCWLH,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10195345-5,qwcwlh_tp_wudaph.jpg,,,,,,,,
5KCP5R,1,https://www.google.com/books/edition/Den_eersten_tweeden_en_vijfsten_boeck_va/EkNPAAAAcAAJ,5kcp5r_tp_q2avja.png,,,,,,,,
MYFHIS,1,http://www.bvh.univ-tours.fr/Consult/index.asp?numfiche=206,myfhis_tp_w9ue19.jpg,,,,,,,,
NTML0S,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10197997-7,ntml0s_tp_11cr0k.jpg,,,,,,,,
JT4H92,1,https://www.google.com/books/edition/The_First_Booke_of_Architecture_Made_by/eMK7FcjqENMC,jt4h92_tp_0ljdy2.png,,,,,,,,
GGD02E,1,https://www.google.com/books/edition/La_pratica_di_prospettiua_del_caualiere/txlM4hOL3C8C,ggd02e_tp_el2z15.png,,,,,,,,
T3UM3R,1,https://www.google.com/books/edition/La_Pratica_di_Prospettiva_etc/ytplAAAAcAAJ,t3um3r_tp_v358ul.png,,,,,,,,
K7DERJ,1,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11216116-1,k7derj_tp_h45djp.jpg,,,,,,,,
N61RR8,1,https://www.google.com/books/edition/Memoires_Mathematiqves_Contenant_ce_en_q/4k1ZAAAAcAAJ,n61rr8_tp_bab1p1.png,,,,,,,,
XOIASP,1,https://www.google.com/books/edition/Perspectiue_cilindrique_et_conique_Ou_Tr/VNdV_8bULxkC,xoiasp_tp_adrbj1.png,,,,,,,,
EFXRG3,1,https://www.google.com/books/edition/Abr%C3%A9g%C3%A9_ou_racourcy_de_la_perspective_p/pZQ5AAAAcAAJ,efxrg3_tp_pg796w.png,,,,,,,,
93PZQ5,1,https://www.google.com/books/edition/De_Artificiali_Perspectiva_Viator/0sRZAAAAcAAJ,93pzq5_tp_xchdbh.png,,,,,,,,
10AUQ5,1,https://www.google.com/books/edition/De_artificiali_Perspectiva_Viator_Secund/kRJnAAAAcAAJ,10auq5_tp_o3h7fd.png,,,,,,,,
612FNN,1,https://www.google.com/books/edition/Le_due_regole_della_prospettiva_pratica/17YyRxt3OYYC,612fnn_tp_us3493.png,,,,,,,,
BFI81M,1,http://books.google.com/books?vid=IBSC:SC000004331,bfi81m_tp_fc8vya.png,,,,,,,,
YB32U5,1,https://www.google.com/books/edition/Perspective_C_est_%C3%A0_dire_le_tresrenomm/qDenIVu7JzQC,yb32u5_tp_gaj6g1.png,,,,,,,,
P3JCQH,1,https://books.google.co.uk/books?id=n4dBH3-AcSUC,p3jcqh_tp_7s730j.png,,,,,,,,
EJGRZN,1,https://gallica.bnf.fr/ark:/12148/bpt6k5818968c,ejgrzn_tp_1ey9wq.JPEG,,,,,,,,
144JC3,1,,144jc3_tp_1abumf.png,,,,,,,,
UQI2BV,1,https://search.proquest.com/docview/2090320454,uqi2bv_tp_2z9wnq.png,,,,,,,,
56DVN2,1,https://www.digitale-sammlungen.de/en/view/bsb11263718,56dvn2_tp_mvrjqo.png,,,,,,,,
QIG1E3,1,https://scripta.bbf.dipf.de/viewer/image/481244158,qig1e3_tp_qovm2y.png,,,,,,,,
HZ5UVJ,1,https://books.google.co.il/books?id=eTsIET9bTioC,hz5uvj_tp_dr72e9.png,,,,,,,,
JZ3MT9,1,https://books.google.co.uk/books/about/Ideae_mathematicae_pars_prima_sive_Metho.html?id=qinevzxnHFoC&redir_esc=y,jz3mt9_tp_hgp1h0.png,,,,,,,,
JZ3MT9,1,https://babel.hathitrust.org/cgi/pt?id=ucm.5320258006,,,,,,,,,
NYJL4C,1,https://archive.org/details/rabdologiaseunu00napi/page/n3/mode/2up,nyjl4c_tp_dgxpt3.png,,,,,,,,
OGXS5A,1,https://books.google.fr/books?id=VukHAQAAIAAJ,ogxs5a_tp_heuahs.png,,,,,,,,
4C287U,1,https://books.google.co.uk/books?id=Kh8PAAAAQAAJ&newbks=1&newbks_redir=0&dq=Tables%20des%20sinus%2C%20tangentes%20et%20secantes%2C%20selon%20le%20raid%20de%20100000%20parties.%20Avec%20un%20traict%C3%A9%20succinct%20de%20la%20trigonometrie%20tant%20des%20,4c287u_tp_aavh3a.png,,,,,,,,
5ZF83O,1,https://search.proquest.com/docview/2090364692,,,,,,,,,
WNYVAP,1,https://search.proquest.com/docview/2090303459,,,,,,,,,
136K7I,1,https://search.proquest.com/docview/2090351232,,,,,,,,,
WOQG2Q,1,https://www.google.co.il/books/edition/Fortification_ou_Architecture_militaire/flNZn8Vh1EsC,woqg2q_tp_1kw8dr.png,,,,,,,,
MMJVXG,1,https://www.google.co.il/books/edition/L_arithmique_de_Simon_Stevin_de_Bruges/SMVbAAAAQAAJ,mmjvxg_tp_3r1fkj.png,,,,,,,,
9D1KT8,1,https://archive.org/details/bub_gb_vSAYyWVBK9YC,9d1kt8_tp_sdvam9.png,,,,Public Domain,,,,
9D1KT8,1,http://books.google.com/books?vid=IBNR:CR000628025,,,,,,,,,
T4DFPF,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb11057839-3,,,,,,,,,
T4DFPF,1,http://data.onb.ac.at/ABO/+Z184169400,,,,,,,,,
T4DFPF,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10139488-8,,,,,,,,,
T4DFPF,1,https://dlc.mpg.de/image/868383511/4/,t4dfpf_tp_3q4we6.png,,,,Public Domain,,,,
GY5QLD,1,https://digital.slub-dresden.de/werkansicht/dlf/19199/5,gy5qld_tp_uby4y6.jpg,,,,Public Domain,,,,
D40ZCO,1,https://www.e-rara.ch/zuz/content/zoom/13950271,d40zco_tp_s7mphk.jpg,,,,Public Domain,,,,
D40ZCO,1,https://opendata2.uni-halle.de/handle/1516514412012/8926?locale=de,,,,,Public Domain,,,,
BQHG81,1,https://odyssee.univ-amu.fr/items/show/458,,,,"BU des Fenouillères - Arts, lettres et sciences humaines (Aix-en-Provence), cote MS 66",public domain,,,,
7BQW8D,1,https://www.google.com/books/edition/Christophori_Clauii_Bambergensis_In_Spha/RGbw9hZOjUcC,7bqw8d_tp_7x1ep6.png,,,,,,,,
S66LMV,1,https://www.google.com/books/edition/Christophori_Clauii_Epitome_arithmeticae/esRaoaQBf70C,s66lmv_tp_t5l7qk.png,,,,,,,,
AKQ4ZK,1,https://www.google.com/books/edition/Christophori_Clauij_Bambergensis_Epitome/BiuPpmCvHjYC,akq4zk_tp_5hitp7.png,,,,,,,,
NK4GX0,1,https://www.google.com/books/edition/Christophori_Clauii_In_Sphaeram_Ioannis/2BgA_A5UrNAC,nk4gx0_tp_9f2hi5.png,,,,,,,,
YD6GFC,1,https://www.google.com/books/edition/Theodosii_Tripolitae_Sphaericorum_libri/ZsVlJ2zx_HQC,yd6gfc_tp_newmm9.png,,,,,,,,
220OQK,1,https://www.google.com/books/edition/In_sphaeram_Ioannis_de_Sacro_Bosco_comme/-l1aAAAAcAAJ,220oqk_tp_fwjpsa.png,,,,,,,,
0CXTNP,1,https://www.google.com/books/edition/Aritmetica_prattica_composta_dal_molto_r/cF7ktrbtqpkC,0cxtnp_tp_zv8p9o.png,,,,,,,,
E38BVC,1,http://dx.doi.org/10.3931/e-rara-11609,e38bvc_tp_hv3qbu.png,,,,,,,,
E38BVC,1,https://search.proquest.com/docview/2090349506,,,,,,,,,
XLKFZ8,1,https://www.google.com/books/edition/Christophori_Clauii_ex_Societate_Iesu_In/pB9SksJ_2OcC,xlkfz8_tp_59jb3j.png,,,,,,,,
H5H6K4,1,https://www.google.com/books/edition/Epitome_arithmeticae_practicae_denuo_ab/nRNaAAAAcAAJ,h5h6k4_tp_xyfkpb.png,,,,,,,,
H5H6K4,1,https://viewer.onb.ac.at/10AC73C2/,,,,,,,,,
EUARD4,1,https://www.google.com/books/edition/Tabula_ad_cognoscendam_magnitudinem_diei/RE4bDUCHgw4C,euard4_tp_r1ym51.png,,,,,,,,
2F464H,1,https://www.google.com/books/edition/In_Sphaeram_Joannis_de_Sacrobosco_Commen/6ZI8AAAAcAAJ,2f464h_tp_4wukom.png,,,,,,,,
4QQF4D,1,http://dx.doi.org/10.3931/e-rara-463,,,,,,,,,
4QQF4D,1,https://www.google.com/books/edition/Christophori_Clavii_Bambergensis_Astrola/Axk8AAAAcAAJ,4qqf4d_tp_86u75d.png,,,,,,,,
7GBVNE,1,https://www.google.com/books/edition/In_sphaeram_Joannis_de_Sacro_Bosco_comme/HUdbAAAAcAAJ,7gbvne_tp_2s8qhd.png,,,,,,,,
IE7UPT,1,https://books.google.co.uk/books?id=GiheAAAAcAAJ,ie7upt_tp_dg5m8z.png,,,,,,,,
GD6MNQ,1,https://www.google.com/books/edition/Iosephi_Scaligeri_elenchus_et_Castigatio/bowRqvn4JawC,gd6mnq_tp_18oze1.png,,,,,,,,
FN4YWP,1,https://www.google.com/books/edition/Christophori_Clauii_In_Sphaeram_Ioannis/jUc4PzGpZFIC,fn4ywp_tp_gn9bq2.png,,,,,,,,
FO2GHY,1,https://www.google.com/books/edition/Computus_ecclesiasticus_per_digitorum_ar/N0JzGTsVt_kC,fo2ghy_tp_hq37ac.png,,,,,,,,
U0TF6J,1,https://www.google.com/books/edition/Christophori_Clavii_horologiorum_nova_de/igo8AAAAcAAJ,u0tf6j_tp_5frt2a.png,,,,,,,,
6HQEPW,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10190954-8,6hqepw_tp_ssfkzk.png,,,,,,,,
19DYVJ,1,https://www.google.com/books/edition/Christophori_Clauij_Bambergensis_In_spha/vSo-TEz6UYcC,19dyvj_tp_vbv2fx.png,,,,,,,,
5UCE2B,1,https://www.google.com/books/edition/Aritmetica_prattica_composta_dal_molto_r/zFA_AdPcuUEC,5uce2b_tp_i5yt2b.png,,,,,,,,
0PU4US,1,https://www.google.com/books/edition/In_sphaeram_Ioannis_de_Sacro_Bosco_comme/YncWAAAAQAAJ,0pu4us_tp_vgal1c.png,,,,,,,,
PI9E6Q,1,https://books.google.com/books?id=JA6bKOtLjQcC,pi9e6q_tp_niq2ww.png,,,,,,,,
RC8QCW,1,https://www.google.com/books/edition/Computus_ecclesiasticus/tT9mAAAAcAAJ,rc8qcw_tp_ztkhd7.png,,,,,,,,
Z03ON6,1,https://www.google.com/books/edition/Romani_calendarii_a_Gregorio_XIII_P_M_re/x1lDAAAAcAAJ,z03on6_tp_5od4pn.png,,,,,,,,
H2HKOI,1,https://www.google.com/books/edition/Compendium_brevissimum_describendorum_ho/vGM_AAAAcAAJ,h2hkoi_tp_i45pwq.png,,,,,,,,
K08Z9W,1,https://www.google.com/books/edition/Tabulae_astronomicae_nonnullae_ad_horolo/Pgd5aahSzZIC,k08z9w_tp_c6prqc.png,,,,,,,,
YF9WE1,1,https://www.google.com/books/edition/Christophori_Clauii_Bambergensis_In_sph/SNEK7dr7tN8C,yf9we1_tp_6c1tyw.png,,,,,,,,
545ZC8,1,http://digital.slub-dresden.de/ppn274054698,545zc8_tp_mv5w23.png,,,,,,,,
TSQJVT,1,http://digital.slub-dresden.de/ppn277997445,tsqjvt_tp_0he4mj.png,,,,,,,,
M87KXQ,1,https://www.google.com/books/edition/Christophori_Clavii_In_Sphaeram_Joannis/R-UxfSC5KBUC,m87kxq_tp_izc4ph.png,,,,,,,,
EWSGC5,1,https://www.google.com/books/edition/Tabulae_Sinuum/WYI_AAAAcAAJ,ewsgc5_tp_43wra6.png,,,,,,,,
HGZZ0J,1,https://www.google.com/books/edition/Algebra/CsZZAAAAcAAJ,hgzz0j_tp_ghikct.png,,,,,,,,
VSYL9N,1,https://www.google.com/books/edition/Christophori_Clavii_In_Sphaeram_Joannis/dKy2-k09vVcC,vsyl9n_tp_f9v24x.png,,,,,,,,
CXRQO5,1,https://www.google.com/books/edition/Algebra/OxhzaXuwGDYC,cxrqo5_tp_phd35z.png,,,,,,,,
H1SYB3,1,http://digital.slub-dresden.de/ppn277963680,h1syb3_tp_4ma0dw.png,,,,,,,,
NKO7F6,1,http://diglib.hab.de/drucke/11-quod-2s/start.htm,nko7f6_tp_67rlaw.jpg,,,,,,,,
C3JZRM,1,https://www.google.com/books/edition/Confutatio_calendarii_Georgii_Germanni_W/LXAYSOgnOK0C,,,,,,,,,
3GQBBJ,1,https://www.google.com/books/edition/L_Algebre/2pQ_AAAAcAAJ,3gqbbj_tp_mamu2p.png,,,,,,,,
TDJC06,1,https://www.google.com/books/edition/Christophori_Clavii_Opera_Mathematica/SeP8kCE1lVwC,tdjc06_tp_bsiznw.png,,,,,,,,
TDJC06,4,https://www.google.com/books/edition/Christophori_Clavii_Bambergsensis_Opera/9WBDAAAAcAAJ,,,,,,,,,
TDJC06,5,https://www.google.com/books/edition/Christophori_Clauii_Bambergensis_e_Socie/6qHdnz4_oOEC,,,,,,,,,
FRR0IA,1,https://www.google.com/books/edition/Aritmetica_prattica/xAEHAAAAcAAJ,frr0ia_tp_hn5wte.png,,,,,,,,
6ONUG1,1,http://www.mdz-nbn-resolving.de/urn/resolver.pl?urn=urn:nbn:de:bvb:12-bsb10081604-6,6onug1_tp_efrjf9.png,,,,,,,,
WQOLVK,1,https://www.google.com/books/edition/Aritmetica_prattica_composta_dal_molto_r/r-6WsAnqhWgC,wqolvk_tp_b47cz9.png,,,,,,,,
MUAMS7,1,https://www.google.com/books/edition/Christophori_Clavii_Bamberg_In_Sphaeram/uxvhQT8NkSYC,muams7_tp_dyi7zs.png,,,,,,,,
BOPZK9,1,https://www.google.com/books/edition/Aritmetica_prattica_composta_dal_molto_R/ctn9jT2aRM8C,bopzk9_tp_ukp659.png,,,,,,,,
1QD2VS,1,http://books.google.com/books?vid=IBNR:CR000397775,1qd2vs_tp_04bt07.png,,,,,,,,
0HNMAK,1,http://books.google.com/books?vid=IBNR:CR000312745,0hnmak_tp_vpi4pe.png,,,,,,,,
YXV7JU,1,https://archive.org/details/utriusquecosmima01flud/page/n1/mode/2up,yxv7ju_tp_o8ek0s.jpg,,,,,,,,
YXV7JU,2,https://archive.org/details/utriusquecosmima02flud,yxv7ju_tp_fd8grd.jpg,,,,,,,,
YXV7JU,1,https://digital.sciencehistory.org/works/fvm4tyd,,,,,,,,,
YXV7JU,3,https://www.google.com/books/edition/Utriusque_cosmi_maioris_scilicet_et_mino/6ajNTSLF0IgC,,,,,,,,,
YXV7JU,4,https://www.google.com/books/edition/Utriusque_cosmi_maioris_scilicet_et_mino/ukzEkno9DWEC,,,,,,,,,
YXV7JU,5,https://digital.slub-dresden.de/werkansicht/dlf/16705,,,,,,,,,
YXV7JU,5,https://www.google.com/books/edition/Utriusque_Cosmi_Maioris_scilicet_et_Mino/RfBaAAAAcAAJ,,,,,,,,,
C8T2FB,1,https://books.google.fr/books?id=VdpAAAAAcAAJ,c8t2fb_tp_r23mf2.png,,,,,,,,
Z9GQX7,1,https://www.google.co.il/books/edition/Tractatus_theologo_philosophicus_in_libr/946gbyEsRx0C,z9gqx7_tp_8cp8ty.png,,,,,,,,
9B74SB,1,http://diglib.hab.de/drucke/46-astron-2/start.htm,9b74sb_tp_xhismk.jpg,,,,,,,,
IN3MM5,1,http://reader.digitale-sammlungen.de/de/fs1/object/display/bsb10870853_00002.html,in3mm5_tp_5ietu8.png,,,,,,,,
IN3MM5,1,https://books.google.be/books?vid=GENT900000030954,,,,,,,,,
ESO51I,1,http://resolver.sub.uni-goettingen.de/purl?PPN520662849,eso51i_tp_ouq89c.png,,,,,,,,
ESO51I,1,https://books.google.be/books?vid=GENT900000030953,,,,,,,,,
BS0XX6,1,http://reader.digitale-sammlungen.de/en/fs1/object/display/bsb10942471_00002.html,bs0xx6_tp_iwwqv1.png,,,,,,,,
BS0XX6,1,https://books.google.be/books?vid=GENT900000030955,,,,,,,,,
9UFW1C,1,http://digital.slub-dresden.de/ppn277369444,9ufw1c_tp_hi50u4.png,,,,,,,,
QUA4GG,1,https://www.google.com/books/edition/Integrum_Morborum_Mysterium_Sive_Medicin/bedaAAAAcAAJ,qua4gg_tp_wvdvbk.png,,,,,,,,
68CQ4Z,1,https://www.google.com/books/edition/Doctor_Fludd_s_Answer_unto_M_Foster_Or_t/jy2XFFSerakC,68cq4z_tp_en97cj.png,,,,,,,,
JDJ17Z,1,http://diglib.hab.de/drucke/31-3-med-2f-2s/start.htm,jdj17z_tp_2ryl8f.jpg,,,,,,,,
6PST4I,1,https://www.google.com/books/edition/Philosophia_Moysaica/JyRSRjhWikEC,6pst4i_tp_wmzbnu.png,,,,,,,,
RYKEAK,1,https://www.google.com/books/edition/Responsum_ad_Hoplocrismaspongum_M_Foster/mKdQAAAAcAAJ,rykeak_tp_2wmdtj.png,,,,,,,,
C9DG72,1,https://www.google.com/books/edition/Religio_exculpata/8OpOAAAAcAAJ,c9dg72_tp_22vr8g.png,,,,,,,,
P29JKA,1,https://nbn-resolving.org/urn:nbn:de:urmel-dfg-6111ebc5-a4d3-4337-8ee1-66f42f06c01143 [Volltext] [// 2014 digitalisiert von: Thüringer Universitäts- und Landesbibliothek Jena. Exemplar mit der Signatur: 8 Alch.55] Kostenfrei zugänglich ohne Registrierung,,,,,,,,,
P29JKA,1,https://www.google.com/books/edition/Fasciculus_geomanticus/aBi_hOHS624C,p29jka_tp_5a8e46.png,,,,,,,,
P29JKA,1,https://www.google.com/books/edition/Fasciculus_Geomanticus_In_quo_Varia_Vari/wcg5AAAAcAAJ,,,,,,,,,
RIOTJM,1,https://books.google.fr/books?id=N3JQAAAAcAAJ,riotjm_tp_z1by7t.png,,,,,,,,
A540JK,1,https://doi.org/10.3931/e-rara-445,,,,,,,,,
A540JK,1,http://digital.slub-dresden.de/ppn276582896,a540jk_tp_wk5p0u.png,,,,,,,,
A540JK,1,http://diglib.hab.de/drucke/40-astron/start.htm,,,,,,,,,
A540JK,1,"http://jbc.bj.uj.edu.pl/publication/332123/content $z Jagiellonska Biblioteka Cyfrowa
$u http://jbc.bj.uj.edu.pl/image/edition/317495",,,,,,,,,
T68LBI,1,http://fermi.imss.fi.it/rd/bd?lng=it&amp;progetto=586,,,,,,,,,
T68LBI,1,http://daten.digitale-sammlungen.de/0006/bsb00067206/images/,,,,,,,,,
T68LBI,1,http://fondosdigitales.us.es/books/digitalbook_view?oid_page=115482,,,,,,,,,
T68LBI,1,http://gallica.bnf.fr/ark:/12148/bpt6k582981,,,,,,,,,
T68LBI,1,http://dx.doi.org/10.3931/e-rara-53432,,,,,,,,,
T68LBI,1,https://search.proquest.com/docview/2090328414,,,,,,,,,
SASF6I,1,http://gallica.bnf.fr/ark:/12148/bpt6k1643435,sasf6i_tp_6dl3jp.JPEG,,,,,,,,
SASF6I,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10150994-6,,,,,,,,,
JMLDA7,1,https://www.google.com/books/edition/Jo_Archiepiscopi_Cantuariensis_Perspecti/-khZAAAAcAAJ,jmlda7_tp_jyv20g.png,,,,,,,,
CQJCSE,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10164525-6,cqjcse_tp_xrsuzg.png,,,,,,,,
M16X82,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10149720-3,m16x82_tp_bt34b5.png,,,,,,,,
5027E4,1,http://dx.doi.org/10.3931/e-rara-10381,,,,,,,,,
5027E4,1,https://archive.org/details/prospettivadieu00eucl/page/n1/mode/2up,5027e4_tp_v0eqww.png,,,,,,,,
QQ33VH,1,http://nbn-resolving.de/urn:nbn:de:bvb:12-bsb10150995-1,qq33vh_tp_q3orcw.png,,,,,,,,
QQ33VH,1,http://books.google.be/books?vid=GENT900000005204,,,,,,,,,
NTEU75,1,https://doi.org/10.3931/e-rara-21211,,,,,,,,,
NTEU75,1,http://digital.slub-dresden.de/ppn275342638,nteu75_tp_aami9l.png,,,,,,,,
NTEU75,1,http://nbn-resolving.de/urn:nbn:de:urmel-fcd20a26-7316-4f8c-905b-83097a46c7259,,,,,,,,,
NTEU75,1,http://data.onb.ac.at/ABO/+Z179840409,,,,,,,,,
NTEU75,1,http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10806692-2,,,,,,,,,
NTEU75,1,https://search.proquest.com/docview/2090346521,,,,,,,,,
55STFH,1,http://hdl.handle.net/2027/uc1.31158009461491,,,,,,,,,
