key,city,languages,compositors,long_title,short_title,short_title_source,year_from,year_to,year_is_approximate,notes,has_diagrams
ms_446,,,,,,,1400,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara
the proofs in book I in a different version",
ms_447,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_448,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_449,,,,,,,1300,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_450,,,,,,,1400,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_451,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_452,,,,,,,1400,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_453,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_454,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_455,,,,,,,1300,1400,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara
The text of the first proofs differs from the usual Campanus text",
ms_456,,,,,,,1400,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_457,,,,,,,,,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_458,,,,,,,1300,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_459,,,,,,,1457,1457,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_460,,,,,,,1400,1500,True,"class: Texts in the Adelard II tradition
subclass: Campanus of Novara",
ms_461,,,,,,,1200,1300,True,"class: Texts in the Adelard II tradition
subclass: Reworking Paris, BN Lat. 7374",
ms_462,,,,,,,1200,1300,True,"class: Texts in the Adelard II tradition
subclass: Reworking London, Sloane 285",
ms_463,,,,,,,1300,1400,True,class: Reworking Vat. Reg. lat. 1268,
ms_464,,,,,,,1300,1400,True,class: an-Nayrizi's commentary on books I-X,
ms_465,,,,,,,1300,1400,True,class: an-Nayrizi's commentary on books I-X,
ms_466,,,,,,,1300,1400,True,class: an-Nayrizi's commentary on books I-X,
ms_467,,,,,,,1300,1400,True,"class: Muhammad ibn `Abd al-Baqi, Commentary on book X",
ms_468,,,,,,,1300,1400,True,"class: Muhammad ibn `Abd al-Baqi, Commentary on book X",
ms_469,,,,,,,1200,1400,True,"class: Muhammad ibn `Abd al-Baqi, Commentary on book X",
ms_470,,,,,,,1200,1300,True,"class: Muhammad ibn `Abd al-Baqi, Commentary on book X",
ms_471,,,,,,,1300,1400,True,"class: Muhammad ibn `Abd al-Baqi, Commentary on book X",
ms_472,,,,,,,1200,1300,True,class: Commentary on book X by Pappus,
ms_473,,,,,,,1300,1400,True,class: Commentary of Albertus Magnus (?),
ms_474,,,,,,,1400,1500,True,class: Commentary ascribed to Roger Bacon,
ms_475,,,,,,,1300,1400,True,"class: Nicole Oresme, Quaestiones super geometriam Euclidis",
ms_476,,,,,,,1400,1500,True,"class: Nicole Oresme, Quaestiones super geometriam Euclidis",
ms_477,,,,,,,1300,1400,True,"class: Nicole Oresme, Quaestiones super geometriam Euclidis",
ms_478,,,,,,,1400,1500,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified",
ms_479,,,,,,,1400,1500,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
Brani d'... Euclide",
ms_480,,,,,,,1400,1500,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
G. Valla, with dedication letter to Petrus Barocius",
ms_481,,,,,,,1300,1400,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
M 100; Quaestiones about Euclid, book I. On f.49v-50, 52v-53 there are notes, commentaries and small extracts from Euclid",
ms_482,,,,,,,1400,1500,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
as it seems, from the university lecture",
ms_483,,,,,,,1500,1600,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
Zamberti",
ms_484,,,,,,,1300,1400,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified",
ms_485,,,,,,,1500,1600,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified",
ms_486,,,,,,,1500,1600,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified",
ms_487,,,,,,,1500,1600,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
G. Valla with dedication letter to princeps Albertus pius Carpensis",
ms_488,,,,,,,1500,1600,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
Michael Stifel",
ms_489,,,,,,,1400,1500,True,"class: Translations, reworkings and commentaries from the fifteenth century; texts not identified
enunciations only, in the Campanus version. Only those enunciations are givenwhich are necessary for the proofs in the treatise De sinibus et cordis ac eorum arcubus. See London, Add. 24071",
GLYTWZ,,,Francesco Maurolico,,Euclidis elementorum compendia,Specified in source,1567,1567,False,,
G8MDPE,,,Evangelista Torricelli,,De proportionibus liber,Specified in source,1647,1647,False,,
SLWQ7N,,,John Wallis,,In Elementa Euclidis Praelectiones,Specified in source,1651,1651,False,,
GJXHA3,,,Blaise Pascal,,Introduction à la géométrie,Specified in source,1655,1655,False,,
85GZV3,,,Gilles Personne de Roberval,,Éléments de géométrie,Specified in source,1673,1675,True,,
LOFE5H,,,Isaac Newton,,The Science of Axiomatc Deduction,Specified in source,1693,1706,True,,
2KGVZD,,,,,Manuel d'un ingénieur-architecte de la première moitié du XVIIe siècle.,Specified in source,1600,1700,True,"Métin (2016, p. ) mentions this MS; includes extraits from multiple mathematical related books; notebook of Jacques Gentillâtre (1578-around 1622), architecte.",
IYXX6N,,,,,Traitté des cinq ordres d'architecture selon la métode de Vignolle,Specified in source,1700,1800,True,,
M2BQJ8,,,,,"Opera decta et chiamata Pratica Leonardi Giamboni di geometria, composta in Cornuola apud Castrum Emporii per lo decto prete Leonardo Fiorentino et ferta al B. P. Clemente papa VII nell' anno secondo del pontificato di Sua Sanctità",Specified in source,1500,1600,True,,
SBTLU7,,,,,"Traduction de l'Algèbre en arithmétique et géométrie, de Pierre Nunès.",Specified in source,1600,1700,True,,
UV2ZS6,,,,,"Traité, pour la défense de la carte de naviguer",Specified in source,1600,1700,True,,
FRXJUH,,,,,Traité de géométrie,Specified in source,1600,1700,True,,
16NH5R,,,,,Mélanges scientifiques et philosophiques,Specified in source,1600,1800,True,,
IXI8N3,,,,,"Opera decta et chiamata Pratica Leonardi Giamboni di geometria, composta in Cornuola apud Castrum Emporii per lo decto prete Leonardo Fiorentino et ferta al B. P. Clemente papa VII nell' anno secondo del pontificato di Sua Sanctità",Specified in source,1500,1600,True,,
H55LLR,,,,,Miscellanea mathematica et astronomica,Specified in source,1500,1600,True,,
ME5WYH,,,,,Grec 2348,Provided by catalog,1600,1700,True, it was copied by Joseph Auria; includes euclid's data with scholia + Marinus' preface,
SQKVP9,,,,,Florilège de textes scientifiques réuni par Ismaël Boulliau,Specified in source,1651,1651,False,includes the def for the 1st book of the Elements,
NCXCIA,,,,,Cours d'arithmétique,Provided by catalog,1567,1567,False,,
